"CD_A,C,2","PER,C,4","EST_DIS,C,3","UPM_DIS,C,6","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","PAR,N,1,0","SEX,N,1,0","EDA,N,3,0","NAC_DIA,N,2,0","NAC_MES,N,2,0","NAC_ANIO,N,4,0","NIV,N,2,0","GRA,N,1,0","A_ESC,N,1,0","ELEGIDO,N,1,0","REELE,N,2,0","R_DEF,C,2","FACTOR,N,6,0","FAC18,N,6,0"
14,1015,034,00015,01,40285,3,1,06,4,2,2,14,11,2012,0,0,0,0,0,01,1954,0
14,1015,035,00016,01,40292,1,1,06,3,1,15,18,1,2000,2,6,0,0,0,01,2084,0
14,1015,035,00016,01,40292,1,1,05,3,1,18,11,2,1997,4,3,0,0,0,01,2084,0
14,1015,035,00016,01,40292,1,1,04,4,1,65,14,8,1950,2,3,0,0,0,01,2084,0
14,1015,035,00016,01,40292,1,1,03,4,2,62,8,4,1953,2,6,0,0,0,01,2084,0
14,1015,035,00016,01,40292,1,1,02,2,2,43,9,7,1972,4,3,0,1,0,01,2084,10420
14,1015,035,00016,01,40292,1,1,01,1,1,43,4,1,1972,7,5,3,0,0,01,2084,0
14,1015,035,00016,01,40292,5,1,02,4,2,24,14,9,1991,7,3,3,1,0,01,2084,4168
14,1015,035,00016,01,40292,5,1,01,1,2,46,18,6,1969,9,3,4,0,0,01,2084,0
14,1015,035,00016,01,40292,4,1,02,3,2,18,17,6,1997,4,2,0,1,0,01,2084,4168
14,1015,035,00016,01,40292,4,1,01,1,1,47,23,3,1968,7,3,3,0,1,01,2084,0
14,1015,035,00016,01,40292,3,1,05,3,2,11,31,5,2004,2,5,0,0,0,01,2084,0
14,1015,035,00016,01,40292,3,1,04,3,1,17,13,6,1998,4,2,0,0,0,01,2084,0
14,1015,035,00016,01,40292,1,1,07,3,1,8,27,3,2007,2,2,0,0,0,01,2084,0
14,1015,035,00016,01,40292,3,1,02,2,2,35,25,7,1980,7,4,3,0,0,01,2084,0
14,1015,035,00016,01,40292,3,1,01,1,1,40,24,9,1975,4,3,0,0,0,01,2084,0
14,1015,035,00016,01,40292,2,1,03,3,1,19,25,5,1996,4,3,0,0,0,01,2084,0
14,1015,035,00016,01,40292,2,1,02,3,1,21,15,6,1994,7,1,3,1,0,01,2084,6252
14,1015,035,00016,01,40292,2,1,01,1,2,51,2,3,1964,7,4,3,0,0,01,2084,0
14,1015,035,00016,01,40292,3,1,03,3,1,19,30,4,1996,7,1,3,1,0,01,2084,6252
14,1015,035,00017,01,40317,1,1,01,1,1,54,22,10,1960,2,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,1,1,02,2,2,52,7,10,1962,2,4,0,1,0,01,2186,8744
14,1015,035,00017,01,40317,1,1,03,3,1,22,25,12,1992,4,3,0,0,1,01,2186,0
14,1015,035,00017,01,40317,1,1,04,3,2,21,21,12,1993,4,3,0,0,1,01,2186,0
14,1015,035,00017,01,40317,5,1,01,1,1,56,18,4,1959,6,3,3,0,0,01,2186,0
14,1015,035,00017,01,40317,5,1,02,2,2,53,27,10,1961,5,3,2,0,1,01,2186,0
14,1015,035,00017,01,40317,5,1,03,3,2,26,19,2,1989,5,3,3,1,0,01,2186,10930
14,1015,035,00017,01,40317,5,1,04,3,1,21,2,9,1994,7,2,3,0,0,01,2186,0
14,1015,035,00017,01,40317,5,1,05,3,1,18,22,1,1997,4,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,4,1,01,1,2,71,18,11,1943,6,3,1,1,0,01,2186,8744
14,1015,035,00017,01,40317,4,1,02,3,2,46,22,8,1969,7,5,3,0,0,01,2186,0
14,1015,035,00017,01,40317,4,1,03,4,2,25,24,1,1990,7,5,3,0,0,01,2186,0
14,1015,035,00017,01,40317,4,1,04,4,1,21,22,6,1994,4,2,0,0,0,01,2186,0
14,1015,035,00017,01,40317,4,1,05,4,2,15,17,1,2000,3,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,01,1,1,64,25,4,1951,3,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,02,2,2,42,8,5,1973,2,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,03,7,1,24,21,2,1991,3,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,04,7,1,23,7,3,1992,3,2,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,05,3,2,21,27,8,1994,2,6,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,06,3,1,19,5,8,1996,3,1,0,1,0,01,2186,15302
14,1015,035,00017,01,40317,2,1,07,7,2,22,25,2,1993,3,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,08,4,2,6,6,4,2009,1,3,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,09,4,2,4,7,4,2011,0,0,0,0,0,01,2186,0
14,1015,035,00017,01,40317,2,1,10,4,1,2,16,11,2012,0,0,0,0,0,01,2186,0
14,1015,035,00017,01,40317,3,1,01,1,2,26,22,10,1988,2,6,0,1,0,01,2186,2186
14,1015,035,00017,01,40317,3,1,02,3,1,10,2,10,2004,2,4,0,0,0,01,2186,0
14,1015,035,00017,01,40317,3,1,03,3,2,5,6,3,2010,0,0,0,0,0,01,2186,0
14,1015,035,00017,01,40317,3,1,04,3,2,3,13,9,2012,0,0,0,0,0,01,2186,0
14,1015,035,00017,01,40317,3,1,05,3,1,1,14,6,2014,0,0,0,0,0,01,2186,0
14,1015,034,00018,01,40324,5,1,07,4,1,1,28,11,2013,0,0,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,06,3,2,18,29,4,1997,4,2,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,09,4,2,7,11,1,2008,2,1,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,10,4,2,31,6,5,1984,3,1,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,11,3,2,0,19,5,2015,0,0,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,12,4,2,22,25,10,1992,4,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,13,3,1,11,15,11,2003,2,5,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,14,4,1,20,19,7,1995,3,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,15,4,1,43,10,3,1972,2,6,0,0,0,01,2304,0
14,1015,034,00018,01,40324,1,1,01,1,1,62,10,3,1953,2,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,1,1,02,2,2,59,31,10,1955,3,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,08,4,1,9,26,2,2006,2,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,05,3,2,18,29,4,1997,3,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,04,3,1,27,9,8,1988,2,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,03,4,1,50,6,6,1965,2,3,0,1,0,01,2304,23040
14,1015,034,00018,01,40324,5,1,02,2,2,46,7,5,1969,2,6,0,0,0,01,2304,0
14,1015,034,00018,01,40324,5,1,01,1,1,36,4,11,1978,2,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,4,1,04,2,1,54,13,1,1961,2,6,0,1,0,01,2304,9216
14,1015,034,00018,01,40324,4,1,03,3,1,29,20,9,1986,2,6,0,0,0,01,2304,0
14,1015,034,00018,01,40324,4,1,02,4,2,81,26,6,1934,2,6,0,0,0,01,2304,0
14,1015,034,00018,01,40324,4,1,01,1,2,50,28,6,1965,2,6,0,0,0,01,2304,0
14,1015,034,00018,01,40324,3,1,04,3,1,6,19,12,2008,2,1,0,0,0,01,2304,0
14,1015,034,00018,01,40324,3,1,03,3,2,12,17,3,2003,2,6,0,0,0,01,2304,0
14,1015,034,00018,01,40324,3,1,02,2,2,33,26,10,1981,3,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,3,1,01,1,1,35,26,1,1980,3,3,0,1,0,01,2304,4608
14,1015,034,00018,01,40324,2,1,05,3,2,3,2,9,2012,0,0,0,0,0,01,2304,0
14,1015,034,00018,01,40324,2,1,04,3,2,6,25,11,2008,2,1,0,0,0,01,2304,0
14,1015,034,00018,01,40324,2,1,03,4,2,68,2,2,1947,2,3,0,1,0,01,2304,6912
14,1015,034,00018,01,40324,2,1,02,2,2,30,22,6,1985,3,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,2,1,01,1,1,27,17,11,1987,3,3,0,0,0,01,2304,0
14,1015,034,00018,01,40324,1,1,05,4,2,4,15,9,2011,0,0,0,0,0,01,2304,0
14,1015,034,00018,01,40324,1,1,04,3,1,24,14,3,1991,3,3,0,1,0,01,2304,9216
14,1015,034,00018,01,40324,1,1,03,3,2,32,4,2,1983,2,6,0,0,0,01,2304,0
14,1015,035,00019,01,40326,1,1,02,2,2,42,3,3,1973,7,3,3,0,0,01,2310,0
14,1015,035,00019,01,40326,5,1,01,1,1,63,25,6,1952,3,1,0,0,0,01,2310,0
14,1015,035,00019,01,40326,1,1,01,1,1,46,1,12,1968,7,5,3,0,0,01,2310,0
14,1015,035,00019,01,40326,5,1,02,2,2,54,6,3,1961,2,6,0,1,0,01,2310,6930
14,1015,035,00019,01,40326,5,1,03,3,2,22,17,5,1993,7,4,3,0,0,01,2310,0
14,1015,035,00019,01,40326,3,1,01,1,1,46,17,7,1969,2,6,0,1,0,01,2310,2310
14,1015,035,00019,01,40326,2,1,01,1,1,40,29,11,1974,3,3,0,1,0,01,2310,2310
14,1015,035,00019,01,40326,4,1,01,1,2,70,26,11,1944,2,1,0,1,0,01,2310,6930
14,1015,035,00019,01,40326,4,1,02,4,1,52,18,9,1963,7,2,3,0,0,01,2310,0
14,1015,035,00019,01,40326,4,1,03,4,2,45,25,4,1970,6,2,3,0,0,01,2310,0
14,1015,035,00019,01,40326,1,1,03,3,1,20,3,10,1994,7,2,3,1,0,01,2310,9240
14,1015,035,00019,01,40326,1,1,05,4,2,0,8,5,2015,0,0,0,0,0,01,2310,0
14,1015,035,00019,01,40326,1,1,04,4,2,21,14,9,1994,7,3,3,0,0,01,2310,0
14,1015,036,00020,01,40388,2,1,01,1,2,46,10,9,1969,7,5,3,1,0,01,2642,2642
14,1015,036,00020,01,40388,1,1,01,1,1,30,20,10,1984,9,2,4,1,0,01,2642,5284
14,1015,036,00020,01,40388,1,1,02,2,2,30,11,9,1985,7,4,3,0,0,01,2642,0
14,1015,036,00020,01,40388,2,1,02,3,1,11,3,9,2004,2,5,0,0,0,01,2642,0
14,1015,036,00020,01,40388,4,1,01,1,2,38,21,8,1977,7,5,3,1,0,01,2642,2642
14,1015,036,00020,01,40388,5,1,01,1,1,26,6,6,1989,7,5,3,1,0,01,2642,2642
14,1015,036,00020,01,40388,3,1,01,1,1,77,3,4,1938,7,5,3,0,0,01,2642,0
14,1015,036,00020,01,40388,3,1,02,2,2,80,12,11,1934,6,3,3,1,0,01,2642,5284
14,1015,036,00020,01,40388,2,1,03,3,2,9,12,9,2006,2,3,0,0,0,01,2642,0
21,1015,053,00021,02,40035,1,1,01,1,2,76,28,1,1939,2,6,0,1,0,01,3678,3678
21,1015,053,00021,02,40035,3,1,01,1,1,30,6,3,1985,2,6,0,1,0,01,3678,7356
21,1015,053,00021,02,40035,4,1,05,3,2,4,31,5,2011,0,0,0,0,0,01,3678,0
21,1015,053,00021,02,40035,4,1,04,3,1,13,24,1,2002,3,1,0,0,0,01,3678,0
21,1015,053,00021,02,40035,4,1,03,3,2,16,3,1,1999,4,1,0,0,0,01,3678,0
21,1015,053,00021,02,40035,4,1,02,2,2,39,5,5,1976,3,3,0,1,0,01,3678,7356
21,1015,053,00021,02,40035,4,1,01,1,1,45,29,10,1969,3,3,0,0,0,01,3678,0
21,1015,053,00021,02,40035,5,1,01,1,1,22,10,5,1993,6,3,2,1,0,01,3678,3678
21,1015,053,00021,02,40035,2,1,04,3,1,11,12,10,2003,3,1,0,0,0,01,3678,0
21,1015,053,00021,02,40035,2,1,03,3,2,10,18,4,2005,2,5,0,0,0,01,3678,0
21,1015,053,00021,02,40035,2,1,02,2,2,41,8,12,1973,3,3,0,0,0,01,3678,0
21,1015,053,00021,02,40035,2,1,01,1,1,42,25,7,1973,3,3,0,1,0,01,3678,7356
21,1015,053,00021,02,40035,3,1,04,3,1,5,23,10,2009,1,1,0,0,0,01,3678,0
21,1015,053,00021,02,40035,3,1,03,3,2,7,28,8,2008,2,1,0,0,0,01,3678,0
21,1015,053,00021,02,40035,3,1,02,2,2,30,27,2,1985,4,3,0,0,0,01,3678,0
21,1015,054,00022,02,40097,4,1,04,3,2,21,14,12,1993,3,2,0,0,0,01,4834,0
21,1015,054,00022,02,40097,4,1,03,3,2,17,11,4,1998,4,3,0,0,0,01,4834,0
21,1015,054,00022,02,40097,2,1,03,3,2,17,7,3,1998,4,2,0,0,0,01,4834,0
21,1015,054,00022,02,40097,2,1,02,2,2,46,11,6,1969,6,2,2,1,0,01,4834,9668
21,1015,054,00022,02,40097,2,1,01,1,1,42,3,2,1973,7,4,3,0,0,01,4834,0
21,1015,054,00022,02,40097,4,1,02,2,2,41,20,5,1974,3,3,0,1,0,01,4834,14502
21,1015,054,00022,02,40097,1,1,02,2,2,41,1,12,1973,7,4,3,0,0,01,4834,0
21,1015,054,00022,02,40097,3,1,02,2,2,31,20,1,1984,7,3,3,0,0,01,4834,0
21,1015,054,00022,02,40097,3,1,01,1,1,31,17,4,1984,7,3,3,1,0,01,4834,9668
21,1015,054,00022,02,40097,2,1,04,3,1,14,17,4,2001,3,1,0,0,0,01,4834,0
21,1015,054,00022,02,40097,1,1,01,1,1,42,13,4,1973,7,4,3,1,0,01,4834,9668
21,1015,054,00022,02,40097,5,1,02,2,1,31,10,4,1984,7,4,3,0,0,01,4834,0
21,1015,054,00022,02,40097,5,1,01,1,2,41,22,6,1974,7,4,3,1,0,01,4834,9668
21,1015,054,00022,02,40097,4,1,01,1,1,45,19,8,1970,3,3,0,0,0,01,4834,0
21,1015,053,00023,02,40102,1,1,03,3,2,24,15,5,1991,7,4,3,0,0,01,4832,0
21,1015,053,00023,02,40102,5,1,03,4,2,43,14,11,1971,2,6,0,0,0,01,4832,0
21,1015,053,00023,02,40102,1,1,01,1,1,50,3,3,1965,3,1,0,0,0,01,4832,0
21,1015,053,00023,02,40102,5,1,04,4,2,10,16,12,2004,2,5,0,0,0,01,4832,0
21,1015,053,00023,02,40102,5,1,05,4,1,7,27,9,2007,2,2,0,0,0,01,4832,0
21,1015,053,00023,02,40102,5,1,06,4,2,4,15,4,2011,0,0,0,0,0,01,4832,0
21,1015,053,00023,02,40102,1,1,04,3,1,23,21,5,1992,7,4,3,1,0,01,4832,24160
21,1015,053,00023,02,40102,1,1,05,3,1,22,17,3,1993,7,1,3,0,0,01,4832,0
21,1015,053,00023,02,40102,2,1,01,1,1,58,21,5,1957,2,4,0,1,0,01,4832,14496
21,1015,053,00023,02,40102,4,1,01,1,2,46,12,2,1969,3,3,0,0,0,01,4832,0
21,1015,053,00023,02,40102,2,1,03,3,1,25,23,4,1990,7,3,3,0,0,01,4832,0
21,1015,053,00023,02,40102,2,1,02,2,2,57,2,1,1958,3,2,0,0,0,01,4832,0
21,1015,053,00023,02,40102,4,1,02,2,1,44,8,8,1971,4,2,0,1,0,01,4832,9664
21,1015,053,00023,02,40102,4,1,03,3,1,15,14,10,1999,3,3,0,0,0,01,4832,0
21,1015,053,00023,02,40102,5,1,01,1,2,25,25,1,1990,2,6,0,0,0,01,4832,0
21,1015,053,00023,02,40102,5,1,02,4,1,38,3,3,1977,3,3,0,1,0,01,4832,14496
21,1015,053,00023,02,40102,1,1,02,2,2,45,15,7,1970,4,3,0,0,0,01,4832,0
21,1015,052,00024,02,40126,1,1,04,3,1,6,24,7,2009,1,3,0,0,0,01,4576,0
21,1015,052,00024,02,40126,1,1,03,3,1,8,5,10,2006,2,3,0,0,0,01,4576,0
21,1015,052,00024,02,40126,1,1,02,2,2,26,29,1,1989,3,3,0,0,0,01,4576,0
21,1015,052,00024,02,40126,1,1,01,1,1,28,10,12,1986,2,3,0,1,0,01,4576,9152
21,1015,052,00024,02,40126,3,1,01,1,1,45,29,10,1969,4,3,0,1,0,01,4576,9152
21,1015,052,00024,02,40126,2,1,05,3,2,20,9,6,1995,4,3,0,0,0,01,4576,0
21,1015,052,00024,02,40126,5,1,01,1,1,49,17,11,1965,4,1,0,1,0,01,4576,4576
21,1015,052,00024,02,40126,4,1,05,3,1,16,21,9,1999,3,3,0,0,0,01,4576,0
21,1015,052,00024,02,40126,4,1,04,3,2,19,17,11,1995,3,3,0,0,0,01,4576,0
21,1015,052,00024,02,40126,4,1,03,3,2,21,19,8,1994,4,3,0,0,0,01,4576,0
21,1015,052,00024,02,40126,4,1,02,2,2,38,12,1,1977,3,3,0,1,0,01,4576,18304
21,1015,052,00024,02,40126,4,1,01,1,1,47,5,4,1968,2,6,0,0,0,01,4576,0
21,1015,052,00024,02,40126,3,1,04,3,2,9,10,11,2005,2,4,0,0,0,01,4576,0
21,1015,052,00024,02,40126,3,1,03,3,1,17,28,11,1997,4,2,0,0,0,01,4576,0
21,1015,052,00024,02,40126,3,1,02,2,2,42,20,12,1972,4,2,0,0,0,01,4576,0
21,1015,052,00024,02,40126,2,1,01,1,1,55,6,10,1959,2,2,0,0,0,01,4576,0
21,1015,052,00024,02,40126,2,1,02,2,2,53,26,5,1962,2,2,0,1,0,01,4576,22880
21,1015,052,00024,02,40126,2,1,04,3,1,21,12,2,1994,7,2,3,0,0,01,4576,0
21,1015,052,00024,02,40126,2,1,03,3,1,23,30,7,1992,7,2,3,0,0,01,4576,0
21,1015,052,00025,02,40141,4,1,05,3,1,15,23,12,1999,3,3,0,0,0,01,4615,0
21,1015,052,00025,02,40141,4,1,04,3,1,25,23,2,1990,3,3,0,0,0,01,4615,0
21,1015,052,00025,02,40141,4,1,03,4,2,77,28,5,1938,2,2,0,1,0,01,4615,18460
21,1015,052,00025,02,40141,4,1,02,2,2,54,21,7,1961,2,6,0,0,0,01,4615,0
21,1015,052,00025,02,40141,4,1,01,1,1,53,20,12,1961,2,6,0,0,0,01,4615,0
21,1015,052,00025,02,40141,2,1,03,3,2,6,20,2,2009,1,1,0,0,0,01,4615,0
21,1015,052,00025,02,40141,2,1,02,3,1,8,21,3,2007,2,2,0,0,0,01,4615,0
21,1015,052,00025,02,40141,2,1,01,1,2,32,24,6,1983,2,6,0,1,0,01,4615,4615
21,1015,052,00025,02,40141,1,1,03,4,1,11,13,1,2004,2,5,0,0,0,01,4615,0
21,1015,052,00025,02,40141,1,1,02,2,2,53,15,9,1962,0,0,0,1,0,01,4615,9230
21,1015,052,00025,02,40141,1,1,01,1,1,54,15,9,1961,0,0,0,0,0,01,4615,0
21,1015,052,00025,02,40141,5,1,04,3,1,10,15,9,2005,2,4,0,0,0,01,4615,0
21,1015,052,00025,02,40141,5,1,03,3,2,17,14,3,1998,4,1,0,0,0,01,4615,0
21,1015,052,00025,02,40141,5,1,01,1,1,32,3,8,1983,0,0,0,0,0,01,4615,0
21,1015,052,00025,02,40141,5,1,02,2,2,35,3,8,1980,2,6,0,1,0,01,4615,9230
21,1015,054,00026,02,40201,1,1,01,1,1,29,21,12,1985,7,1,3,0,0,01,5221,0
21,1015,054,00026,02,40201,1,1,02,2,2,26,20,3,1989,7,2,3,0,0,01,5221,0
21,1015,054,00026,02,40201,3,1,02,2,2,61,13,10,1953,4,3,0,1,0,01,5221,10442
21,1015,054,00026,02,40201,3,1,01,1,1,62,13,11,1952,4,3,0,0,0,01,5221,0
21,1015,054,00026,02,40201,1,1,05,4,1,39,17,12,1975,4,3,0,1,0,01,5221,15663
21,1015,054,00026,02,40201,5,1,02,2,2,19,20,10,1995,4,3,0,0,0,01,5221,0
21,1015,054,00026,02,40201,5,1,01,1,1,33,6,12,1981,3,3,0,1,0,01,5221,10442
21,1015,054,00026,02,40201,1,1,04,3,1,7,28,2,2008,2,1,0,0,0,01,5221,0
21,1015,054,00026,02,40201,1,1,03,3,2,10,12,10,2004,2,5,0,0,0,01,5221,0
21,1015,053,00027,02,40204,5,1,05,4,1,30,4,7,1985,7,4,3,0,0,01,5625,0
21,1015,053,00027,02,40204,5,1,06,4,1,7,22,10,2007,2,1,0,0,0,01,5625,0
21,1015,053,00027,02,40204,5,1,07,3,2,8,17,6,2007,2,2,0,0,0,01,5625,0
21,1015,053,00027,02,40204,5,1,04,3,1,30,13,3,1985,7,2,3,1,0,01,5625,28125
21,1015,053,00027,02,40204,5,1,03,3,2,32,17,6,1983,7,3,3,0,0,01,5625,0
21,1015,053,00027,02,40204,3,1,01,1,2,42,15,8,1973,7,5,3,1,0,01,5625,5625
21,1015,053,00027,02,40204,5,1,01,1,1,73,17,2,1942,7,4,3,0,0,01,5625,0
21,1015,053,00027,02,40204,4,1,01,1,1,46,6,12,1968,4,1,0,1,0,01,5625,5625
21,1015,053,00027,02,40204,2,1,01,1,1,65,2,3,1950,2,5,0,1,0,01,5625,11250
21,1015,053,00027,02,40204,2,1,02,3,2,20,7,9,1995,4,3,0,0,0,01,5625,0
21,1015,053,00027,02,40204,5,1,02,2,2,70,12,12,1944,3,3,0,0,0,01,5625,0
21,1015,053,00028,02,40236,2,1,01,1,2,36,11,8,1979,3,1,0,0,0,01,4373,0
21,1015,053,00028,02,40236,1,1,03,3,2,25,24,6,1990,7,4,3,0,0,01,4373,0
21,1015,053,00028,02,40236,2,1,03,4,1,26,11,11,1988,2,6,0,0,0,01,4373,0
21,1015,053,00028,02,40236,2,1,04,3,1,20,11,10,1994,2,6,0,0,0,01,4373,0
21,1015,053,00028,02,40236,2,1,05,3,1,13,25,8,2002,2,6,0,0,0,01,4373,0
21,1015,053,00028,02,40236,2,1,06,3,1,10,15,6,2005,2,3,0,0,0,01,4373,0
21,1015,053,00028,02,40236,2,1,07,3,2,7,3,5,2008,2,1,0,0,0,01,4373,0
21,1015,053,00028,02,40236,2,1,08,3,2,5,3,10,2009,0,0,0,0,0,01,4373,0
21,1015,053,00028,02,40236,3,1,01,1,1,55,6,1,1960,2,6,0,0,0,01,4373,0
21,1015,053,00028,02,40236,3,1,02,4,2,50,17,9,1965,3,2,0,0,0,01,4373,0
21,1015,053,00028,02,40236,3,1,03,4,2,46,9,10,1968,3,3,0,0,0,01,4373,0
21,1015,053,00028,02,40236,3,1,04,4,1,43,17,3,1972,3,3,0,0,0,01,4373,0
21,1015,053,00028,02,40236,3,1,05,4,2,80,14,10,1934,0,0,0,1,0,01,4373,21865
21,1015,053,00028,02,40236,5,1,01,1,1,38,28,10,1976,4,1,0,1,0,01,4373,8746
21,1015,053,00028,02,40236,5,1,02,2,2,34,10,3,1981,4,3,0,0,0,01,4373,0
21,1015,053,00028,02,40236,5,1,03,3,2,11,27,8,2004,2,5,0,0,0,01,4373,0
21,1015,053,00028,02,40236,5,1,04,3,2,4,26,2,2011,0,0,0,0,0,01,4373,0
21,1015,053,00028,02,40236,5,1,05,3,1,0,8,4,2015,0,0,0,0,0,01,4373,0
21,1015,053,00028,02,40236,4,1,01,1,1,53,13,12,1961,3,3,0,0,0,01,4373,0
21,1015,053,00028,02,40236,4,1,02,2,2,52,7,5,1963,3,3,0,1,0,01,4373,17492
21,1015,053,00028,02,40236,4,1,03,4,2,45,29,4,1970,2,6,0,0,0,01,4373,0
21,1015,053,00028,02,40236,4,1,04,4,1,44,15,2,1971,4,3,0,0,0,01,4373,0
21,1015,053,00028,02,40236,1,1,01,1,1,62,13,7,1953,7,4,3,1,0,01,4373,13119
21,1015,053,00028,02,40236,1,1,02,2,2,56,13,8,1959,6,3,2,0,0,01,4373,0
21,1015,053,00028,02,40236,2,1,02,2,1,36,29,1,1979,4,3,0,1,0,01,4373,17492
21,1015,052,00029,02,40258,3,1,01,1,1,35,28,1,1980,4,3,0,0,0,01,4720,0
21,1015,052,00029,02,40258,4,1,03,3,2,1,4,9,2014,0,0,0,0,0,01,4720,0
21,1015,052,00029,02,40258,3,1,03,4,2,57,9,3,1958,3,3,0,0,0,01,4720,0
21,1015,052,00029,02,40258,3,1,04,4,2,35,21,3,1980,7,4,3,0,0,01,4720,0
21,1015,052,00029,02,40258,3,1,05,3,1,12,3,7,2003,2,6,0,0,0,01,4720,0
21,1015,052,00029,02,40258,3,1,06,3,2,7,28,6,2008,2,1,0,0,0,01,4720,0
21,1015,052,00029,02,40258,1,1,01,1,1,49,19,2,1966,2,6,0,0,0,01,4720,0
21,1015,052,00029,02,40258,1,1,02,2,2,42,18,6,1973,3,2,0,1,0,01,4720,14160
21,1015,052,00029,02,40258,1,1,03,3,1,18,30,4,1997,4,3,0,0,0,01,4720,0
21,1015,052,00029,02,40258,1,1,04,3,1,16,20,9,1998,4,2,0,0,0,01,4720,0
21,1015,052,00029,02,40258,1,1,05,3,1,14,19,2,2001,3,1,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,01,1,1,59,9,12,1955,2,6,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,02,3,1,27,16,4,1988,4,1,0,1,0,01,4720,23600
21,1015,052,00029,02,40258,5,1,03,3,1,31,9,11,1983,4,1,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,04,4,2,24,30,8,1991,3,3,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,05,4,2,24,18,9,1991,4,1,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,06,4,1,7,15,8,2008,2,1,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,07,4,2,5,23,6,2010,1,1,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,08,4,1,7,14,1,2008,1,1,0,0,0,01,4720,0
21,1015,052,00029,02,40258,5,1,09,4,2,4,5,1,2011,0,0,0,0,0,01,4720,0
21,1015,052,00029,02,40258,2,1,01,1,1,48,19,12,1966,4,3,0,0,0,01,4720,0
21,1015,052,00029,02,40258,2,1,02,2,2,50,7,6,1965,2,3,0,1,0,01,4720,14160
21,1015,052,00029,02,40258,2,1,03,3,2,20,27,9,1995,4,3,0,0,0,01,4720,0
21,1015,052,00029,02,40258,2,1,04,3,1,10,30,1,2005,2,4,0,0,0,01,4720,0
21,1015,052,00029,02,40258,4,1,01,1,2,27,17,2,1988,7,4,3,0,0,01,4720,0
21,1015,052,00029,02,40258,4,1,02,2,1,28,16,10,1986,7,4,3,1,0,01,4720,9440
21,1015,052,00029,02,40258,3,1,02,2,2,31,24,9,1983,4,3,0,1,0,01,4720,18880
21,1015,054,00030,02,40261,3,1,05,3,2,7,26,1,2008,2,2,0,0,0,01,4860,0
21,1015,054,00030,02,40261,1,1,01,1,1,36,28,12,1978,10,3,5,0,0,01,4860,0
21,1015,054,00030,02,40261,1,1,02,2,2,36,26,2,1979,4,3,0,1,0,01,4860,9720
21,1015,054,00030,02,40261,1,1,03,3,1,5,3,7,2010,0,0,0,0,0,01,4860,0
21,1015,054,00030,02,40261,1,1,04,3,1,3,24,10,2011,0,0,0,0,0,01,4860,0
21,1015,054,00030,02,40261,2,1,01,1,1,39,2,11,1975,7,3,3,1,0,01,4860,9720
21,1015,054,00030,02,40261,2,1,02,2,2,36,18,7,1979,4,3,0,0,0,01,4860,0
21,1015,054,00030,02,40261,2,1,03,3,2,4,18,9,2011,0,0,0,0,0,01,4860,0
21,1015,054,00030,02,40261,2,1,04,3,2,4,18,8,2011,0,0,0,0,0,01,4860,0
21,1015,054,00030,02,40261,2,1,05,3,1,10,9,1,2005,2,3,0,0,0,01,4860,0
21,1015,054,00030,02,40261,4,1,01,1,1,40,23,11,1974,7,4,3,0,0,01,4860,0
21,1015,054,00030,02,40261,4,1,02,2,2,34,8,12,1980,7,4,3,1,0,01,4860,9720
