"RESENT,C,2","EDAD,C,3","SEXO,C,1","TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,6","RADIO,C,1","PERYREV,C,1","REVCIEN,C,1","INTERNET,C,1","TELEVI,C,1","ESCUNIV,C,1","ALLOPTS,C,1","NONEOP,C,1","NOSABE,C,1","HRSTV,C,3","NOTITV,C,3","CYTTV,C,3","HRSRADIO,C,3","NOTIRA,C,3","CYTRA,C,3","DIASPER,C,1","ARTIPER,C,3","NOTIPER,C,3","CYTPER,C,3","DIASREV,C,2","ARTREV,C,2","NOTIREV,C,2","CYTREV,C,2","REVISTA1,C,30","REVISTA2,C,30","REVISTA3,C,30","ACCOMPU,C,1","LUGAR1,C,2","LUGAR2,C,2","CINTERN,C,1","ACCINTER,C,1","HORASIN,C,3","ARTEYHUM,C,1","SOCYCUL,C,1","CONVERTR,C,1","INSTGOB,C,1","CIENCIA,C,1","DEPOR,C,1","ECOYFIN,C,1","ENTRETE,C,1","TECNOL,C,1","NOTIAC,C,1","EDUCA,C,1","SERVSREF,C,1","COMENLI,C,1","CORREOE,C,1","MEDICINA,C,1","OTROS,C,1","MUSARTE,C,1","ZOO,C,1","BIBLIOPUB,C,1","MUSCYT,C,1","PLANETA,C,1","EXPTYI,C,1","SEMNCYT,C,1","MUCHPCYT,C,1","DESCYTNE,C,1","PERSINCC,C,1","PREFTVSI,C,1","NOLEECYT,C,1","NUMREN,C,2","FACPER,N,10,0"
01,046,2,7,03,003,0001,1930,030123,01,111111,3,1,6,2,4,5,0,0,0,014,007,000,002,002,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,5,5,2,5,02,989
01,079,2,7,03,003,0001,1930,030123,02,111111,9,9,9,9,9,9,9,9,9,021,007,000,007,002,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,5,5,5,02,989
01,031,2,7,03,003,0001,1930,030123,03,111111,6,4,5,3,1,2,0,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,03,989
01,057,2,7,03,003,0001,1930,030123,04,111111,5,1,6,3,4,2,0,0,0,014,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,02,989
01,071,2,7,03,003,0001,1930,030123,05,111111,6,1,5,4,2,3,0,0,0,014,000,000,000,000,000,7,002,001,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,01,989
01,025,2,7,03,003,0001,3462,030138,01,111111,4,2,6,5,3,1,0,0,0,042,021,000,014,007,000,2,002,002,000,01,10,10,00,orale,tv notas,,1,11,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,5,2,2,4,02,950
01,022,2,7,03,003,0001,3462,030138,02,111111,5,6,3,2,4,1,0,0,0,003,001,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,01,02,1,1,030,2,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,3,3,5,2,3,03,950
01,037,1,7,03,003,0001,3462,030138,03,111111,5,6,3,1,4,2,0,0,0,003,001,001,002,002,000,1,002,001,001,01,02,02,00,contenido,,,1,02,00,1,1,001,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,4,2,2,3,01,3902
01,035,2,7,03,003,0001,3462,030138,04,111111,1,6,4,3,5,2,0,0,0,014,007,000,021,021,000,1,002,001,000,00,00,00,00,,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,3,4,3,2,2,02,950
01,019,2,7,03,003,0001,3462,030138,05,111111,6,3,5,1,4,2,0,0,0,014,002,000,007,000,000,0,000,000,000,00,00,00,00,,,,1,02,00,1,1,030,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,03,950
01,039,1,7,03,003,0001,2962,030169,01,111111,3,1,2,4,6,5,0,0,0,009,009,000,014,007,000,0,000,000,000,07,12,00,06,SELECCIONES,MUY INTERESANTE,ENTREPENEUR,1,02,08,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,4,2,1,3,4,01,2152
01,054,1,7,03,003,0001,2962,030169,03,111111,1,5,6,2,4,3,0,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,2,2,2,2,01,2152
01,019,1,7,03,003,0001,2962,030169,05,111111,6,3,5,1,2,4,0,0,0,011,003,008,000,000,000,7,007,007,000,00,00,00,00,,,,1,01,03,1,1,014,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,5,5,1,2,03,2152
01,064,1,7,03,003,0001,2943,030173,01,111111,2,4,3,6,1,5,0,0,0,007,007,000,070,035,000,7,035,016,007,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,3,2,2,2,2,01,1207
01,053,1,7,03,003,0001,2943,030173,02,111111,2,1,4,6,3,5,0,0,0,018,005,000,007,005,000,7,024,007,000,00,00,00,00,,,,1,02,00,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,5,2,2,2,01,1207
01,033,2,7,03,003,0001,2943,030173,03,111111,3,5,2,4,6,1,0,0,0,007,007,000,014,000,000,0,000,000,000,00,00,00,00,,,,1,01,08,1,1,005,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,3,3,2,5,2,01,1345
01,031,1,7,03,003,0001,2943,030173,04,111111,1,5,6,3,2,4,0,0,0,018,007,001,021,010,000,2,008,004,000,01,06,03,00,TV NOVELAS,MUY INTERESANTE,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,5,2,2,2,01,1207
01,023,2,7,03,003,0001,3049,030251,01,111111,6,3,4,2,5,1,0,0,0,021,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,02,00,1,2,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,3,2,3,05,972
01,072,2,7,03,003,0001,3049,030251,02,111111,3,4,6,5,1,2,0,0,0,007,007,000,000,000,000,1,001,001,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,3,3,02,972
01,021,2,7,03,003,0001,3049,030251,03,111111,5,4,3,2,6,1,0,0,0,027,014,001,021,014,000,1,003,001,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1,4,1,4,03,972
01,036,2,7,03,003,0001,3049,030251,04,111111,1,6,3,5,2,4,0,0,0,007,003,000,003,000,000,0,000,000,000,01,02,00,01,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,3,3,2,4,02,972
01,044,2,7,03,003,0001,3049,030251,05,111111,1,3,4,6,2,5,0,0,0,021,014,000,000,000,000,3,003,002,000,04,01,01,00,VERTIGO,CARISMA,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,2,02,972
01,019,1,7,03,003,0001,3091,030272,01,111111,4,5,6,1,3,2,0,0,0,014,007,000,000,000,000,2,003,002,000,02,04,04,00,MECANICA POPULAR,NATIONAL GEOGRAPHIC,,1,01,02,1,1,021,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,3,3,2,1,1,03,1177
01,046,1,7,03,003,0001,3091,030272,02,111111,1,3,6,4,2,5,0,0,0,018,005,000,013,010,000,7,002,002,000,00,00,00,00,,,,1,01,02,1,1,020,2,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,3,3,2,3,2,01,1177
01,062,1,7,03,003,0001,3091,030272,03,111111,3,2,5,6,1,4,0,0,0,028,005,002,030,015,000,7,030,015,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,1,2,2,01,1177
01,022,1,7,03,003,0001,3091,030272,04,111111,5,6,2,1,4,3,0,0,0,014,005,003,002,000,000,2,003,002,000,01,07,02,00,CONOZCA MAS,MUY INTERESANTE,DEPORTE ILISTRADO,1,01,11,1,1,015,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,3,2,3,2,3,02,1177
01,045,1,7,03,003,0001,3091,030272,05,111111,3,1,6,4,2,5,0,0,0,018,010,004,030,012,006,7,004,004,000,00,00,00,00,,,,1,01,00,1,1,012,2,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,3,3,1,2,01,1177
01,025,2,7,03,003,0001,3335,030329,01,111111,6,3,4,2,1,5,0,0,0,027,017,000,014,007,000,7,003,003,000,03,10,05,01,MUY INTERESANTE,QUIEN,COSMOPOLITAN,1,02,11,1,1,017,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,4,3,2,2,1,01,1297
01,028,2,7,03,003,0001,3335,030329,03,111111,5,6,4,3,2,1,0,0,0,020,013,000,000,000,000,3,006,002,000,03,08,02,00,DESPERTAD,ATALAYA,BIBLIA,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,02,1297
01,047,1,7,03,003,0001,3335,030329,04,111111,1,2,6,4,3,5,0,0,0,000,000,000,004,002,000,4,004,002,000,02,02,02,00,MECANICA POPULAR,SELECCIONES,,1,01,02,1,1,002,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,3,3,2,2,2,02,1164
01,018,1,7,03,003,0001,3335,030329,05,111111,3,4,5,2,6,1,0,0,0,010,003,000,010,001,000,3,002,002,000,00,00,00,00,,,,1,01,03,1,1,003,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,3,1,1,1,04,1164
01,041,1,7,28,009,0001,0067,280501,01,111111,2,3,4,6,1,5,0,0,0,009,004,000,000,000,000,4,000,002,000,02,00,00,00,SOCCERMANIA,ESTO,,1,02,11,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,4,1,4,1,01,18531
01,039,1,7,28,009,0001,0067,280501,02,111111,3,4,5,6,2,1,0,0,0,000,000,000,000,000,000,3,001,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,5,2,3,3,01,18531
01,042,1,7,28,009,0001,0067,280501,03,111111,2,4,5,6,1,3,0,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,3,06,18531
02,043,2,7,28,009,0001,0067,280501,04,111111,9,9,9,9,9,9,9,9,9,999,,,999,,,9,999,999,999,99,99,99,99,,,,9,99,99,9,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,02,0
01,042,2,7,28,009,0001,0067,280501,05,111111,6,5,3,2,4,1,0,0,0,028,007,000,000,000,000,0,000,000,000,01,01,00,00,MUY INTERESANTE,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,3,4,1,2,02,27796
01,029,1,7,28,038,0001,1137,280505,01,111111,6,5,3,2,1,4,0,0,0,010,005,000,005,003,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,2,3,02,12202
01,025,2,7,28,038,0001,1137,280505,02,111111,6,5,1,4,3,2,0,0,0,002,002,000,000,000,000,7,007,007,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,5,2,2,3,3,01,36606
01,020,1,7,28,038,0001,1137,280505,03,111111,6,5,3,2,1,4,0,0,0,002,001,000,004,000,000,7,007,007,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,3,3,03,12202
01,020,1,7,28,038,0001,1137,280505,04,111111,4,6,3,1,5,2,0,0,0,008,002,000,002,001,000,0,000,000,000,00,00,00,00,,,,1,01,08,1,1,002,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,3,3,3,2,2,04,12202
01,025,1,7,28,038,0001,1137,280505,05,111111,6,5,2,3,1,4,0,0,0,025,007,000,005,002,000,3,003,003,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,3,3,01,12202
01,052,1,7,28,003,0122,124A,280507,01,111111,6,5,2,1,3,4,0,0,0,004,002,000,070,015,000,2,004,004,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,3,3,2,3,01,30785
01,049,2,7,28,003,0122,124A,280507,02,111111,6,4,3,2,1,5,0,0,0,009,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,2,3,02,10262
01,040,2,7,28,003,0122,124A,280507,04,111111,5,4,3,1,2,6,0,0,0,005,005,000,003,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,2,3,02,10262
01,045,2,7,28,003,0122,124A,280507,05,111111,5,6,4,1,2,3,0,0,0,010,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,5,3,2,3,01,10262
01,035,1,7,28,038,0001,0425,280511,01,111111,6,5,4,3,1,2,0,0,0,003,003,000,010,005,000,1,005,005,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,3,3,01,15990
01,032,1,7,28,038,0001,0425,280511,02,111111,6,5,4,3,2,1,0,0,0,014,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,02,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,3,3,01,15990
01,064,1,7,28,038,0001,0425,280511,03,111111,2,6,5,4,1,3,0,0,0,000,000,000,000,000,000,7,007,007,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,2,2,4,01,15990
01,018,2,7,28,038,0001,0425,280511,04,111111,6,5,3,1,2,4,0,0,0,015,005,000,000,000,000,3,005,005,000,00,00,00,00,,,,1,03,08,1,1,007,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,3,3,3,2,2,05,20559
01,053,2,7,28,038,0001,0425,280511,05,111111,2,6,4,1,3,5,0,0,0,003,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,3,5,3,3,3,04,20559
01,064,1,7,28,038,0001,0196,280536,01,111111,5,6,4,3,1,2,0,0,0,005,003,000,000,000,000,2,010,010,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,5,2,3,3,3,01,11528
01,056,1,7,28,038,0001,0196,280536,02,111111,4,2,3,6,1,5,0,0,0,005,005,000,015,000,000,1,001,001,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,2,01,11528
01,032,2,7,28,038,0001,0196,280536,05,111111,6,3,4,2,1,5,0,0,0,070,060,010,000,000,000,3,007,000,000,02,05,05,00,FINANZAS,PAF,,1,08,00,1,1,004,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,9,2,1,1,2,2,2,2,3,3,3,2,3,02,46112
01,054,2,7,28,038,0001,1211,280548,01,111111,6,5,2,3,1,4,0,0,0,012,003,000,010,000,000,1,002,002,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,3,3,02,14034
01,029,2,7,28,038,0001,1211,280548,02,111111,6,5,3,1,2,4,0,0,0,007,007,000,005,000,000,1,007,006,001,02,10,08,02,EDUCADORAS,TAREAS,,1,02,00,1,1,007,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,3,3,3,2,2,01,14034
01,039,1,7,28,038,0001,1211,280548,03,111111,6,5,2,3,1,4,0,0,0,021,007,000,005,000,000,3,005,005,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,2,3,3,4,01,42102
01,019,2,7,28,038,0001,1211,280548,04,111111,6,4,2,3,1,5,0,0,0,012,005,000,005,000,000,0,000,000,000,00,00,00,00,,,,1,01,03,1,1,001,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,3,3,3,2,2,04,14034
01,031,2,7,28,038,0001,1211,280548,05,111111,6,5,3,1,2,4,0,0,0,005,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,3,2,01,14034
01,034,2,7,28,009,0001,1046,280567,01,111111,4,6,5,1,2,3,0,0,0,002,002,000,000,000,000,5,035,010,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,3,2,2,2,02,27848
01,033,1,7,28,009,0001,1046,280567,02,111111,3,5,6,2,1,4,0,0,0,021,007,000,035,000,000,2,004,002,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,3,3,2,2,2,01,27848
01,020,2,7,28,009,0001,1046,280567,04,111111,4,5,3,2,6,1,0,0,0,021,007,002,014,000,001,3,012,006,001,07,70,30,01,SELECCIONES,VANIDADES,TV NOTAS,1,01,03,1,1,007,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,9,1,1,1,2,1,2,2,3,3,2,3,2,02,27848
01,057,2,7,28,038,0001,0849,280568,02,111111,5,3,6,2,1,4,0,0,0,014,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,2,3,01,11440
01,026,1,7,28,038,0001,0849,280568,03,111111,6,5,3,1,2,4,0,0,0,014,007,000,007,005,000,1,001,001,000,00,00,00,00,,,,1,08,11,1,1,002,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,03,20592
01,024,2,7,28,038,0001,0849,280568,04,111111,6,5,4,3,1,2,0,0,0,049,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,3,4,01,11440
01,031,2,7,28,038,0001,0849,280568,05,111111,5,6,4,1,3,2,0,0,0,007,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,3,2,02,11440
01,052,2,7,28,038,0001,0482,280577,01,111111,6,3,5,4,1,2,0,0,0,040,024,000,010,000,000,2,002,002,002,00,00,00,00,,,,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,3,2,2,02,9607
01,025,2,7,28,038,0001,0482,280577,02,111111,5,6,3,2,4,1,0,0,0,028,007,000,003,001,000,3,003,001,001,01,10,00,00,TV NOTAS,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,3,3,3,2,3,02,9607
01,026,1,7,28,038,0001,0482,280577,03,111111,5,6,2,4,1,3,0,0,0,005,005,000,010,005,000,1,006,005,000,00,00,00,00,,,,1,02,08,1,1,010,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,01,14410
01,028,2,7,28,038,0001,0482,280577,04,111111,6,4,5,2,1,3,0,0,0,010,000,000,000,000,000,7,005,005,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,2,3,3,02,9607
01,037,1,7,28,038,0001,0482,280577,05,111111,3,2,5,4,1,6,0,0,0,035,007,000,000,000,000,7,001,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,5,2,3,2,3,01,14410
01,062,1,7,28,009,0001,0936,280598,01,111111,4,3,5,6,2,1,0,0,0,016,005,000,000,000,000,7,004,009,000,03,02,00,01,ESTO,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,3,1,4,2,01,24843
01,019,1,7,28,009,0001,0936,280598,02,111111,6,3,5,4,2,1,0,0,0,018,004,000,000,000,000,7,005,000,000,06,03,00,00,ESTO,SOCCERMANIA,CLUB AMERICA,2,,,1,1,004,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,9,2,2,1,2,2,2,2,2,3,2,3,3,04,24843
01,033,2,7,28,009,0001,0936,280598,03,111111,2,1,5,4,3,6,0,0,0,010,000,000,015,000,000,3,002,002,000,05,01,02,00,TV NOTAS,TV Y MAS,MI GUIA,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,3,5,3,4,02,11830
01,036,2,7,28,009,0001,0936,280598,04,111111,0,0,0,0,0,0,1,0,0,000,000,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,01,11830
01,018,2,7,28,009,0001,0936,280598,05,111111,3,2,6,5,1,4,0,0,0,024,000,000,014,000,000,4,002,000,000,06,04,00,00,TV NOTAS,VANIDADES,MODA,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,5,3,3,02,11830
01,042,1,7,28,009,0001,0724,280611,01,111111,6,5,2,3,4,1,0,0,0,021,010,010,003,003,000,2,004,008,006,01,02,02,05,SELECCIONES,REVISTA CIENCIAS Y TECNOLOGIA,,1,01,02,1,1,005,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,9,2,1,1,2,2,2,2,2,3,3,3,3,01,17018
01,073,1,7,28,009,0001,0724,280611,02,111111,0,0,0,0,0,0,0,0,1,003,001,000,002,002,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,5,5,5,5,01,17018
01,040,2,7,28,009,0001,0724,280611,03,111111,6,3,5,1,4,2,0,0,0,030,011,000,005,000,000,3,010,008,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,2,2,2,02,29782
01,061,1,7,28,009,0001,0724,280611,04,111111,3,2,6,4,1,5,0,0,0,007,002,000,000,000,000,3,015,010,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,01,17018
01,059,2,7,28,009,0001,0724,280611,05,111111,2,4,5,6,1,3,0,0,0,004,003,001,014,004,001,1,002,002,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,3,3,2,2,02,29782
01,055,2,7,28,009,0001,0531,280645,01,111111,4,5,6,1,2,3,0,0,0,005,005,000,003,000,000,1,005,004,000,10,15,00,10,�COMO VES?,MUY INTERESANTE,QUIJOTE DE LA MANCHA,1,01,02,1,1,015,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,9,2,1,1,2,2,1,1,3,2,3,2,3,02,15679
01,054,1,7,28,009,0001,0531,280645,02,111111,4,3,5,2,1,6,0,0,0,014,007,000,000,000,000,0,000,000,000,00,00,00,00,,,,1,01,02,1,1,006,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,9,2,2,2,2,2,2,2,3,3,2,2,2,01,10838
01,044,2,7,28,009,0001,0531,280645,03,111111,3,2,6,5,1,4,0,0,0,021,010,001,000,000,000,2,005,006,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,3,2,2,2,02,15679
01,054,2,7,28,009,0001,0531,280645,04,111111,1,2,6,4,3,5,0,0,0,028,014,004,008,004,004,1,002,004,005,02,04,02,04,TV NOVELAS,COSMOPOLITAN,ELLA,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,03,15679
01,046,2,7,28,009,0001,0531,280645,05,111111,2,4,5,3,1,6,0,0,0,070,010,008,080,000,000,1,002,003,001,10,10,20,00,SELECCIONES,VANIDADES,TV NOVELAS,1,01,00,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,02,15679
01,053,2,7,28,038,0001,0355,280648,01,111111,6,5,2,3,1,4,0,0,0,010,005,000,005,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,3,3,3,01,8840
01,064,2,7,28,038,0001,0355,280648,02,111111,5,3,4,1,2,6,0,0,0,021,007,000,004,004,000,1,001,001,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,3,2,3,02,8840
01,039,1,7,28,038,0001,0355,280648,03,111111,0,0,0,0,0,0,0,0,1,015,003,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,3,2,3,03,29465
01,060,2,7,28,038,0001,0355,280648,04,111111,2,3,4,5,1,6,0,0,0,014,007,000,000,000,000,3,003,003,000,00,00,00,00,,,,2,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,2,2,3,02,8840
01,030,2,7,28,038,0001,0355,280648,05,111111,6,4,2,3,1,5,0,0,0,014,005,000,000,000,000,0,000,000,000,00,00,00,00,,,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,02,8840
01,056,1,7,28,038,0001,1071,280674,01,111111,4,5,3,1,6,2,0,0,0,008,004,001,006,006,000,5,020,010,000,01,04,02,02,TAIN,FORS,FONCHON,1,01,06,1,1,015,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,9,1,2,2,2,2,1,2,3,3,2,2,2,01,13574
01,053,1,7,28,038,0001,1071,280674,02,111111,3,4,6,2,1,5,0,0,0,007,003,002,004,002,000,7,021,002,003,02,03,00,02,MUY INTERESANTE,SELECCIONES,,2,,,1,2,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,2,2,01,13574
01,030,2,7,28,038,0001,1071,280674,03,111111,2,4,6,5,1,3,0,0,0,010,002,002,001,000,000,3,003,001,000,00,00,00,00,,,,1,01,02,1,1,003,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,9,1,2,2,2,1,2,2,3,3,2,3,2,02,19635
01,019,2,7,28,038,0001,1071,280674,04,111111,4,6,5,3,1,2,0,0,0,005,000,001,010,000,000,1,004,002,000,02,04,00,00,,,,1,01,02,1,1,040,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,9,1,2,1,1,1,1,2,2,3,3,2,3,03,19635
