"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOG,C,1","DEGVIV,C,1","DIA,C,2","HORAI,C,2","MINUI,C,2","HORAT,C,2","MINUT,C,2","RESENT,C,2","LLAVE,C,23"
1,26,030,0001,2706,260263,04,1,1,13,12,10,13,15,01,26030000127062602630411
1,26,030,0001,2706,260263,05,1,1,15,18,35,19,45,01,26030000127062602630511
1,26,030,0001,2890,260005,01,1,1,07,19,30,20,32,01,26030000128902600050111
1,26,030,0001,2890,260005,02,1,1,06,15,10,16,14,01,26030000128902600050211
1,26,030,0001,2890,260005,04,1,1,06,16,24,17,30,01,26030000128902600050411
1,26,030,0001,2890,260005,05,1,1,15,13,30,14,30,01,26030000128902600050511
1,26,030,0001,2922,260249,01,1,1,06,17,40,18,45,01,26030000129222602490111
1,26,030,0001,2922,260249,02,1,1,15,09,30,10,30,01,26030000129222602490211
1,26,030,0001,2922,260249,03,1,1,11,10,29,11,35,01,26030000129222602490311
1,26,030,0001,2922,260249,04,1,1,06,18,15,19,00,01,26030000129222602490411
1,26,030,0001,2922,260249,05,1,1,08,11,30,13,00,01,26030000129222602490511
1,26,030,0001,3066,260058,01,1,1,20,09,30,10,20,01,26030000130662600580111
1,26,030,0001,3066,260058,02,1,1,20,18,00,18,50,01,26030000130662600580211
1,26,030,0001,3066,260058,03,1,1,23,15,30,16,20,01,26030000130662600580311
1,26,030,0001,3066,260058,04,1,1,21,17,25,18,20,01,26030000130662600580411
1,26,030,0001,3066,260058,05,1,1,21,16,30,17,20,01,26030000130662600580511
1,26,030,0001,3263,260138,01,1,1,29,22,00,22,30,01,26030000132632601380111
1,26,030,0001,3263,260138,02,1,1,09,10,13,11,00,01,26030000132632601380211
1,26,030,0001,3263,260138,03,1,1,15,18,35,19,35,01,26030000132632601380311
1,26,030,0001,3263,260138,04,1,1,16,15,15,16,20,01,26030000132632601380411
1,26,030,0001,3263,260138,05,1,1,09,11,10,12,03,01,26030000132632601380511
1,26,030,0001,3371,260167,01,1,1,14,09,05,10,15,01,26030000133712601670111
1,26,030,0001,3371,260167,02,1,1,14,10,45,11,35,01,26030000133712601670211
1,26,030,0001,3371,260167,03,1,1,15,11,15,12,05,01,26030000133712601670311
1,26,030,0001,3371,260167,04,1,1,14,11,35,12,45,01,26030000133712601670411
1,26,030,0001,3371,260167,05,1,1,15,20,15,21,15,01,26030000133712601670511
1,26,030,0001,3437,260287,01,1,1,13,13,50,14,55,01,26030000134372602870111
1,26,030,0001,3437,260287,02,1,1,23,17,40,18,35,01,26030000134372602870211
1,26,030,0001,3437,260287,03,1,1,13,15,10,16,12,01,26030000134372602870311
1,26,030,0001,3437,260287,04,1,1,16,18,10,19,05,01,26030000134372602870411
1,26,030,0001,3437,260287,05,1,2,16,16,00,17,00,01,26030000134372602870512
1,26,030,0001,3437,260287,05,2,2,16,17,00,18,00,01,26030000134372602870522
1,26,030,0001,3460,260297,01,1,1,20,10,55,11,45,01,26030000134602602970111
1,26,030,0001,3460,260297,02,1,1,20,11,55,12,40,01,26030000134602602970211
1,26,030,0001,3460,260297,03,1,1,21,20,00,20,50,01,26030000134602602970311
1,26,030,0001,3460,260297,05,1,1,21,19,00,19,55,01,26030000134602602970511
1,26,030,0001,5109,260219,01,1,1,06,17,30,18,35,01,26030000151092602190111
1,26,030,0001,5109,260219,02,1,1,21,10,10,11,15,01,26030000151092602190211
1,26,030,0001,5109,260219,03,1,1,07,18,39,19,40,01,26030000151092602190311
1,26,030,0001,5109,260219,04,1,1,28,20,45,21,30,01,26030000151092602190411
1,26,030,0001,5289,260176,01,1,1,20,11,59,13,00,01,26030000152892601760111
1,26,030,0001,5289,260176,02,1,1,22,10,00,11,00,01,26030000152892601760211
1,26,030,0001,5289,260176,03,1,1,22,11,10,12,10,01,26030000152892601760311
1,26,030,0001,5289,260176,04,1,1,20,13,10,14,00,01,26030000152892601760411
1,26,030,0001,5289,260176,05,1,1,22,12,20,13,30,01,26030000152892601760511
1,26,030,0001,5359,260077,01,1,1,29,20,00,21,05,01,26030000153592600770111
1,26,030,0001,5359,260077,02,1,1,30,14,20,15,25,01,26030000153592600770211
1,26,030,0001,5359,260077,03,1,1,22,20,00,20,40,01,26030000153592600770311
1,26,030,0001,5359,260077,04,1,1,23,17,40,19,00,01,26030000153592600770411
1,26,030,0001,5359,260077,05,1,1,20,09,30,10,45,01,26030000153592600770511
1,26,030,0001,5378,260404,01,1,1,09,10,05,11,10,01,26030000153782604040111
1,26,030,0001,5378,260404,02,1,1,09,11,18,12,25,01,26030000153782604040211
1,26,030,0001,5378,260404,04,1,1,17,09,00,09,58,01,26030000153782604040411
1,26,030,0001,5378,260404,05,1,1,22,15,10,15,35,01,26030000153782604040511
1,26,030,0001,558A,260367,01,1,1,21,10,20,11,20,01,260300001558A2603670111
1,26,030,0001,558A,260367,02,1,1,21,19,20,20,20,01,260300001558A2603670211
1,26,030,0001,558A,260367,03,1,1,21,10,00,10,50,01,260300001558A2603670311
1,26,030,0001,558A,260367,05,1,1,28,22,00,22,45,01,260300001558A2603670511
1,26,030,0001,5611,260195,01,1,1,22,19,05,20,00,01,26030000156112601950111
1,26,030,0001,5611,260195,02,1,1,23,19,45,20,30,01,26030000156112601950211
1,26,030,0001,5611,260195,03,1,1,28,20,45,21,30,01,26030000156112601950311
1,26,030,0001,5611,260195,04,1,1,23,13,30,14,20,01,26030000156112601950411
1,26,030,0001,5611,260195,05,1,1,22,18,00,19,00,01,26030000156112601950511
1,26,030,0001,5749,260196,01,1,1,15,20,30,21,30,01,26030000157492601960111
1,26,030,0001,5749,260196,02,1,1,16,14,00,15,05,01,26030000157492601960211
1,26,030,0001,5749,260196,03,1,1,22,20,00,20,50,01,26030000157492601960311
1,26,030,0001,5749,260196,04,1,1,22,19,00,20,00,01,26030000157492601960411
1,26,030,0001,5749,260196,05,1,1,13,06,00,17,00,01,26030000157492601960511
1,26,030,0001,6075,260104,01,1,1,16,10,15,11,15,01,26030000160752601040111
1,26,030,0001,6075,260104,02,1,1,24,08,30,09,30,01,26030000160752601040211
1,26,030,0001,6075,260104,03,1,1,21,11,30,12,30,01,26030000160752601040311
1,26,030,0001,6075,260104,04,1,1,22,10,30,10,55,01,26030000160752601040411
1,26,030,0001,6075,260104,05,1,1,21,18,00,19,00,01,26030000160752601040511
1,27,004,0001,0140,270137,01,1,1,10,17,15,18,10,01,27004000101402701370111
1,27,004,0001,0140,270137,02,1,1,22,09,50,10,35,01,27004000101402701370211
1,27,004,0001,0140,270137,03,1,1,13,16,40,17,20,01,27004000101402701370311
1,27,004,0001,0140,270137,05,1,1,06,15,15,16,10,01,27004000101402701370511
1,27,004,0001,0511,270253,01,1,1,14,13,25,14,10,01,27004000105112702530111
1,27,004,0001,0511,270253,02,1,1,14,14,25,15,20,01,27004000105112702530211
1,27,004,0001,0511,270253,03,1,1,23,17,35,18,25,01,27004000105112702530311
1,27,004,0001,0511,270253,04,1,1,22,13,50,14,35,01,27004000105112702530411
1,27,004,0001,0511,270253,05,1,1,16,12,05,13,10,01,27004000105112702530511
1,27,004,0001,0723,270219,01,1,1,28,14,25,15,25,01,27004000107232702190111
1,27,004,0001,0723,270219,02,1,1,14,19,35,20,15,01,27004000107232702190211
1,27,004,0001,0723,270219,03,1,1,10,10,40,11,50,01,27004000107232702190311
1,27,004,0001,0723,270219,04,1,1,28,17,55,20,40,01,27004000107232702190411
1,27,004,0001,0723,270219,05,1,1,07,15,05,15,55,01,27004000107232702190511
1,27,004,0001,0776,270260,01,1,1,10,11,15,12,10,01,27004000107762702600111
1,27,004,0001,0776,270260,02,1,1,07,18,45,19,30,01,27004000107762702600211
1,27,004,0001,0776,270260,03,1,1,07,16,25,17,00,01,27004000107762702600311
1,27,004,0001,0776,270260,04,1,1,12,17,20,18,15,01,27004000107762702600411
1,27,004,0001,0776,270260,05,1,1,24,19,25,20,15,01,27004000107762702600511
1,27,004,0001,0846,270092,01,1,1,07,16,00,16,45,01,27004000108462700920111
1,27,004,0001,0846,270092,02,1,1,09,14,25,15,25,01,27004000108462700920211
1,27,004,0001,0846,270092,03,1,1,07,12,15,13,30,01,27004000108462700920311
1,27,004,0001,0846,270092,04,1,1,07,10,55,12,05,01,27004000108462700920411
1,27,004,0001,0846,270092,05,1,1,09,13,10,14,00,01,27004000108462700920511
1,27,004,0001,0899,270341,01,1,1,13,13,45,14,15,01,27004000108992703410111
1,27,004,0001,0899,270341,02,1,1,15,12,50,13,50,01,27004000108992703410211
1,27,004,0001,0899,270341,03,1,1,15,10,50,11,20,01,27004000108992703410311
1,27,004,0001,0899,270341,04,1,1,13,14,20,15,10,01,27004000108992703410411
1,27,004,0001,0899,270341,05,1,1,14,12,01,12,55,01,27004000108992703410511
1,27,004,0001,0916,270279,02,1,1,24,18,06,18,57,01,27004000109162702790211
1,27,004,0001,0916,270279,03,1,1,16,11,45,12,43,01,27004000109162702790311
1,27,004,0001,0916,270279,04,1,1,16,14,20,15,27,01,27004000109162702790411
1,27,004,0001,0916,270279,05,1,1,22,10,45,11,30,01,27004000109162702790511
1,27,004,0001,1083,270215,03,1,1,23,15,40,16,20,01,27004000110832702150311
1,27,004,0001,1083,270215,04,1,1,16,15,40,16,30,01,27004000110832702150411
1,27,004,0001,1083,270328,01,1,1,16,11,40,12,30,01,27004000110832703280111
1,27,004,0001,1083,270328,02,1,1,16,12,40,13,30,01,27004000110832703280211
1,27,004,0001,1083,270328,03,1,1,20,11,20,12,10,01,27004000110832703280311
1,27,004,0001,1083,270328,04,1,1,30,10,00,10,40,01,27004000110832703280411
1,27,004,0001,1083,270328,05,1,1,20,10,00,11,00,01,27004000110832703280511
1,27,004,0001,1149,270154,01,1,1,27,18,00,18,40,01,27004000111492701540111
1,27,004,0001,1149,270154,02,1,1,30,16,00,16,40,01,27004000111492701540211
1,27,004,0001,1149,270154,03,1,1,21,13,15,14,00,01,27004000111492701540311
1,27,004,0001,1149,270154,04,1,1,09,11,10,12,05,01,27004000111492701540411
1,27,004,0001,1149,270154,05,1,1,29,15,00,16,00,01,27004000111492701540511
1,27,004,0001,1191,270177,01,1,1,10,12,25,13,15,01,27004000111912701770111
1,27,004,0001,1191,270177,02,1,1,17,13,15,13,50,01,27004000111912701770211
1,27,004,0001,1191,270177,03,1,1,09,17,32,18,22,01,27004000111912701770311
1,27,004,0001,1191,270177,04,1,1,24,09,30,10,20,01,27004000111912701770411
1,27,004,0001,1280,270343,01,1,1,07,10,15,11,42,01,27004000112802703430111
1,27,004,0001,1280,270343,02,1,1,07,09,20,10,10,01,27004000112802703430211
1,27,004,0001,1280,270343,03,1,1,07,12,20,13,15,01,27004000112802703430311
1,27,004,0001,1280,270343,04,1,1,10,12,05,12,25,01,27004000112802703430411
1,27,004,0001,1280,270343,05,1,1,10,15,30,15,50,01,27004000112802703430511
1,27,004,0001,1365,270368,01,1,1,14,13,40,14,10,01,27004000113652703680111
1,27,004,0001,1365,270368,03,1,1,23,17,45,18,30,01,27004000113652703680311
1,27,004,0001,1365,270368,04,1,1,14,15,00,16,00,01,27004000113652703680411
1,27,004,0001,1365,270368,05,1,1,23,16,50,17,40,01,27004000113652703680511
1,27,004,0001,1505,270026,01,1,1,30,17,50,18,30,01,27004000115052700260111
1,27,004,0001,1505,270026,02,1,1,08,13,00,14,00,01,27004000115052700260211
1,27,004,0001,1505,270026,03,1,1,09,19,30,20,10,01,27004000115052700260311
1,27,004,0001,1505,270026,04,1,1,08,11,30,12,15,01,27004000115052700260411
1,27,004,0001,1505,270026,05,1,1,14,10,00,10,45,01,27004000115052700260511
1,27,004,0001,1543,270164,01,1,1,10,14,25,15,20,01,27004000115432701640111
1,27,004,0001,1543,270164,02,1,1,22,18,15,19,05,01,27004000115432701640211
1,27,004,0001,1543,270164,03,1,1,21,11,10,12,04,01,27004000115432701640311
1,27,004,0001,1543,270164,04,1,1,16,09,10,10,10,01,27004000115432701640411
1,27,004,0001,1543,270164,05,1,1,23,19,45,20,40,01,27004000115432701640511
1,27,004,0001,1543,270379,01,1,2,20,18,15,19,00,01,27004000115432703790112
1,27,004,0001,1543,270379,01,2,2,08,13,18,14,15,01,27004000115432703790122
1,27,004,0001,1543,270379,02,1,1,16,15,25,16,15,01,27004000115432703790211
1,27,004,0001,1543,270379,03,1,1,12,16,20,17,05,01,27004000115432703790311
1,27,004,0001,1543,270379,04,1,1,08,18,59,19,56,01,27004000115432703790411
1,27,004,0001,1543,270379,05,1,1,13,15,30,16,25,01,27004000115432703790511
1,27,004,0001,1562,270074,01,1,1,20,19,00,20,00,01,27004000115622700740111
1,27,004,0001,1562,270074,02,1,1,17,16,00,17,00,01,27004000115622700740211
1,27,004,0001,1562,270074,03,1,1,20,17,25,18,20,01,27004000115622700740311
1,27,004,0001,1562,270074,04,1,1,20,16,10,16,30,01,27004000115622700740411
1,27,004,0001,1562,270074,05,1,1,20,14,50,15,30,01,27004000115622700740511
1,27,004,0001,1897,270222,01,1,1,13,10,35,11,40,01,27004000118972702220111
1,27,004,0001,1897,270222,02,1,1,13,12,05,12,50,01,27004000118972702220211
1,27,004,0001,1897,270222,03,1,1,13,13,15,14,20,01,27004000118972702220311
1,27,004,0001,1897,270222,05,1,1,14,17,40,18,30,01,27004000118972702220511
1,27,004,0160,1844,270057,01,1,1,27,16,35,17,20,01,27004016018442700570111
1,27,004,0160,1844,270057,02,1,1,24,14,45,15,25,01,27004016018442700570211
1,27,004,0160,1844,270057,03,1,1,14,09,45,10,30,01,27004016018442700570311
1,27,004,0160,1844,270057,04,1,1,22,11,10,11,50,01,27004016018442700570411
1,27,004,0160,1844,270057,05,1,1,16,19,00,19,40,01,27004016018442700570511
1,27,013,0069,0224,270169,02,1,1,15,10,50,11,45,01,27013006902242701690211
1,27,013,0069,0224,270169,03,1,1,20,10,15,11,10,01,27013006902242701690311
1,27,013,0069,0224,270169,04,1,1,15,11,55,12,45,01,27013006902242701690411
1,27,013,0069,0224,270169,05,1,1,15,12,55,13,40,01,27013006902242701690511
1,28,003,0122,0345,280662,01,1,1,19,09,00,09,50,01,28003012203452806620111
1,28,003,0122,0345,280662,02,1,1,18,14,00,14,55,01,28003012203452806620211
1,28,003,0122,0345,280662,03,1,1,27,19,00,20,08,01,28003012203452806620311
1,28,003,0122,0345,280662,04,1,1,29,08,10,09,15,01,28003012203452806620411
1,28,003,0122,0345,280662,05,1,1,18,10,00,10,50,01,28003012203452806620511
1,28,003,0122,1273,280525,01,1,1,25,10,00,11,10,01,28003012212732805250111
1,28,003,0122,1273,280525,02,1,1,23,18,45,19,21,01,28003012212732805250211
1,28,003,0122,1273,280525,03,1,1,24,09,30,10,30,01,28003012212732805250311
1,28,003,0122,1273,280525,04,1,1,28,09,00,10,20,01,28003012212732805250411
1,28,009,0001,0368,280787,01,1,1,28,18,00,18,55,01,28009000103682807870111
1,28,009,0001,0368,280787,02,1,1,13,14,21,15,13,01,28009000103682807870211
1,28,009,0001,0368,280787,03,1,1,16,18,50,19,34,01,28009000103682807870311
1,28,009,0001,0368,280787,04,1,2,16,18,40,19,20,01,28009000103682807870412
1,28,009,0001,0368,280787,04,2,2,16,19,20,20,30,01,28009000103682807870422
1,28,009,0001,0368,280787,05,1,1,17,14,05,15,00,01,28009000103682807870511
1,28,009,0001,0461,280735,01,1,1,20,20,01,20,57,01,28009000104612807350111
1,28,009,0001,0461,280735,02,1,1,28,20,13,21,04,01,28009000104612807350211
1,28,009,0001,0461,280735,03,1,1,13,18,00,19,17,01,28009000104612807350311
1,28,009,0001,0461,280735,04,1,1,23,10,00,11,15,01,28009000104612807350411
1,28,009,0001,0461,280735,05,1,1,24,10,05,11,01,01,28009000104612807350511
1,28,009,0001,0527,280781,01,1,1,08,14,57,16,10,01,28009000105272807810111
1,28,009,0001,0527,280781,02,1,1,08,13,10,14,30,01,28009000105272807810211
1,28,009,0001,0527,280781,03,1,1,19,20,00,20,55,01,28009000105272807810311
1,28,009,0001,0527,280781,04,1,1,23,13,28,14,35,01,28009000105272807810411
1,28,009,0001,0527,280781,05,1,1,27,08,06,09,15,01,28009000105272807810511
1,28,009,0001,0635,280546,01,1,1,15,10,15,11,06,01,28009000106352805460111
1,28,009,0001,0635,280546,02,1,1,13,11,10,12,28,01,28009000106352805460211
1,28,009,0001,0635,280546,03,1,1,23,19,05,20,13,01,28009000106352805460311
1,28,009,0001,0635,280546,04,1,1,20,16,00,16,57,01,28009000106352805460411
1,28,009,0001,0635,280546,05,1,1,27,17,00,17,50,01,28009000106352805460511
1,28,009,0001,0705,280547,01,1,1,13,18,03,21,50,01,28009000107052805470111
1,28,009,0001,0705,280547,03,1,1,09,17,45,19,50,01,28009000107052805470311
1,28,009,0001,0705,280741,01,1,1,17,15,25,16,31,01,28009000107052807410111
1,28,009,0001,0705,280741,02,1,1,07,16,40,17,50,01,28009000107052807410211
1,28,009,0001,0705,280741,03,1,1,09,16,10,17,05,01,28009000107052807410311
1,28,009,0001,0705,280741,04,1,1,11,10,00,10,58,01,28009000107052807410411
1,28,009,0001,0705,280741,05,1,1,07,14,24,15,20,01,28009000107052807410511
1,28,009,0001,0813,280825,01,1,1,07,12,30,13,45,01,28009000108132808250111
1,28,009,0001,0813,280825,02,1,1,25,15,12,16,04,01,28009000108132808250211
1,28,009,0001,0813,280825,03,1,1,20,14,55,16,02,01,28009000108132808250311
1,28,009,0001,0813,280825,04,1,1,13,11,00,11,50,01,28009000108132808250411
1,28,009,0001,0813,280825,05,1,1,07,11,18,12,20,01,28009000108132808250511
1,28,009,0001,0866,280502,01,1,1,29,10,30,11,37,01,28009000108662805020111
1,28,009,0001,0866,280502,02,1,1,23,18,50,19,40,01,28009000108662805020211
1,28,009,0001,0866,280502,03,1,1,17,08,00,09,05,01,28009000108662805020311
1,28,009,0001,0866,280502,04,1,1,08,11,50,12,55,01,28009000108662805020411
1,28,009,0001,0866,280502,05,1,1,28,13,00,14,05,01,28009000108662805020511
1,28,038,0001,0336,280660,01,1,1,08,11,47,12,20,01,28038000103362806600111
1,28,038,0001,0336,280660,02,1,1,08,12,40,13,23,01,28038000103362806600211
1,28,038,0001,0336,280660,03,1,1,28,14,00,15,15,01,28038000103362806600311
1,28,038,0001,0336,280660,04,1,1,09,20,17,21,30,01,28038000103362806600411
1,28,038,0001,0336,280660,05,1,1,08,20,34,21,12,01,28038000103362806600511
1,28,038,0001,0389,280771,01,1,1,12,20,03,20,56,01,28038000103892807710111
1,28,038,0001,0389,280771,02,1,1,07,12,59,13,41,01,28038000103892807710211
1,28,038,0001,0389,280771,03,1,1,06,18,25,19,10,01,28038000103892807710311
1,28,038,0001,0389,280771,04,1,1,09,10,35,11,20,01,28038000103892807710411
1,28,038,0001,0389,280771,05,1,1,18,16,40,17,35,01,28038000103892807710511
1,28,038,0001,0393,280860,01,1,1,07,19,03,20,30,01,28038000103932808600111
1,28,038,0001,0393,280860,02,1,1,15,15,30,16,05,01,28038000103932808600211
1,28,038,0001,0393,280860,03,1,1,07,19,25,20,10,01,28038000103932808600311
1,28,038,0001,0393,280860,04,1,1,15,17,05,18,25,01,28038000103932808600411
1,28,038,0001,0393,280860,05,1,1,11,10,35,11,54,01,28038000103932808600511
1,28,038,0001,0425,280673,01,1,1,09,17,05,17,46,01,28038000104252806730111
1,28,038,0001,0425,280673,02,1,1,06,19,30,20,42,01,28038000104252806730211
1,28,038,0001,0425,280673,03,1,1,30,18,05,18,35,01,28038000104252806730311
1,28,038,0001,0425,280673,04,1,1,06,21,10,21,49,01,28038000104252806730411
1,28,038,0001,0425,280673,05,1,1,07,15,03,15,47,01,28038000104252806730511
1,28,038,0001,0529,280893,01,1,1,20,11,36,11,59,01,28038000105292808930111
1,28,038,0001,0529,280893,02,1,1,20,10,30,11,10,01,28038000105292808930211
1,28,038,0001,0529,280893,03,1,1,20,19,13,19,39,01,28038000105292808930311
1,28,038,0001,0529,280893,04,1,1,16,21,35,22,30,01,28038000105292808930411
1,28,038,0001,0529,280893,05,1,1,20,10,46,11,12,01,28038000105292808930511
1,28,038,0001,0641,280575,01,1,1,08,18,25,19,30,01,28038000106412805750111
1,28,038,0001,0641,280575,02,1,1,28,22,10,23,00,01,28038000106412805750211
1,28,038,0001,0641,280575,04,1,1,08,10,40,11,50,01,28038000106412805750411
1,28,038,0001,0641,280575,05,1,1,28,21,30,22,10,01,28038000106412805750511
1,28,038,0001,0641,280629,01,1,1,08,16,00,17,18,01,28038000106412806290111
1,28,038,0001,0641,280629,02,1,1,08,17,30,18,20,01,28038000106412806290211
1,28,038,0001,0641,280629,03,1,1,07,17,20,18,30,01,28038000106412806290311
1,28,038,0001,0641,280629,04,1,1,08,09,05,10,10,01,28038000106412806290411
1,28,038,0001,0641,280629,05,1,1,07,18,40,19,20,01,28038000106412806290511
1,28,038,0001,1033,280581,02,1,1,17,17,35,18,47,01,28038000110332805810211
1,28,038,0001,1033,280581,03,1,1,30,20,02,20,42,01,28038000110332805810311
1,28,038,0001,1033,280581,04,1,1,23,18,10,18,45,01,28038000110332805810411
1,28,038,0001,1033,280581,05,1,1,17,18,03,18,25,01,28038000110332805810511
1,28,038,0001,1122,280719,01,1,1,13,11,03,11,54,01,28038000111222807190111
1,28,038,0001,1122,280719,03,1,1,13,18,10,18,35,01,28038000111222807190311
1,28,038,0001,1122,280719,05,1,1,13,12,10,12,45,01,28038000111222807190511
1,28,038,0001,1315,280707,01,1,1,25,18,10,18,40,01,28038000113152807070111
1,28,038,0001,1315,280707,02,1,1,14,10,40,11,30,01,28038000113152807070211
1,28,038,0001,1315,280707,03,1,1,25,14,05,14,38,01,28038000113152807070311
1,28,038,0001,1315,280707,04,1,1,25,17,15,18,00,01,28038000113152807070411
1,28,038,0001,1315,280707,05,1,1,25,14,40,15,15,01,28038000113152807070511
1,29,005,0001,001A,290233,01,1,1,12,09,00,10,10,01,290050001001A2902330111
1,29,005,0001,001A,290233,02,1,1,12,10,27,11,30,01,290050001001A2902330211
1,29,005,0001,001A,290233,03,1,1,27,17,05,18,00,01,290050001001A2902330311
1,29,005,0001,0344,290304,03,1,1,29,08,35,09,32,01,29005000103442903040311
1,29,005,0001,0344,290304,04,1,1,18,18,30,19,12,01,29005000103442903040411
1,29,005,0001,0344,290304,05,1,1,16,08,05,09,00,01,29005000103442903040511
1,29,005,0002,0698,290355,01,1,1,11,08,20,09,17,01,29005000206982903550111
1,29,005,0002,0698,290355,02,1,1,11,09,25,10,15,01,29005000206982903550211
1,29,005,0002,0698,290355,03,1,1,12,11,55,12,40,01,29005000206982903550311
1,29,005,0002,0698,290355,05,1,1,17,22,00,23,10,01,29005000206982903550511
1,29,010,0001,0363,290215,01,1,1,03,16,40,17,35,01,29010000103632902150111
1,29,010,0001,0363,290215,04,1,1,08,13,50,14,20,01,29010000103632902150411
1,29,010,0001,0363,290215,05,1,1,23,13,10,14,00,01,29010000103632902150511
1,29,023,0001,0041,290034,01,1,3,16,10,07,10,40,01,29023000100412900340113
1,29,023,0001,0041,290034,01,2,3,28,21,00,22,10,01,29023000100412900340123
1,29,023,0001,0041,290034,01,3,3,28,22,15,23,20,01,29023000100412900340133
1,29,023,0001,0041,290034,02,1,1,21,09,35,10,15,01,29023000100412900340211
1,29,023,0001,0041,290034,03,1,1,21,11,35,12,10,01,29023000100412900340311
1,29,023,0001,0041,290034,04,1,1,16,12,30,13,40,01,29023000100412900340411
1,29,023,0001,0041,290034,05,1,1,21,10,30,11,30,01,29023000100412900340511
1,29,025,0001,014A,290203,01,1,1,28,08,30,09,15,01,290250001014A2902030111
1,29,025,0001,014A,290203,03,1,1,19,19,20,20,40,01,290250001014A2902030311
1,29,025,0001,014A,290203,04,1,1,14,13,30,14,15,01,290250001014A2902030411
1,29,025,0001,014A,290203,05,1,1,25,16,40,17,30,01,290250001014A2902030511
1,29,027,0001,0074,290117,01,1,1,14,10,30,11,10,01,29027000100742901170111
1,29,027,0001,0074,290117,02,1,1,28,10,30,11,25,01,29027000100742901170211
1,29,027,0001,0074,290117,03,1,1,14,09,11,10,15,01,29027000100742901170311
1,29,027,0001,0074,290117,04,1,1,17,19,20,20,25,01,29027000100742901170411
1,29,031,0001,0221,290320,01,1,1,10,15,50,16,20,01,29031000102212903200111
1,29,031,0001,0221,290320,02,1,1,10,10,00,11,10,01,29031000102212903200211
1,29,031,0001,0221,290320,03,1,1,10,08,50,09,52,01,29031000102212903200311
1,29,031,0001,0221,290320,04,1,2,10,11,40,12,20,01,29031000102212903200412
1,29,031,0001,0221,290320,04,2,2,10,12,23,13,25,01,29031000102212903200422
1,29,031,0001,0221,290320,05,1,1,10,13,30,14,47,01,29031000102212903200511
1,29,033,0001,0086,290327,03,1,1,07,09,47,10,40,01,29033000100862903270311
1,29,033,0001,0086,290327,04,1,1,23,22,20,23,15,01,29033000100862903270411
1,29,033,0001,0086,290327,05,1,1,07,11,00,11,48,01,29033000100862903270511
1,29,033,0001,0476,290283,01,1,1,06,11,20,12,10,01,29033000104762902830111
1,29,033,0001,0476,290283,02,1,1,08,12,40,13,45,01,29033000104762902830211
1,29,033,0001,0476,290283,05,1,1,31,07,18,08,00,01,29033000104762902830511
1,29,033,0001,0508,290242,01,1,1,08,08,20,09,10,01,29033000105082902420111
1,29,033,0001,0508,290242,02,1,1,06,12,05,12,59,01,29033000105082902420211
1,29,033,0001,0508,290242,03,1,1,01,16,48,17,35,01,29033000105082902420311
1,29,033,0001,0508,290242,04,1,1,18,09,15,10,05,01,29033000105082902420411
1,29,033,0001,0508,290242,05,1,1,24,20,15,21,10,01,29033000105082902420511
1,29,033,0001,0531,290062,02,1,1,14,19,40,20,50,01,29033000105312900620211
1,29,033,0001,0531,290062,03,1,1,07,13,00,13,50,01,29033000105312900620311
1,29,033,0001,0531,290062,04,1,1,08,10,00,11,00,01,29033000105312900620411
1,29,033,0001,0531,290062,05,1,1,29,21,00,21,45,01,29033000105312900620511
1,29,036,0013,0213,290071,01,1,1,17,19,36,20,45,01,29036001302132900710111
1,29,036,0013,0213,290071,02,1,1,16,16,50,18,00,01,29036001302132900710211
1,29,036,0013,0213,290071,03,1,1,30,16,00,17,25,01,29036001302132900710311
1,29,036,0013,0213,290071,04,1,1,16,18,10,19,40,01,29036001302132900710411
1,29,036,0013,0213,290071,05,1,1,16,20,00,21,00,01,29036001302132900710511
1,29,038,0001,0186,290314,01,1,1,09,10,40,11,20,01,29038000101862903140111
1,29,038,0001,0186,290314,02,1,1,18,17,48,18,10,01,29038000101862903140211
1,29,038,0001,0186,290314,03,1,1,18,16,40,17,25,01,29038000101862903140311
1,29,038,0001,0186,290314,04,1,1,11,11,40,12,38,01,29038000101862903140411
1,29,038,0001,0186,290314,05,1,1,11,08,00,09,30,01,29038000101862903140511
1,29,041,0001,0124,290184,01,1,1,29,18,31,19,15,01,29041000101242901840111
1,29,041,0001,0124,290184,02,1,1,24,11,18,12,10,01,29041000101242901840211
1,29,041,0001,0124,290184,03,1,1,24,19,00,20,04,01,29041000101242901840311
1,29,041,0001,0124,290184,04,1,1,25,19,30,20,22,01,29041000101242901840411
1,29,041,0001,0124,290184,05,1,1,25,17,40,18,45,01,29041000101242901840511
1,29,042,0001,009A,290243,01,1,1,17,15,00,16,00,01,290420001009A2902430111
1,29,042,0001,009A,290243,02,1,1,15,17,10,18,07,01,290420001009A2902430211
1,29,042,0001,009A,290243,03,1,1,13,17,22,18,15,01,290420001009A2902430311
1,29,042,0001,009A,290243,04,1,1,17,13,00,14,22,01,290420001009A2902430411
1,29,043,0003,0133,290297,01,1,1,30,10,05,11,03,01,29043000301332902970111
1,29,043,0003,0133,290297,03,1,1,10,16,05,16,55,01,29043000301332902970311
1,29,043,0003,0133,290297,04,1,1,10,17,00,18,00,01,29043000301332902970411
