"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","JUEZ,C,2","MEDICO,C,2","ABOGADO,C,2","INVESTIGA,C,2","HOMBRENG,C,2","PERIODI,C,2","BANQUERO,C,2","INGENIE,C,2","ARQUITE,C,2","PROFESOR,C,2","DEPORT,C,2","ARTISTA,C,2","PEREVYPER,C,1","PETVYRAD,C,1","PALITICOS,C,1","INC,C,1","CIENTRAUNI,C,1","CIENTRACEN,C,1","ASOCPAM,C,1","EMPRESA,C,1","MILITARES,C,1","LIDREL,C,1","GOBIERNO,C,1","MADICOS,C,1","ESCEINV,C,1","BIOLOGIA,C,1","ASTRONOM,C,1","HISTORIA,C,1","FISICA,C,1","HOMEOPA,C,1","HOROSCOPOS,C,1","ECONOMIA,C,1","MEDICINA,C,1","PSICOLOGIA,C,1","MATEMA,C,1","PARAPSI,C,1","CIIMANEG,C,1","CLMCNOAT,C,1","TECIDIFI,C,1","EXPLYSNOAT,C,1","POCOINTJOV,C,1","OTRA,C,1","NINGUNA,C,1","NOSABE,C,1","ESPE_C166,C,50","LLAVE,C,23","NUMREN,C,2"
7,19,026,0001,0923,190049,01,1,1,03,04,01,10,10,10,05,10,10,07,10,10,3,3,3,2,1,1,2,3,2,2,3,1,3,2,3,4,2,4,4,4,1,4,2,4,0,1,0,2,3,0,0,0,,19026000109231900490111,01
7,19,026,0001,0923,190049,02,1,1,08,10,09,10,10,05,07,10,07,08,08,01,3,3,3,2,2,2,4,4,3,4,3,2,4,2,1,3,3,1,4,5,1,1,2,1,0,3,2,0,1,0,0,0,,19026000109231900490211,02
7,19,026,0001,0923,190049,03,1,1,08,05,05,08,07,05,06,08,08,09,08,08,2,2,3,2,2,2,1,2,1,2,3,2,2,1,2,2,1,2,4,1,2,2,2,3,0,3,2,0,1,0,0,0,,19026000109231900490311,02
7,19,026,0001,0923,190049,05,1,1,04,09,05,10,07,03,03,06,07,05,06,02,3,3,3,2,2,2,3,3,4,2,3,2,3,2,1,4,1,3,4,4,2,2,2,4,0,2,1,3,0,0,0,0,,19026000109231900490511,02
7,19,026,0001,1315,190363,02,1,1,07,08,07,09,10,08,08,09,09,09,09,08,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,2,2,4,3,1,2,3,3,0,3,2,0,1,0,0,0,,19026000113151903630211,02
7,19,026,0001,1315,190363,03,1,1,03,08,01,08,08,06,05,07,07,04,02,04,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,4,4,1,1,1,1,3,0,2,0,1,3,0,0,0,,19026000113151903630311,01
7,19,026,0001,1315,190363,04,1,1,11,09,07,10,10,08,08,08,09,10,10,09,3,2,3,3,2,2,3,2,3,3,3,2,3,2,2,3,2,3,4,3,1,2,2,4,0,2,1,0,3,0,0,0,,19026000113151903630411,02
7,19,026,0001,2065,190289,01,1,1,08,08,09,10,10,08,07,10,10,10,10,08,2,1,3,3,2,2,2,2,3,3,3,2,1,1,1,1,1,3,4,1,1,1,1,3,1,0,0,2,3,0,0,0,,19026000120651902890111,01
7,19,026,0001,2065,190289,02,1,1,10,10,06,09,09,08,08,08,08,10,09,08,2,1,3,4,4,4,4,2,3,2,3,1,4,1,2,3,2,5,4,3,1,2,2,5,0,0,0,0,0,0,0,1,,19026000120651902890211,02
7,19,039,0001,0457,190117,01,1,1,07,09,05,08,06,05,05,07,09,10,05,05,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,2,3,0,0,3,2,1,0,0,0,,19039000104571901170111,01
7,19,039,0001,0457,190117,02,1,1,01,09,01,07,05,02,09,10,02,03,08,09,3,3,3,4,2,1,3,3,3,3,3,2,2,5,5,4,2,2,4,4,2,2,1,4,0,3,0,1,2,0,0,0,,19039000104571901170211,01
7,19,039,0001,0457,190117,03,1,1,07,09,07,10,08,09,08,08,09,09,09,05,3,3,3,2,2,1,1,4,2,4,2,1,4,3,1,2,3,2,4,5,2,2,4,5,0,1,2,0,3,0,0,0,,19039000104571901170311,02
7,19,039,0001,0457,190117,05,1,1,09,10,05,10,06,06,07,09,09,09,08,08,3,3,3,2,1,1,2,2,2,1,2,1,2,2,2,4,1,2,4,4,2,2,1,2,0,0,1,2,3,0,0,0,,19039000104571901170511,01
7,19,039,0001,0921,190108,01,1,1,09,10,05,11,11,08,11,11,11,10,09,09,2,2,3,4,4,4,4,3,2,2,3,1,4,2,5,4,2,4,4,3,1,1,2,5,0,0,0,0,0,0,0,1,,19039000109211901080111,01
7,19,039,0001,0921,190108,03,1,1,09,10,06,09,08,08,08,08,08,10,08,08,2,2,3,4,4,4,2,2,2,2,3,1,2,1,2,3,2,5,4,3,1,2,2,5,0,3,1,0,2,0,0,0,,19039000109211901080311,01
7,19,039,0001,0921,190108,04,1,1,08,05,08,06,10,05,05,08,08,10,08,01,3,3,3,3,2,2,1,2,3,3,3,2,3,2,2,2,2,3,3,2,2,3,2,2,1,3,0,2,0,0,0,0,,19039000109211901080411,01
7,19,039,0001,0921,190108,05,1,1,08,08,07,06,08,08,08,08,07,08,10,08,2,2,3,4,2,4,2,2,2,2,3,2,2,1,1,1,1,1,4,2,2,2,2,4,0,0,0,0,0,0,0,1,,19039000109211901080511,01
7,19,039,0001,3729,190127,01,1,1,10,10,07,08,08,08,08,08,08,10,09,08,2,2,3,4,4,4,2,3,2,2,3,2,4,2,2,2,2,2,4,2,2,2,2,5,0,0,0,0,0,0,0,1,,19039000137291901270111,01
7,19,039,0001,3729,190127,02,1,1,10,10,08,09,08,08,09,09,09,10,08,08,2,2,3,2,4,4,2,2,2,2,3,1,4,1,2,3,2,3,4,3,1,2,2,5,0,2,3,0,1,0,0,0,,19039000137291901270211,05
7,19,039,0001,3729,190127,03,1,1,10,10,11,11,11,10,11,11,11,10,10,10,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,5,0,0,0,0,0,0,0,1,,19039000137291901270311,01
7,19,039,0001,3729,190127,04,1,1,01,08,11,05,06,10,10,04,10,10,11,11,3,3,3,3,3,4,2,2,2,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,1,0,0,LES FALTA CAPACIDAD Y DINERO,19039000137291901270411,02
7,19,039,0001,3729,190127,05,1,1,10,10,10,10,10,10,07,10,10,10,07,07,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,19039000137291901270511,01
7,19,039,0001,4110,190532,01,1,1,07,09,05,09,07,08,06,08,08,09,08,05,2,2,3,2,1,1,1,2,2,3,3,2,2,1,1,2,1,3,4,3,2,3,2,3,1,2,0,0,3,0,0,0,,19039000141101905320111,01
7,19,039,0001,4110,190532,02,1,1,07,02,05,05,08,08,07,08,08,10,10,08,2,2,4,4,4,4,4,3,3,3,3,2,4,3,2,4,2,4,4,5,2,4,3,4,1,0,2,0,3,0,0,0,,19039000141101905320211,02
7,19,039,0001,4110,190532,03,1,1,11,10,11,11,08,09,11,11,11,10,10,09,2,2,3,4,4,4,2,4,4,2,2,1,4,5,5,2,5,5,5,5,1,5,2,5,0,2,3,1,0,0,0,0,,19039000141101905320311,02
7,19,039,0001,4110,190532,04,1,1,04,04,06,08,07,07,07,08,08,08,10,10,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,4,2,2,1,2,2,0,0,1,3,2,0,0,0,,19039000141101905320411,01
7,19,039,0001,4110,190532,05,1,1,08,09,09,05,07,08,05,06,08,09,10,07,2,2,3,2,2,2,2,2,1,3,2,2,2,1,3,4,1,3,4,4,1,3,3,4,0,3,1,2,0,0,0,0,,19039000141101905320511,01
7,19,046,0001,0057,190422,01,1,1,01,10,10,10,10,10,10,10,10,10,10,01,3,3,3,1,4,4,4,2,4,4,4,2,2,2,2,4,2,4,4,4,1,3,2,4,0,0,2,3,1,0,0,0,,19046000100571904220111,06
7,19,046,0001,0057,190422,02,1,1,03,10,06,05,10,10,08,07,07,10,10,04,2,2,3,4,4,4,4,4,4,2,3,2,2,2,3,3,2,3,4,4,1,4,2,4,3,0,1,0,2,0,0,0,,19046000100571904220211,03
7,19,046,0001,0057,190422,03,1,1,05,08,06,09,08,07,08,07,07,07,08,09,2,2,3,4,4,4,4,4,4,2,3,2,4,2,2,3,1,4,4,4,1,3,2,5,2,0,3,1,0,0,0,0,,19046000100571904220311,01
7,19,046,0001,0057,190422,05,1,1,04,02,04,01,06,05,03,04,06,07,09,05,4,4,4,4,4,4,4,4,4,3,3,2,4,2,2,3,2,5,5,5,1,3,2,4,3,0,1,2,0,0,0,0,,19046000100571904220511,01
7,19,046,0001,017A,190358,02,1,1,08,10,08,08,07,07,07,08,08,10,07,07,3,3,3,3,4,4,4,4,4,2,3,2,4,2,2,1,4,3,4,4,1,3,2,4,0,0,3,2,1,0,0,0,,190460001017A1903580211,01
7,19,046,0001,017A,190358,03,1,1,05,10,05,10,08,08,06,08,08,10,10,07,3,2,3,3,2,1,2,2,2,3,3,2,1,1,1,4,1,4,4,4,1,4,1,4,0,1,2,0,3,0,0,0,,190460001017A1903580311,01
7,19,046,0001,017A,190358,04,1,1,05,05,05,07,08,08,05,07,07,05,05,03,3,3,3,3,3,3,2,3,3,2,3,2,3,2,1,3,2,2,4,3,1,3,1,5,0,3,2,0,1,0,0,0,,190460001017A1903580411,01
7,19,046,0001,017A,190358,05,1,1,11,08,11,11,11,11,11,11,11,09,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,0,2,0,1,0,0,0,,190460001017A1903580511,02
7,19,046,0001,0485,190146,01,1,1,05,09,05,09,08,07,08,10,10,07,08,07,2,2,3,2,2,2,2,2,4,4,4,2,4,1,3,4,2,4,4,5,1,4,2,4,0,1,3,2,0,0,0,0,,19046000104851901460111,04
7,19,046,0001,0485,190146,02,1,1,07,10,07,09,09,07,09,08,08,09,08,08,2,2,3,3,1,1,2,2,2,2,3,2,2,2,3,3,1,2,4,4,1,2,2,2,2,0,0,1,3,0,0,0,,19046000104851901460211,01
7,19,046,0001,0485,190146,03,1,1,04,04,04,08,08,06,05,08,08,01,10,08,2,2,3,4,4,4,4,4,4,2,4,2,4,2,5,4,2,5,5,5,1,4,2,5,0,3,1,0,2,0,0,0,,19046000104851901460311,01
7,19,046,0001,0485,190146,04,1,1,09,10,05,09,09,05,10,09,09,10,10,10,2,2,3,2,2,2,2,3,3,2,3,1,2,1,1,1,5,5,3,5,1,1,1,1,0,3,2,0,1,0,0,0,,19046000104851901460411,01
7,19,046,0001,0485,190146,05,1,1,07,09,07,10,09,08,08,08,08,09,09,09,2,2,3,2,2,2,2,2,4,2,2,2,2,2,5,4,1,3,4,4,1,2,2,5,0,1,0,2,3,0,0,0,,19046000104851901460511,02
7,19,046,0001,0540,190165,01,1,1,07,08,02,09,08,02,08,07,09,10,08,04,3,3,3,2,2,2,2,3,3,2,2,2,2,1,3,3,3,5,4,2,1,2,1,3,0,2,1,0,3,0,0,0,,19046000105401901650111,01
7,19,046,0001,0540,190165,02,1,1,10,10,08,10,10,08,08,05,07,10,10,10,2,1,3,1,1,3,1,3,3,1,2,1,3,1,1,1,3,2,4,1,1,1,1,1,0,3,2,0,1,0,0,0,,19046000105401901650211,01
7,19,046,0001,0540,190165,04,1,1,05,08,01,09,09,09,09,09,09,06,09,09,2,2,3,2,2,2,2,4,4,2,3,2,2,3,3,3,2,3,4,4,2,3,2,4,0,1,0,2,3,0,0,0,,19046000105401901650411,02
7,19,046,0001,0540,190165,05,1,1,05,08,07,09,05,08,05,08,08,09,05,08,3,2,3,4,2,2,2,3,1,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,0,3,2,1,0,0,0,0,,19046000105401901650511,02
7,19,048,0001,0390,190120,01,1,1,08,08,08,11,07,08,09,08,10,09,09,10,3,2,3,1,1,1,1,2,1,1,2,1,1,4,2,4,1,2,2,2,1,4,1,2,1,2,0,0,3,0,0,0,,19048000103901901200111,01
7,19,048,0001,0390,190120,02,1,1,09,10,07,10,09,08,09,09,09,10,08,08,2,2,3,4,4,4,3,3,3,2,3,2,4,2,2,2,2,5,4,2,2,2,2,2,0,3,1,0,2,0,0,0,,19048000103901901200211,01
7,19,048,0001,0390,190120,03,1,1,11,10,01,08,08,07,08,07,08,05,09,08,3,3,3,1,2,2,3,3,3,3,3,2,4,1,3,4,1,3,4,4,1,1,1,1,3,0,1,2,0,0,0,0,,19048000103901901200311,01
7,19,048,0001,0390,190120,04,1,1,09,10,08,10,09,10,08,10,10,10,10,09,2,1,2,4,1,1,1,1,2,1,1,1,1,2,2,4,1,5,3,3,1,1,1,5,0,3,2,0,1,0,0,0,,19048000103901901200411,04
7,19,048,0001,0390,190120,05,1,1,07,09,06,06,07,05,07,09,08,06,10,09,3,3,3,2,2,2,2,3,2,3,3,2,4,2,2,2,2,3,4,2,2,3,2,4,0,2,0,1,3,0,0,0,,19048000103901901200511,03
7,19,048,0001,0992,190313,01,1,1,08,10,05,09,07,08,08,08,08,10,09,09,3,3,3,4,4,4,2,4,3,2,3,2,4,2,5,3,2,5,4,4,1,2,2,5,0,3,0,1,2,0,0,0,,19048000109921903130111,05
7,19,048,0001,0992,190313,02,1,1,10,10,07,09,08,08,08,09,09,10,09,08,3,3,3,4,4,4,4,3,3,2,3,2,3,2,2,3,2,4,4,3,1,2,2,5,0,0,0,0,0,0,0,1,,19048000109921903130211,02
7,19,048,0001,0992,190313,03,1,1,07,09,05,08,10,11,11,09,10,10,08,08,3,2,3,2,2,1,3,3,2,1,1,1,2,3,5,3,3,5,2,4,1,3,3,5,0,0,0,0,0,0,0,1,,19048000109921903130311,02
7,19,048,0001,0992,190313,04,1,1,08,09,07,08,08,09,08,07,07,10,09,07,3,3,3,2,2,2,2,3,3,3,3,1,3,3,3,1,1,4,4,2,1,2,2,4,0,0,0,0,0,0,0,1,,19048000109921903130411,05
7,19,048,0001,0992,190313,05,1,1,09,10,07,11,11,11,11,11,11,10,08,08,2,2,3,4,4,4,4,4,3,2,3,2,4,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,,19048000109921903130511,02
7,20,067,0001,0524,200381,01,1,1,08,08,08,09,09,08,08,08,08,06,09,07,2,2,3,1,1,1,2,2,3,3,2,2,2,2,1,4,2,2,4,2,2,2,2,2,0,3,2,0,1,0,0,0,,20067000105242003810111,02
7,20,067,0001,0524,200381,02,1,1,05,07,05,08,08,07,05,08,08,08,09,08,3,3,3,2,2,2,2,3,2,2,3,2,2,2,4,2,2,4,4,2,2,2,2,2,0,1,2,3,0,0,0,0,,20067000105242003810211,05
7,20,067,0001,0524,200381,03,1,1,10,08,09,10,08,07,07,08,08,06,08,08,3,2,3,2,1,1,2,3,2,3,2,2,3,2,2,3,2,2,4,4,2,3,3,3,2,3,0,0,0,0,0,0,NO HAY DONDE TRABAJEN LOS JOVENES DESPUES DE TERMI,20067000105242003810311,02
7,20,067,0001,0524,200381,04,1,1,06,07,04,09,07,06,06,08,07,08,08,08,3,3,3,2,2,2,2,3,3,3,3,3,2,2,1,2,1,2,4,4,2,2,2,2,0,3,0,1,2,0,0,0,,20067000105242003810411,01
7,20,067,0001,0524,200381,05,1,1,05,09,05,07,05,03,03,09,08,01,04,06,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,4,2,2,2,2,4,0,1,0,2,3,0,0,0,EL INSTRUCTOR NO TIENE LA CAPOCIDAD DE ENSEÑOR,20067000105242003810511,03
7,20,067,0001,0806,200041,01,1,1,08,10,09,09,07,10,09,08,08,07,10,07,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,4,4,4,2,3,3,2,3,0,0,2,1,0,0,0,,20067000108062000410111,01
7,20,067,0001,0806,200041,02,1,1,08,09,08,10,08,08,07,08,08,08,08,08,2,2,3,2,1,2,2,3,3,3,3,1,2,2,1,3,3,3,4,3,1,3,2,4,0,1,0,3,2,0,0,0,,20067000108062000410211,05
7,20,067,0001,0806,200041,03,1,1,02,02,02,10,02,03,02,02,02,02,02,02,3,3,3,3,1,1,3,3,3,3,3,3,2,1,1,3,1,3,4,2,1,1,1,4,2,0,0,1,3,0,0,0,,20067000108062000410311,01
7,20,067,0001,0806,200041,04,1,1,05,06,07,04,06,08,08,06,08,06,06,06,3,3,3,2,4,4,2,3,3,3,3,3,3,2,2,3,2,3,4,3,2,2,2,4,0,3,2,0,1,0,0,0,,20067000108062000410411,01
7,20,067,0001,0806,200041,05,1,1,03,10,01,04,02,01,05,10,10,05,10,10,3,3,3,2,2,2,2,2,2,3,3,1,2,2,2,3,2,3,4,3,2,2,2,3,0,0,1,3,2,0,0,0,,20067000108062000410511,01
7,20,067,0001,0967,200107,02,1,1,06,08,08,10,10,06,07,09,09,06,07,07,2,2,3,3,2,2,2,2,3,3,3,2,2,1,1,2,1,4,4,3,1,3,1,3,0,2,0,1,3,0,0,0,,20067000109672001070211,02
7,20,067,0001,0967,200107,03,1,1,07,08,07,09,09,09,08,09,09,05,10,09,2,2,3,2,1,1,2,3,3,3,2,2,2,2,1,4,1,2,4,4,2,4,2,3,0,1,0,2,3,0,0,0,,20067000109672001070311,03
7,20,067,0001,0967,200107,05,1,1,07,08,04,07,05,05,05,07,07,02,05,05,1,3,3,1,2,2,2,2,1,3,3,2,2,1,1,4,1,2,4,3,2,2,4,4,0,2,0,1,3,0,0,0,,20067000109672001070511,03
7,20,067,0001,0967,200367,01,1,1,05,10,07,10,08,07,08,09,08,05,10,10,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,2,2,2,2,2,0,0,1,3,2,0,0,0,,20067000109672003670111,02
7,20,067,0001,0967,200367,02,1,1,05,08,05,10,06,05,05,08,08,04,08,06,2,2,3,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,3,2,1,1,1,2,0,3,2,0,1,0,0,0,,20067000109672003670211,01
7,20,067,0001,0967,200367,03,1,1,07,08,06,09,07,07,06,09,07,07,07,07,2,2,3,2,2,2,2,3,1,1,2,2,2,1,1,2,2,4,4,2,1,2,1,3,0,3,2,1,0,0,0,0,,20067000109672003670311,01
7,20,067,0001,0967,200367,04,1,1,01,08,01,09,07,05,02,08,08,01,08,04,3,2,3,4,2,2,2,3,3,2,3,2,2,2,2,3,2,2,4,4,2,4,2,4,0,1,0,2,3,0,0,0,,20067000109672003670411,02
7,20,067,0001,0967,200367,05,1,1,06,07,07,07,07,08,07,07,08,07,07,07,2,2,3,2,2,2,2,4,3,3,2,2,2,1,2,2,2,3,4,4,2,4,3,4,0,0,2,3,1,0,0,0,,20067000109672003670511,03
7,20,067,0001,0990,200210,01,1,1,07,10,08,10,07,07,08,10,10,08,08,08,2,2,3,2,2,2,2,2,3,2,3,1,1,2,2,2,2,5,5,3,2,2,2,2,1,3,0,0,2,0,0,0,,20067000109902002100111,01
7,20,067,0001,0990,200210,02,1,1,10,10,10,10,08,05,07,09,09,10,10,10,3,3,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,0,1,2,0,3,0,0,0,,20067000109902002100211,01
7,20,067,0001,0990,200210,03,1,1,08,10,08,09,07,07,08,08,09,08,10,09,3,2,3,2,2,2,2,3,3,3,3,1,2,2,2,2,2,2,5,2,2,2,2,2,2,0,1,0,3,0,0,0,,20067000109902002100311,01
7,20,067,0001,0990,200210,04,1,1,05,07,05,09,05,05,05,08,06,05,09,06,2,1,3,2,1,1,1,3,2,2,3,1,1,2,2,3,1,3,4,3,1,2,1,2,1,0,0,3,2,0,0,0,,20067000109902002100411,02
7,20,067,0001,0990,200210,05,1,1,08,10,08,09,07,06,07,08,08,09,09,08,2,2,3,2,2,2,2,3,3,3,3,1,2,2,3,4,2,4,4,4,1,2,1,2,2,0,3,0,1,0,0,0,,20067000109902002100511,02
7,20,067,0001,1382,200177,01,1,1,08,06,05,09,06,07,06,09,08,05,06,05,2,2,3,1,1,1,2,3,2,2,3,1,1,1,2,4,2,4,4,2,1,3,1,4,0,1,2,3,0,0,0,0,,20067000113822001770111,02
7,20,067,0001,1382,200177,02,1,1,05,08,03,09,06,08,07,08,08,01,07,04,2,2,3,2,2,2,2,3,3,3,3,1,2,2,1,3,2,4,4,4,2,2,2,2,0,1,3,2,0,0,0,0,,20067000113822001770211,02
7,20,067,0001,1382,200177,03,1,1,07,10,08,09,08,08,08,09,09,08,09,08,3,2,3,2,2,2,2,2,2,2,3,1,2,2,2,4,2,2,4,2,1,1,1,3,3,0,2,0,1,0,0,0,,20067000113822001770311,02
7,20,067,0001,1382,200177,04,1,1,08,10,08,08,07,08,09,08,08,05,07,07,2,3,3,2,2,2,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,0,3,0,0,0,,20067000113822001770411,01
7,20,067,0001,1382,200177,05,1,1,05,08,04,09,07,06,08,09,08,07,09,08,3,2,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,4,4,4,2,2,2,4,0,1,0,2,3,0,0,0,,20067000113822001770511,03
7,20,067,0001,1448,200055,01,1,1,04,06,06,08,08,07,08,09,09,09,09,09,3,3,3,2,2,2,2,2,2,3,3,2,2,2,1,2,1,4,4,3,2,4,2,4,0,2,0,1,3,0,0,0,,20067000114482000550111,03
7,20,067,0001,1448,200055,02,1,1,07,08,08,08,07,07,08,08,09,09,08,07,2,3,3,3,2,2,2,3,2,3,3,2,2,2,2,2,2,2,4,4,2,2,2,2,0,0,2,3,1,0,0,0,,20067000114482000550211,01
7,20,067,0001,1448,200055,03,1,1,09,08,07,09,08,09,08,09,09,08,09,08,2,2,4,2,1,1,1,1,2,4,4,2,4,1,2,3,1,2,3,4,1,3,1,4,1,0,2,3,0,0,0,0,,20067000114482000550311,04
7,20,067,0001,1448,200055,04,1,1,08,08,07,08,07,07,04,05,05,01,03,02,2,3,3,2,2,2,2,3,3,3,3,2,1,1,1,4,2,3,4,3,1,2,1,3,2,1,0,0,3,0,0,0,,20067000114482000550411,01
7,20,067,0001,1448,200055,05,1,1,08,10,07,10,08,07,08,09,09,08,08,08,2,2,3,2,1,1,2,3,3,3,3,1,2,2,2,3,1,3,4,3,1,3,2,3,0,0,2,3,1,0,0,0,,20067000114482000550511,01
7,20,067,0001,1791,200312,01,1,1,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,2,0,0,0,0,,20067000117912003120111,02
7,20,067,0001,1791,200312,02,1,1,08,08,06,06,06,06,06,07,07,09,06,06,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,4,3,2,4,4,2,4,3,4,0,1,3,2,0,0,0,0,,20067000117912003120211,03
7,20,067,0001,1791,200312,03,1,1,06,08,07,09,08,07,07,08,08,07,08,08,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,4,2,2,2,2,0,2,3,1,0,0,0,0,,20067000117912003120311,03
7,20,067,0001,1791,200312,04,1,1,11,10,09,09,08,09,11,11,08,09,09,08,3,2,3,3,4,4,2,3,2,2,3,2,4,5,5,5,5,5,5,5,2,5,5,5,0,1,3,0,2,0,0,0,,20067000117912003120411,01
7,20,067,0001,1895,200142,01,1,1,03,01,02,04,06,08,05,09,07,03,04,05,2,2,3,2,2,3,2,2,2,4,2,2,2,2,2,1,2,2,5,2,2,2,2,5,0,0,1,3,0,0,0,0,AUNQUE QUIERAN ESTUDIAR A VECES NO ALCANZA POR LA,20067000118952001420111,02
7,20,067,0001,1895,200142,02,1,1,10,08,08,07,07,05,08,08,08,07,06,08,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,2,2,2,2,0,2,0,3,1,0,0,0,,20067000118952001420211,03
7,20,067,0001,1895,200142,03,1,1,02,02,02,02,04,02,02,03,03,04,02,05,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,0,0,1,2,3,0,0,0,,20067000118952001420311,03
7,20,067,0001,1895,200142,04,1,2,01,03,01,05,04,02,03,04,04,10,10,01,3,3,3,2,2,4,4,4,4,3,3,2,2,2,2,4,3,3,4,4,1,3,3,4,3,1,0,2,0,0,0,0,,20067000118952001420412,02
7,20,067,0001,1895,200142,04,2,2,07,10,06,08,05,09,07,07,08,07,09,06,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,3,0,0,0,POR QUE LOS MATERIALES ESTAN MUY CAROS,20067000118952001420422,01
7,20,067,0001,1895,200142,05,1,1,10,08,06,10,10,05,08,09,06,10,10,04,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,4,2,2,4,4,2,4,2,3,0,0,1,2,3,0,0,0,,20067000118952001420511,02
7,20,067,0001,1965,200311,01,1,1,05,10,10,10,07,10,08,08,09,10,10,08,3,2,3,2,2,4,2,3,4,3,3,2,3,2,2,4,2,2,4,4,2,5,5,5,0,3,2,0,1,0,0,0,,20067000119652003110111,08
7,20,067,0001,1965,200311,02,1,2,08,08,07,06,08,06,09,07,08,06,08,07,2,1,2,3,3,3,1,3,2,1,3,2,1,5,5,4,5,5,3,4,1,2,1,5,3,0,1,0,2,0,0,0,,20067000119652003110212,02
7,20,067,0001,1965,200311,02,2,2,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,2,5,2,2,2,2,2,2,0,3,0,2,0,0,0,0,NO HAY SUFICIENTE PRESUPUESTO,20067000119652003110222,01
7,20,067,0001,1965,200311,03,1,2,08,08,08,09,07,07,07,08,07,08,08,08,2,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,4,3,2,3,1,2,0,3,0,2,1,0,0,0,,20067000119652003110312,01
7,20,067,0001,1965,200311,03,2,2,10,10,10,11,08,09,09,10,10,10,07,10,2,2,3,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,5,2,0,1,2,0,3,0,0,0,,20067000119652003110322,03
7,20,067,0001,1965,200311,04,1,1,11,09,09,11,07,05,04,07,07,08,04,03,4,4,4,4,4,4,3,3,2,3,3,1,4,4,4,5,2,5,4,2,4,5,4,5,0,2,0,3,0,0,0,0,NO HAY RECURSOS NESESARIOS,20067000119652003110411,02
7,20,067,0001,1965,200311,05,1,1,09,10,09,11,08,09,11,08,08,10,07,09,2,2,3,2,2,3,3,3,3,3,3,2,3,5,5,5,5,5,5,3,4,5,5,5,0,0,1,3,2,0,0,0,,20067000119652003110511,02
7,20,091,0001,0021,200371,01,1,1,05,09,09,09,08,08,08,08,08,08,08,06,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,3,2,0,0,0,,20091000100212003710111,02
7,20,091,0001,0021,200371,02,1,1,06,10,05,10,08,08,08,09,09,08,10,05,2,3,3,2,1,1,2,1,2,3,3,2,2,2,1,2,2,2,4,2,1,2,1,2,0,1,2,0,3,0,0,0,,20091000100212003710211,01
7,20,091,0001,0021,200371,03,1,1,08,09,09,10,09,09,08,09,09,08,08,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,0,1,0,2,3,0,0,0,,20091000100212003710311,03
7,20,091,0001,0074,200371,04,1,1,10,10,11,10,09,10,11,11,11,10,10,10,2,2,3,2,2,4,2,4,4,2,4,2,4,3,5,3,3,2,2,2,2,2,2,2,3,0,2,0,1,0,0,0,,20091000100742003710411,02
