"TPREG,C,1","ENTIDAD,C,2","MUNICIPIO,C,3","LOCALIDAD,C,4","AGEB,C,4","NUMCONTROL,C,6","VIVSEL,C,2","IDHOGAR,C,1","DEGVIV,C,1","NUMREN,C,2","PARENTE,C,1","SEXO,C,1","EDAD,C,3","DIA,C,2","MES,C,2","ELIGIBI,C,1","NIVEL,C,2","ULTGRAPRO,C,2","ANTECE,C,1","LLAVE,C,25","LLAVEREN,C,25","RESENT,C,2","AM,C,2","GPOEDA,C,2","FACTORVIV,N,10,0"
3,28,038,0001,0336,280660,02,1,1,03,3,1,006,15,06,0,02,01,,28038000103362806600211,,01,10,00,6455
3,28,038,0001,0336,280660,02,1,1,04,3,1,004,12,09,0,,,,28038000103362806600211,,01,10,00,6455
3,28,038,0001,0336,280660,03,1,1,01,1,2,048,13,06,0,07,04,3,28038000103362806600311,,01,10,07,5404
3,28,038,0001,0336,280660,03,1,1,02,4,2,047,17,07,1,07,04,3,28038000103362806600311,,01,10,07,5404
3,28,038,0001,0336,280660,04,1,1,01,1,1,051,13,04,0,03,03,,28038000103362806600411,,01,10,08,6462
3,28,038,0001,0336,280660,04,1,1,02,2,2,048,04,06,1,03,03,,28038000103362806600411,,01,10,07,6462
3,28,038,0001,0336,280660,04,1,1,03,3,2,008,22,03,0,02,02,,28038000103362806600411,,01,10,00,6462
3,28,038,0001,0336,280660,05,1,1,01,1,2,041,26,09,0,02,06,,28038000103362806600511,,01,10,06,4637
3,28,038,0001,0336,280660,05,1,1,02,3,2,028,14,10,0,02,03,,28038000103362806600511,,01,10,03,4637
3,28,038,0001,0336,280660,05,1,1,03,3,2,020,21,01,1,07,01,3,28038000103362806600511,,01,10,02,4637
3,28,038,0001,0389,280771,01,1,1,01,1,1,070,18,10,0,02,06,,28038000103892807710111,,01,10,11,4326
3,28,038,0001,0389,280771,01,1,1,02,2,2,070,20,02,0,02,06,,28038000103892807710111,,01,10,11,4326
3,28,038,0001,0389,280771,01,1,1,03,3,2,050,01,06,1,03,03,,28038000103892807710111,,01,10,08,4326
3,28,038,0001,0389,280771,01,1,1,04,3,2,029,07,12,0,07,05,3,28038000103892807710111,,01,10,03,4326
3,28,038,0001,0389,280771,01,1,1,05,4,1,028,05,05,2,07,05,3,28038000103892807710111,,01,10,03,4326
3,28,038,0001,0389,280771,02,1,1,01,1,2,060,25,07,1,06,02,2,28038000103892807710211,,01,10,10,6103
3,28,038,0001,0389,280771,02,1,1,02,3,1,034,30,08,0,04,02,,28038000103892807710211,,01,10,04,6103
3,28,038,0001,0389,280771,03,1,1,01,1,2,029,14,09,0,03,03,,28038000103892807710311,,01,10,03,4979
3,28,038,0001,0389,280771,03,1,1,02,4,2,052,27,02,1,02,06,,28038000103892807710311,,01,10,08,4979
3,28,038,0001,0389,280771,03,1,1,03,4,2,083,13,11,0,00,00,,28038000103892807710311,,01,10,11,4979
3,28,038,0001,0389,280771,03,1,1,04,4,2,010,12,09,0,02,05,,28038000103892807710311,,01,10,00,4979
3,28,038,0001,0389,280771,04,1,1,01,1,1,041,08,07,1,07,05,3,28038000103892807710411,,01,10,06,6716
3,28,038,0001,0389,280771,04,1,1,02,2,2,046,16,09,0,03,03,,28038000103892807710411,,01,10,07,6716
3,28,038,0001,0389,280771,04,1,1,03,3,1,014,05,03,0,03,02,,28038000103892807710411,,01,10,00,6716
3,28,038,0001,0389,280771,04,1,1,04,3,2,009,22,12,0,02,04,,28038000103892807710411,,01,10,00,6716
3,28,038,0001,0389,280771,05,1,1,01,1,2,065,13,01,0,02,06,,28038000103892807710511,,01,10,11,4669
3,28,038,0001,0389,280771,05,1,1,02,3,2,033,27,09,0,07,05,3,28038000103892807710511,,01,10,04,4669
3,28,038,0001,0389,280771,05,1,1,03,7,2,035,25,07,1,07,05,3,28038000103892807710511,,01,10,05,4669
3,28,038,0001,0393,280860,01,1,1,01,1,2,073,27,02,1,02,03,,28038000103932808600111,,01,10,11,3325
3,28,038,0001,0393,280860,01,1,1,02,3,1,080,06,02,0,07,05,3,28038000103932808600111,,01,10,11,3325
3,28,038,0001,0393,280860,01,1,1,03,3,2,034,01,09,0,04,02,,28038000103932808600111,,01,10,04,3325
3,28,038,0001,0393,280860,01,1,1,04,4,1,022,16,09,0,07,01,3,28038000103932808600111,,01,10,02,3325
3,28,038,0001,0393,280860,01,1,1,05,3,2,040,26,09,0,02,03,,28038000103932808600111,,01,10,06,3325
3,28,038,0001,0393,280860,01,1,1,06,4,1,015,14,10,0,04,01,,28038000103932808600111,,01,10,00,3325
3,28,038,0001,0393,280860,01,1,1,07,4,1,041,07,11,0,02,06,,28038000103932808600111,,01,10,06,3325
3,28,038,0001,0393,280860,02,1,1,01,1,2,023,01,05,0,04,02,,28038000103932808600211,,01,10,02,4723
3,28,038,0001,0393,280860,02,1,1,02,2,1,025,23,07,1,04,02,,28038000103932808600211,,01,10,03,4723
3,28,038,0001,0393,280860,03,1,1,01,1,2,019,10,04,1,04,03,,28038000103932808600311,,01,10,01,4211
3,28,038,0001,0393,280860,03,1,1,02,7,2,018,10,10,0,04,03,,28038000103932808600311,,01,10,01,4211
3,28,038,0001,0393,280860,04,1,1,01,1,2,072,01,11,1,02,03,,28038000103932808600411,,01,10,11,4907
3,28,038,0001,0393,280860,05,1,1,01,1,2,063,27,02,1,05,03,2,28038000103932808600511,,01,10,10,3613
3,28,038,0001,0393,280860,05,1,1,02,3,2,027,16,02,0,07,05,3,28038000103932808600511,,01,10,03,3613
3,28,038,0001,0393,280860,05,1,1,03,3,2,027,16,02,0,07,05,3,28038000103932808600511,,01,10,03,3613
3,28,038,0001,0425,280673,01,1,1,01,1,1,023,23,06,1,04,02,,28038000104252806730111,,01,10,02,6732
3,28,038,0001,0425,280673,01,1,1,02,2,2,024,27,01,0,03,03,,28038000104252806730111,,01,10,02,6732
3,28,038,0001,0425,280673,01,1,1,03,3,2,005,24,07,0,00,00,,28038000104252806730111,,01,10,00,6732
3,28,038,0001,0425,280673,02,1,1,01,1,2,074,02,12,0,02,06,,28038000104252806730211,,01,10,11,5629
3,28,038,0001,0425,280673,02,1,1,02,3,2,031,30,03,1,07,05,3,28038000104252806730211,,01,10,04,5629
3,28,038,0001,0425,280673,03,1,1,01,1,1,057,05,05,1,02,06,,28038000104252806730311,,01,10,09,5591
3,28,038,0001,0425,280673,03,1,1,02,2,2,049,21,03,0,06,02,2,28038000104252806730311,,01,10,07,5591
3,28,038,0001,0425,280673,03,1,1,03,3,2,027,17,10,0,03,03,,28038000104252806730311,,01,10,03,5591
3,28,038,0001,0425,280673,03,1,1,04,3,1,015,02,09,0,04,01,,28038000104252806730311,,01,10,00,5591
3,28,038,0001,0425,280673,04,1,1,01,1,1,049,14,02,0,07,01,3,28038000104252806730411,,01,10,07,4649
3,28,038,0001,0425,280673,04,1,1,02,2,2,049,05,06,0,02,06,,28038000104252806730411,,01,10,07,4649
3,28,038,0001,0425,280673,04,1,1,03,4,2,067,20,01,0,02,04,,28038000104252806730411,,01,10,11,4649
3,28,038,0001,0425,280673,04,1,1,04,3,2,025,09,07,1,06,02,3,28038000104252806730411,,01,10,03,4649
3,28,038,0001,0425,280673,05,1,1,01,1,1,073,06,11,1,00,00,,28038000104252806730511,,01,10,11,7357
3,28,038,0001,0529,280893,01,1,1,01,1,1,040,10,10,1,03,01,,28038000105292808930111,,01,10,06,11088
3,28,038,0001,0529,280893,01,1,1,02,2,2,038,11,09,0,02,06,,28038000105292808930111,,01,10,05,11088
3,28,038,0001,0529,280893,01,1,1,03,3,2,016,10,02,0,04,01,,28038000105292808930111,,01,10,00,11088
3,28,038,0001,0529,280893,01,1,1,04,3,2,015,16,08,0,04,01,,28038000105292808930111,,01,10,00,11088
3,28,038,0001,0529,280893,01,1,1,05,3,1,012,07,01,0,03,01,,28038000105292808930111,,01,10,00,11088
3,28,038,0001,0529,280893,01,1,1,06,3,2,011,14,05,0,02,05,,28038000105292808930111,,01,10,00,11088
3,28,038,0001,0529,280893,02,1,1,01,1,1,041,05,12,0,02,04,,28038000105292808930211,,01,10,06,9210
3,28,038,0001,0529,280893,02,1,1,02,2,2,033,27,06,1,03,03,,28038000105292808930211,,01,10,04,9210
3,28,038,0001,0529,280893,02,1,1,03,3,1,015,03,05,0,03,03,,28038000105292808930211,,01,10,00,9210
3,28,038,0001,0529,280893,02,1,1,04,3,2,015,11,08,0,03,02,,28038000105292808930211,,01,10,00,9210
3,28,038,0001,0529,280893,02,1,1,05,3,1,011,04,08,0,02,05,,28038000105292808930211,,01,10,00,9210
3,28,038,0001,0529,280893,02,1,1,06,4,2,073,18,10,0,00,00,,28038000105292808930211,,01,10,11,9210
3,28,038,0001,0529,280893,02,1,1,07,4,2,016,15,10,0,02,06,,28038000105292808930211,,01,10,00,9210
3,28,038,0001,0529,280893,03,1,1,01,1,1,037,28,03,1,03,03,,28038000105292808930311,,01,10,05,8370
3,28,038,0001,0529,280893,03,1,1,02,2,2,037,10,09,0,03,03,,28038000105292808930311,,01,10,05,8370
3,28,038,0001,0529,280893,03,1,1,03,3,2,018,17,10,0,04,01,,28038000105292808930311,,01,10,01,8370
3,28,038,0001,0529,280893,03,1,1,04,3,1,013,15,10,0,03,01,,28038000105292808930311,,01,10,00,8370
3,28,038,0001,0529,280893,03,1,1,05,3,2,006,06,02,0,01,01,,28038000105292808930311,,01,10,00,8370
3,28,038,0001,0529,280893,04,1,1,01,1,1,066,03,01,0,02,06,,28038000105292808930411,,01,10,11,7606
3,28,038,0001,0529,280893,04,1,1,02,2,2,055,22,03,0,03,03,,28038000105292808930411,,01,10,09,7606
3,28,038,0001,0529,280893,04,1,1,03,3,2,030,08,08,1,07,05,3,28038000105292808930411,,01,10,04,7606
3,28,038,0001,0529,280893,05,1,1,01,1,1,042,27,09,0,06,03,2,28038000105292808930511,,01,10,06,9753
3,28,038,0001,0529,280893,05,1,1,02,2,2,040,22,07,1,02,06,,28038000105292808930511,,01,10,06,9753
3,28,038,0001,0529,280893,05,1,1,03,3,2,014,09,03,0,03,02,,28038000105292808930511,,01,10,00,9753
3,28,038,0001,0529,280893,05,1,1,04,3,1,002,17,08,0,,,,28038000105292808930511,,01,10,00,9753
3,28,038,0001,0641,280575,01,1,1,01,1,1,074,11,11,0,02,01,,28038000106412805750111,,01,10,11,5924
3,28,038,0001,0641,280575,01,1,1,02,2,2,069,08,11,0,02,04,,28038000106412805750111,,01,10,11,5924
3,28,038,0001,0641,280575,01,1,1,03,3,2,039,20,03,1,07,05,3,28038000106412805750111,,01,10,05,5924
3,28,038,0001,0641,280575,01,1,1,04,4,1,023,05,01,0,04,03,,28038000106412805750111,,01,10,02,5924
3,28,038,0001,0641,280575,02,1,1,01,1,1,031,10,03,0,07,05,3,28038000106412805750211,,01,10,04,7647
3,28,038,0001,0641,280575,02,1,1,02,2,2,032,26,06,1,07,05,3,28038000106412805750211,,01,10,04,7647
3,28,038,0001,0641,280575,02,1,1,03,3,2,005,26,11,0,01,01,,28038000106412805750211,,01,10,00,7647
3,28,038,0001,0641,280575,04,1,1,01,1,1,028,06,08,1,02,06,,28038000106412805750411,,01,10,03,5625
3,28,038,0001,0641,280575,04,1,1,02,2,2,030,01,12,0,06,03,2,28038000106412805750411,,01,10,04,5625
3,28,038,0001,0641,280575,04,1,1,03,4,2,070,30,04,0,02,03,,28038000106412805750411,,01,10,11,5625
3,28,038,0001,0641,280575,04,1,1,04,4,2,033,29,08,0,06,03,2,28038000106412805750411,,01,10,04,5625
3,28,038,0001,0641,280575,04,1,1,05,3,1,003,19,12,0,,,,28038000106412805750411,,01,10,00,5625
3,28,038,0001,0641,280575,04,1,1,06,4,1,001,24,07,0,,,,28038000106412805750411,,01,10,00,5625
3,28,038,0001,0641,280575,05,1,1,01,1,1,053,14,02,0,02,06,,28038000106412805750511,,01,10,08,6154
3,28,038,0001,0641,280575,05,1,1,02,2,2,049,27,09,0,02,06,,28038000106412805750511,,01,10,07,6154
3,28,038,0001,0641,280575,05,1,1,03,3,2,027,31,03,1,07,05,3,28038000106412805750511,,01,10,03,6154
3,28,038,0001,0641,280629,01,1,1,01,1,1,036,16,02,0,03,03,,28038000106412806290111,,01,10,05,8239
3,28,038,0001,0641,280629,01,1,1,02,2,2,038,09,01,0,03,03,,28038000106412806290111,,01,10,05,8239
3,28,038,0001,0641,280629,01,1,1,03,3,1,018,01,09,0,02,06,,28038000106412806290111,,01,10,01,8239
3,28,038,0001,0641,280629,01,1,1,04,3,1,021,02,08,1,03,03,,28038000106412806290111,,01,10,02,8239
3,28,038,0001,0641,280629,01,1,1,05,3,1,009,04,02,0,02,02,,28038000106412806290111,,01,10,00,8239
3,28,038,0001,0641,280629,01,1,1,06,3,1,007,17,04,0,02,01,,28038000106412806290111,,01,10,00,8239
3,28,038,0001,0641,280629,02,1,1,01,1,1,026,11,03,0,03,03,,28038000106412806290211,,01,10,03,8617
3,28,038,0001,0641,280629,02,1,1,02,2,2,023,03,05,1,03,03,,28038000106412806290211,,01,10,02,8617
3,28,038,0001,0641,280629,02,1,1,03,3,1,004,24,06,0,,,,28038000106412806290211,,01,10,00,8617
3,28,038,0001,0641,280629,03,1,1,01,1,1,055,26,09,0,03,03,,28038000106412806290311,,01,10,09,7165
3,28,038,0001,0641,280629,03,1,1,02,2,2,056,24,07,1,02,03,,28038000106412806290311,,01,10,09,7165
3,28,038,0001,0641,280629,03,1,1,03,3,2,035,26,09,0,02,06,,28038000106412806290311,,01,10,05,7165
3,28,038,0001,0641,280629,04,1,1,01,1,2,034,03,03,1,03,03,,28038000106412806290411,,01,10,04,10178
3,28,038,0001,0641,280629,04,1,1,02,3,2,012,13,10,0,03,01,,28038000106412806290411,,01,10,00,10178
3,28,038,0001,0641,280629,04,1,1,03,3,1,009,14,08,0,02,02,,28038000106412806290411,,01,10,00,10178
3,28,038,0001,0641,280629,04,1,1,04,3,2,004,05,12,0,,,,28038000106412806290411,,01,10,00,10178
3,28,038,0001,0641,280629,05,1,1,01,1,1,038,23,09,0,03,03,,28038000106412806290511,,01,10,05,8350
3,28,038,0001,0641,280629,05,1,1,02,2,2,037,25,09,1,02,06,,28038000106412806290511,,01,10,05,8350
3,28,038,0001,1033,280581,02,1,1,01,1,1,047,19,02,1,07,03,3,28038000110332805810211,,01,10,07,6888
3,28,038,0001,1033,280581,02,1,1,02,2,2,043,06,11,0,07,05,3,28038000110332805810211,,01,10,06,6888
3,28,038,0001,1033,280581,02,1,1,03,3,1,019,01,09,0,07,01,3,28038000110332805810211,,01,10,01,6888
3,28,038,0001,1033,280581,02,1,1,04,3,2,012,12,10,0,03,01,,28038000110332805810211,,01,10,00,6888
3,28,038,0001,1033,280581,03,1,1,01,1,1,042,01,09,0,07,05,3,28038000110332805810311,,01,10,06,6548
3,28,038,0001,1033,280581,03,1,1,02,2,2,038,30,10,0,03,03,,28038000110332805810311,,01,10,05,6548
3,28,038,0001,1033,280581,03,1,1,03,3,2,013,21,12,0,03,01,,28038000110332805810311,,01,10,00,6548
3,28,038,0001,1033,280581,03,1,1,04,3,2,009,08,05,0,02,04,,28038000110332805810311,,01,10,00,6548
3,28,038,0001,1033,280581,03,1,1,05,4,2,079,08,01,1,00,00,,28038000110332805810311,,01,10,11,6548
3,28,038,0001,1033,280581,04,1,1,01,1,1,073,17,04,1,02,06,,28038000110332805810411,,01,10,11,6460
3,28,038,0001,1033,280581,04,1,1,02,2,2,065,13,10,0,02,02,,28038000110332805810411,,01,10,11,6460
3,28,038,0001,1033,280581,04,1,1,03,3,1,049,04,11,0,02,06,,28038000110332805810411,,01,10,07,6460
3,28,038,0001,1033,280581,05,1,1,01,1,1,077,30,04,1,02,02,,28038000110332805810511,,01,10,11,6712
3,28,038,0001,1033,280581,05,1,1,02,2,2,065,08,01,0,02,03,,28038000110332805810511,,01,10,11,6712
3,28,038,0001,1122,280719,01,1,1,01,1,1,062,13,10,0,02,06,,28038000111222807190111,,01,10,10,8917
3,28,038,0001,1122,280719,01,1,1,02,2,2,059,31,10,0,02,06,,28038000111222807190111,,01,10,09,8917
3,28,038,0001,1122,280719,01,1,1,03,3,1,038,30,01,0,02,06,,28038000111222807190111,,01,10,05,8917
3,28,038,0001,1122,280719,01,1,1,04,3,1,021,10,12,0,03,03,,28038000111222807190111,,01,10,02,8917
3,28,038,0001,1122,280719,01,1,1,05,4,2,018,23,05,1,04,01,,28038000111222807190111,,01,10,01,8917
3,28,038,0001,1122,280719,03,1,1,01,1,1,047,23,04,1,02,06,,28038000111222807190311,,01,10,07,10796
3,28,038,0001,1122,280719,03,1,1,02,2,2,040,09,11,3,02,01,,28038000111222807190311,,01,10,06,10796
3,28,038,0001,1122,280719,03,1,1,03,3,1,021,14,03,2,02,04,,28038000111222807190311,,01,10,02,10796
3,28,038,0001,1122,280719,05,1,1,01,1,2,050,30,03,1,02,03,,28038000111222807190511,,01,10,08,12028
3,28,038,0001,1122,280719,05,1,1,02,2,1,042,22,01,0,02,06,,28038000111222807190511,,01,10,06,12028
3,28,038,0001,1122,280719,05,1,1,03,3,2,025,04,11,0,02,03,,28038000111222807190511,,01,10,03,12028
3,28,038,0001,1122,280719,05,1,1,04,4,1,010,08,06,0,02,03,,28038000111222807190511,,01,10,00,12028
3,28,038,0001,1122,280719,05,1,1,05,4,1,006,31,03,0,02,01,,28038000111222807190511,,01,10,00,12028
3,28,038,0001,1122,280719,05,1,1,06,4,1,009,08,09,0,02,03,,28038000111222807190511,,01,10,00,12028
3,28,038,0001,1122,280719,05,1,1,07,4,2,004,25,06,0,,,,28038000111222807190511,,01,10,00,12028
3,28,038,0001,1122,280719,05,1,1,08,4,2,001,23,06,0,,,,28038000111222807190511,,01,10,00,12028
3,28,038,0001,1315,280707,01,1,1,01,1,2,050,13,02,0,07,05,3,28038000113152807070111,,01,10,08,4602
3,28,038,0001,1315,280707,01,1,1,02,3,2,026,11,08,1,07,05,3,28038000113152807070111,,01,10,03,4602
3,28,038,0001,1315,280707,01,1,1,03,3,2,022,18,07,0,07,05,3,28038000113152807070111,,01,10,02,4602
3,28,038,0001,1315,280707,02,1,1,01,1,1,047,02,02,0,03,02,,28038000113152807070211,,01,10,07,6837
3,28,038,0001,1315,280707,02,1,1,02,2,2,034,16,04,1,03,02,,28038000113152807070211,,01,10,04,6837
3,28,038,0001,1315,280707,02,1,1,03,3,2,009,05,08,0,02,03,,28038000113152807070211,,01,10,00,6837
3,28,038,0001,1315,280707,02,1,1,04,3,2,005,21,07,0,01,01,,28038000113152807070211,,01,10,00,6837
3,28,038,0001,1315,280707,03,1,1,01,1,1,041,07,01,0,07,05,3,28038000113152807070311,,01,10,06,6406
3,28,038,0001,1315,280707,03,1,1,02,2,2,042,08,10,1,06,01,2,28038000113152807070311,,01,10,06,6406
3,28,038,0001,1315,280707,03,1,1,03,3,1,015,14,03,0,04,01,,28038000113152807070311,,01,10,00,6406
3,28,038,0001,1315,280707,03,1,1,04,3,1,011,19,03,0,02,05,,28038000113152807070311,,01,10,00,6406
3,28,038,0001,1315,280707,04,1,1,01,1,2,039,17,03,1,04,02,,28038000113152807070411,,01,10,05,6655
3,28,038,0001,1315,280707,04,1,1,02,3,1,013,18,04,0,03,01,,28038000113152807070411,,01,10,00,6655
3,28,038,0001,1315,280707,04,1,1,03,3,1,015,27,09,0,04,01,,28038000113152807070411,,01,10,00,6655
3,28,038,0001,1315,280707,05,1,1,01,1,2,038,23,05,1,07,04,3,28038000113152807070511,,01,10,05,6663
3,28,038,0001,1315,280707,05,1,1,02,3,2,010,24,02,0,02,04,,28038000113152807070511,,01,10,00,6663
3,29,005,0001,001A,290233,01,1,1,01,1,1,045,27,04,1,07,05,3,290050001001A2902330111,,01,39,07,1543
3,29,005,0001,001A,290233,01,1,1,02,2,2,043,15,02,0,03,03,,290050001001A2902330111,,01,39,06,1543
3,29,005,0001,001A,290233,01,1,1,03,3,1,004,28,05,0,,,,290050001001A2902330111,,01,39,00,1543
3,29,005,0001,001A,290233,01,1,1,04,3,2,002,13,09,0,,,,290050001001A2902330111,,01,39,00,1543
3,29,005,0001,001A,290233,02,1,1,01,1,1,040,25,10,1,07,05,3,290050001001A2902330211,,01,39,06,1699
3,29,005,0001,001A,290233,02,1,1,02,2,2,040,22,10,0,04,03,,290050001001A2902330211,,01,39,06,1699
3,29,005,0001,001A,290233,02,1,1,03,3,2,013,20,04,0,03,01,,290050001001A2902330211,,01,39,00,1699
3,29,005,0001,001A,290233,02,1,1,04,3,2,009,09,10,0,02,04,,290050001001A2902330211,,01,39,00,1699
3,29,005,0001,001A,290233,02,1,1,05,3,2,008,28,06,0,02,01,,290050001001A2902330211,,01,39,00,1699
3,29,005,0001,001A,290233,03,1,1,01,1,2,040,21,10,1,04,03,,290050001001A2902330311,,01,39,06,1283
3,29,005,0001,001A,290233,03,1,1,02,4,1,037,02,10,0,06,03,2,290050001001A2902330311,,01,39,05,1283
3,29,005,0001,001A,290233,03,1,1,03,3,2,004,12,09,0,,,,290050001001A2902330311,,01,39,00,1283
3,29,005,0001,001A,290233,03,1,1,04,4,2,074,15,09,0,02,01,,290050001001A2902330311,,01,39,11,1283
3,29,005,0001,0344,290304,03,1,1,01,1,1,044,08,01,0,03,03,,29005000103442903040311,,01,39,06,1514
3,29,005,0001,0344,290304,03,1,1,02,2,2,045,12,08,1,03,03,,29005000103442903040311,,01,39,07,1514
3,29,005,0001,0344,290304,03,1,1,03,3,2,018,05,10,0,04,02,,29005000103442903040311,,01,39,01,1514
3,29,005,0001,0344,290304,03,1,1,04,3,2,014,29,11,0,03,03,,29005000103442903040311,,01,39,00,1514
3,29,005,0001,0344,290304,03,1,1,05,3,2,013,21,02,0,03,01,,29005000103442903040311,,01,39,00,1514
3,29,005,0001,0344,290304,03,1,1,06,3,2,005,30,06,0,01,01,,29005000103442903040311,,01,39,00,1514
3,29,005,0001,0344,290304,04,1,1,01,1,1,030,30,08,0,07,05,3,29005000103442903040411,,01,39,04,1653
3,29,005,0001,0344,290304,04,1,1,02,2,2,022,23,10,1,02,06,,29005000103442903040411,,01,39,02,1653
3,29,005,0001,0344,290304,04,1,1,03,3,2,006,20,12,0,02,01,,29005000103442903040411,,01,39,00,1653
3,29,005,0001,0344,290304,04,1,1,04,3,1,002,18,04,0,,,,29005000103442903040411,,01,39,00,1653
3,29,005,0001,0344,290304,04,1,1,05,3,1,000,05,01,0,,,,29005000103442903040411,,01,39,00,1653
3,29,005,0001,0344,290304,05,1,1,01,1,1,032,24,02,1,03,03,,29005000103442903040511,,01,39,04,1708
3,29,005,0001,0344,290304,05,1,1,02,2,2,034,29,12,2,03,03,,29005000103442903040511,,01,39,04,1708
3,29,005,0001,0344,290304,05,1,1,03,3,2,009,10,06,0,02,03,,29005000103442903040511,,01,39,00,1708
3,29,005,0001,0344,290304,05,1,1,04,3,2,007,21,11,0,02,02,,29005000103442903040511,,01,39,00,1708
3,29,005,0001,0344,290304,05,1,1,05,3,1,003,24,10,0,,,,29005000103442903040511,,01,39,00,1708
3,29,005,0002,0698,290355,01,1,1,01,1,2,038,27,10,1,03,03,,29005000206982903550111,,01,39,05,1730
3,29,005,0002,0698,290355,01,1,1,02,2,1,015,03,06,0,03,03,,29005000206982903550111,,01,39,00,1730
3,29,005,0002,0698,290355,01,1,1,03,2,1,012,22,04,0,02,06,,29005000206982903550111,,01,39,00,1730
3,29,005,0002,0698,290355,02,1,1,01,1,1,035,11,04,1,03,03,,29005000206982903550211,,01,39,05,1665
3,29,005,0002,0698,290355,02,1,1,02,2,2,035,08,09,0,03,03,,29005000206982903550211,,01,39,05,1665
3,29,005,0002,0698,290355,02,1,1,03,3,1,010,10,03,0,02,05,,29005000206982903550211,,01,39,00,1665
3,29,005,0002,0698,290355,02,1,1,04,3,1,007,10,09,0,02,02,,29005000206982903550211,,01,39,00,1665
3,29,005,0002,0698,290355,03,1,1,01,1,2,074,19,03,0,02,01,,29005000206982903550311,,01,39,11,1584
3,29,005,0002,0698,290355,03,1,1,02,2,2,035,12,06,1,02,06,,29005000206982903550311,,01,39,05,1584
3,29,005,0002,0698,290355,03,1,1,03,4,2,013,03,11,0,03,02,,29005000206982903550311,,01,39,00,1584
3,29,005,0002,0698,290355,03,1,1,04,4,2,011,21,03,0,02,04,,29005000206982903550311,,01,39,00,1584
3,29,005,0002,0698,290355,05,1,1,01,1,1,032,08,09,0,04,02,,29005000206982903550511,,01,39,04,1666
3,29,005,0002,0698,290355,05,1,1,02,2,2,031,11,05,1,07,05,3,29005000206982903550511,,01,39,04,1666
3,29,005,0002,0698,290355,05,1,1,03,3,2,010,03,10,0,02,05,,29005000206982903550511,,01,39,00,1666
3,29,010,0001,0363,290215,01,1,1,01,1,2,070,22,03,0,02,03,,29010000103632902150111,,01,39,11,2188
3,29,010,0001,0363,290215,01,1,1,02,4,2,018,10,07,1,04,03,,29010000103632902150111,,01,39,01,2188
3,29,010,0001,0363,290215,01,1,1,03,4,2,012,12,12,0,02,06,,29010000103632902150111,,01,39,00,2188
3,29,010,0001,0363,290215,04,1,1,01,1,1,023,24,12,0,04,03,,29010000103632902150411,,01,39,02,2302
3,29,010,0001,0363,290215,04,1,1,02,2,2,027,22,06,1,03,03,,29010000103632902150411,,01,39,03,2302
3,29,010,0001,0363,290215,05,1,1,01,1,1,039,15,10,0,03,03,,29010000103632902150511,,01,39,05,2159
3,29,010,0001,0363,290215,05,1,1,02,2,2,034,21,06,1,03,02,,29010000103632902150511,,01,39,04,2159
3,29,010,0001,0363,290215,05,1,1,03,3,1,015,25,03,0,03,03,,29010000103632902150511,,01,39,00,2159
3,29,010,0001,0363,290215,05,1,1,04,3,1,012,25,05,0,02,06,,29010000103632902150511,,01,39,00,2159
3,29,010,0001,0363,290215,05,1,1,05,3,2,011,27,06,0,02,05,,29010000103632902150511,,01,39,00,2159
3,29,010,0001,0363,290215,05,1,1,06,4,1,065,27,10,0,00,00,,29010000103632902150511,,01,39,11,2159
3,29,010,0001,0363,290215,05,1,1,07,4,2,063,07,10,0,00,00,,29010000103632902150511,,01,39,10,2159
3,29,023,0001,0041,290034,01,1,3,01,1,1,075,07,05,1,00,00,,29023000100412900340113,,01,39,11,1114
3,29,023,0001,0041,290034,01,1,3,02,2,2,067,25,02,0,00,00,,29023000100412900340113,,01,39,11,1114
3,29,023,0001,0041,290034,01,2,3,01,1,2,042,26,04,0,02,06,,29023000100412900340123,,01,39,06,1114
3,29,023,0001,0041,290034,01,2,3,02,3,1,019,28,12,0,02,06,,29023000100412900340123,,01,39,01,1114
3,29,023,0001,0041,290034,01,2,3,03,3,1,018,26,07,1,02,06,,29023000100412900340123,,01,39,01,1114
3,29,023,0001,0041,290034,01,3,3,01,1,1,036,13,10,0,03,03,,29023000100412900340133,,01,39,05,1114
3,29,023,0001,0041,290034,01,3,3,02,2,2,029,23,08,1,03,03,,29023000100412900340133,,01,39,03,1114
3,29,023,0001,0041,290034,01,3,3,03,3,2,008,25,01,0,02,01,,29023000100412900340133,,01,39,00,1114
3,29,023,0001,0041,290034,02,1,1,01,1,1,057,17,04,1,03,03,,29023000100412900340211,,01,39,09,1553
3,29,023,0001,0041,290034,02,1,1,02,2,2,050,16,01,0,02,04,,29023000100412900340211,,01,39,08,1553
3,29,023,0001,0041,290034,02,1,1,03,3,2,027,03,02,0,03,03,,29023000100412900340211,,01,39,03,1553
3,29,023,0001,0041,290034,02,1,1,04,4,2,007,19,01,0,02,01,,29023000100412900340211,,01,39,00,1553
3,29,023,0001,0041,290034,02,1,1,05,4,2,002,06,04,0,,,,29023000100412900340211,,01,39,00,1553
3,29,023,0001,0041,290034,03,1,1,01,1,1,059,22,03,0,02,03,,29023000100412900340311,,01,39,09,1695
3,29,023,0001,0041,290034,03,1,1,02,2,2,043,04,04,1,02,06,,29023000100412900340311,,01,39,06,1695
