"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2,C,1","S4P33_3,C,1","S4P33_4,C,1","S4P33_5,C,1","S4P33_6,C,1","S4P33_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,20","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P6_14,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S5OBS,C,50","FAC,N,6,0"
0809,0145,39,0008,29,0034,1,1,01,2,3,3,2,1,4,2,2,3,2,1,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,1,3,2,1,,1,,3,2,,2,3,1,1,1,1,1,1,2,1,3,1,3,1,2,1,2,2,2,2,3,3,2,2,,1,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13918
0809,0145,39,0054,29,0034,3,1,02,2,2,2,2,2,2,3,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,3,2,2,1,,2,,1,2,,2,2,1,1,1,1,1,2,1,1,1,1,3,1,2,1,2,2,3,3,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13864
0809,0145,39,0073,29,0034,4,1,02,1,2,1,1,3,3,3,2,1,3,2,3,2,2,3,2,3,1,1,1,2,2,2,3,2,3,2,1,3,2,3,3,3,1,1,2,2,3,1,1,,1,,3,2,,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,3,2,3,3,3,3,3,2,,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,2,,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,4,1,1,1,2,1,1,2,2,,19082
0809,0145,39,0093,29,0034,5,1,05,2,2,3,3,2,4,2,4,3,2,2,3,2,2,2,2,2,2,2,2,3,1,2,2,2,4,2,2,4,1,3,1,2,1,1,4,4,1,1,1,,1,,3,2,,2,2,1,2,1,2,2,1,1,2,2,3,3,1,1,1,2,2,2,4,4,1,4,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34088
0809,0531,39,0061,29,0062,2,1,02,2,2,2,3,2,3,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,2,1,,2,,1,2,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3,2,1,1,0,1,0,0,0,1,1,1,2,2,1,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,4,2,2,2,,20395
0809,0531,39,0150,29,0062,4,1,02,2,2,2,2,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,3,2,1,,3,AMBAS,3,2,,1,3,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,3,3,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,2,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,1,1,1,2,,13544
0809,0213,39,0012,29,0071,1,1,02,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,2,2,2,3,3,3,1,,2,,2,2,,2,2,2,1,1,1,1,1,1,1,3,3,1,1,2,1,3,3,3,1,3,4,3,2,,3,1,1,0,0,0,1,0,1,1,1,1,2,1,1,1,2,2,,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,4,2,1,2,2,2,4,2,1,,11525
0809,0213,39,0037,29,0071,2,1,03,2,2,1,2,2,3,3,2,2,2,2,3,2,2,3,2,3,1,2,1,2,2,2,3,2,3,1,1,3,2,3,3,3,1,1,2,3,3,2,2,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,3,4,3,3,2,3,2,,3,1,1,0,1,0,1,0,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,5,2,1,1,2,3,3,2,2,,24400
0809,0213,39,0063,29,0071,3,1,04,2,3,3,2,2,3,3,3,2,2,2,3,2,2,2,2,2,1,2,1,3,2,3,3,1,3,1,2,3,2,3,3,3,2,2,3,3,2,3,1,,2,,3,2,,2,3,1,1,2,1,2,2,1,1,3,1,3,1,2,2,2,2,4,2,4,4,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31608
0809,0213,39,0088,29,0071,4,1,01,2,2,1,1,1,2,1,2,3,2,1,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,3,1,3,3,2,1,1,3,3,3,2,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,2,,1,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18487
0809,0213,39,0111,29,0071,5,1,01,2,2,2,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,2,2,3,2,2,2,2,,2,,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,3,2,3,2,3,3,3,2,,1,1,1,0,0,0,0,0,1,1,1,2,1,2,1,1,2,2,,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,3,2,3,2,2,2,3,1,2,,15317
0809,0363,39,0013,29,0215,1,1,03,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,3,3,2,2,1,,2,,1,2,,2,1,2,1,2,2,1,1,1,1,3,1,3,1,2,1,2,2,3,3,3,3,2,2,,3,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27550
0809,0363,39,0053,29,0215,2,1,02,2,2,2,1,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,3,3,3,3,1,,2,,3,2,,2,2,2,2,2,2,1,2,1,2,1,3,3,1,2,1,2,3,2,2,3,3,3,2,,1,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18076
0809,0363,39,0095,29,0215,3,1,03,2,2,2,3,2,2,3,3,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,5,5,2,2,2,2,2,2,1,,1,,3,2,,2,3,4,1,1,1,1,4,1,4,3,3,3,2,,,2,2,3,2,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29761
0809,0363,39,0136,29,0215,4,1,02,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,3,3,3,2,2,,2,,3,2,,2,1,2,1,1,1,1,1,1,3,2,3,3,1,2,1,2,2,3,2,3,3,2,1,3,3,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19776
0809,0363,39,0117,29,0215,5,1,02,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,2,,2,,2,2,,2,1,2,1,1,2,2,2,2,2,3,4,3,1,1,1,2,2,2,2,2,2,2,1,3,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,,18076
0809,0688,39,0035,29,0242,2,1,02,5,2,2,2,2,2,3,2,2,2,2,3,2,2,5,2,2,2,2,2,1,2,2,2,2,3,2,2,5,2,3,3,2,5,3,3,3,2,2,1,,1,,1,2,,2,1,4,4,1,4,1,1,1,4,5,5,5,2,,,2,2,2,5,2,2,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16079
0809,0688,39,0070,29,0242,3,1,01,2,2,2,2,2,3,3,2,3,3,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,3,2,3,2,1,,2,,3,2,,2,2,3,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,2,2,3,3,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10922
0809,0688,39,0134,29,0242,5,1,03,2,2,2,2,2,2,3,2,2,3,2,3,2,1,4,2,3,2,2,1,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,1,,2,,2,2,,2,3,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,3,2,2,2,,3,1,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20958
0809,0476,39,0001,29,0283,1,1,01,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3,3,2,2,3,3,2,3,1,,2,,3,2,,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,3,2,2,2,2,2,,3,1,1,1,1,1,0,0,1,1,1,2,2,2,1,2,2,2,,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,4,4,4,4,,25886
0809,0476,39,0036,29,0283,2,1,02,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,3,3,2,2,2,3,2,3,3,MEDIANAMENTE,2,,3,2,,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,3,3,3,3,2,2,,1,1,1,0,0,0,0,0,1,1,1,3,1,1,1,1,3,2,,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,5,2,1,2,2,1,2,1,1,,29081
0809,0476,39,0081,29,0283,3,1,03,2,2,2,3,2,2,3,2,2,3,1,1,2,3,4,1,1,3,2,3,4,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,1,,2,,3,2,,2,2,1,1,1,3,1,2,1,1,3,1,1,1,2,1,2,3,2,2,2,2,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16718
0809,1120,39,0102,29,0327,3,1,02,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,1,,2,,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,3,2,3,2,3,2,2,2,,3,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,,16445
0809,0029,39,0016,29,0342,1,1,02,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,1,,1,,3,2,,2,1,2,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,2,2,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16471
0809,0029,39,0045,29,0342,2,1,03,1,1,1,3,3,3,3,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,2,1,1,3,1,1,3,3,3,3,1,1,2,3,3,1,1,2,,2,,3,2,,2,2,2,1,2,3,1,1,1,1,1,1,3,1,2,1,1,1,3,1,3,3,3,1,1,3,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26202
0809,0029,39,0066,29,0342,3,1,02,3,3,3,2,2,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,2,3,3,3,2,2,3,2,2,3,1,,2,,3,2,,2,3,1,1,1,1,1,1,1,1,3,2,3,1,2,2,2,2,3,3,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14333
0809,0029,39,0088,29,0342,4,1,01,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,2,2,2,3,2,3,1,,2,,2,2,,2,2,1,1,2,1,1,1,1,1,1,1,4,1,1,1,3,2,3,2,3,3,2,1,3,3,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,2,2,,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,3,1,1,1,2,2,1,1,1,,17115
0809,0029,39,0118,29,0342,5,1,01,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,3,1,1,3,2,3,3,2,1,2,2,3,2,3,1,,1,,1,2,,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,1,3,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,3,1,2,1,2,1,4,1,1,,14734
0809,0363,39,0013,29,0215,1,2,02,2,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,,1,,3,2,,2,2,2,1,1,2,1,1,1,1,3,3,3,2,,,2,2,2,3,2,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22984
0809,0363,39,0013,29,0215,1,3,01,2,2,2,2,2,2,3,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,2,3,2,4,2,1,4,1,4,4,1,2,2,1,4,4,1,1,,1,,3,2,,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,2,,3,1,1,0,1,1,1,0,1,1,1,1,2,2,1,1,2,2,,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,4,2,1,1,1,1,1,2,1,,22984
0809,0531,39,0094,29,0062,3,1,07,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,5,2,2,3,2,3,2,3,3,2,3,3,2,2,2,2,3,3,2,1,,1,,1,2,,2,3,1,1,2,1,1,1,1,1,3,3,3,1,2,1,2,2,3,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47405
0809,0198,39,0021,29,0141,1,1,03,2,2,2,2,2,4,3,2,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,4,3,3,2,2,,2,,1,2,,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,1,2,2,3,1,3,3,1,1,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,5,2,1,1,2,1,2,2,1,,22063
0809,0198,39,0054,29,0141,2,1,01,2,2,2,2,3,4,2,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,4,2,2,2,1,,1,,3,2,,2,2,1,1,1,1,1,1,1,2,1,1,3,2,,,2,3,2,1,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41967
0809,0198,39,0083,29,0141,3,1,02,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,2,1,1,2,3,2,2,1,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,1,2,2,2,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16972
0809,0198,39,0121,29,0141,4,1,01,2,2,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,3,3,2,2,3,2,2,3,2,3,3,2,1,1,3,2,2,2,1,,2,,3,2,,2,3,1,1,1,2,1,1,1,1,1,1,3,2,,,1,2,3,2,3,3,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11315
0809,0198,39,0151,29,0141,5,1,02,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,,2,,1,2,,2,1,2,1,1,2,1,1,1,2,1,1,3,2,,,1,2,2,2,3,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031
0809,0688,39,0101,29,0242,4,1,02,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,5,2,3,3,2,2,2,3,2,3,2,1,,2,,3,2,,2,2,2,1,2,4,1,2,2,2,1,1,1,1,2,1,2,2,3,2,3,3,2,2,,2,1,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8633
0809,009A,39,0018,29,0243,1,1,01,2,2,2,2,2,3,3,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,,2,,2,2,,2,1,2,1,2,2,1,2,1,1,1,1,3,2,,,1,2,2,1,1,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17310
0809,009A,39,0043,29,0243,2,1,03,2,2,2,2,2,3,3,2,3,3,2,3,1,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,5,2,2,1,2,2,2,1,,1,,1,2,,2,1,2,1,2,2,1,1,1,1,1,1,1,2,,,1,2,1,1,1,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17205
0809,009A,39,0069,29,0243,3,1,03,2,3,2,3,3,3,3,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,2,2,1,3,4,2,2,1,,1,,1,2,,2,3,1,1,1,1,1,1,1,2,1,3,3,1,2,2,1,2,3,2,3,3,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20107
0809,009A,39,0095,29,0243,4,1,01,5,5,3,2,2,2,2,2,5,3,2,3,1,2,3,1,3,2,2,2,2,2,2,5,2,2,1,2,3,3,5,2,2,2,2,2,2,2,3,1,,1,,3,2,,2,2,2,1,1,2,2,2,1,2,1,1,1,2,,,1,1,2,2,5,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6450
0809,009A,39,0125,29,0243,5,1,02,2,2,2,2,2,2,4,2,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,4,1,2,4,4,2,2,1,4,1,1,2,,2,,1,2,,2,1,2,2,1,1,2,2,2,1,1,1,3,1,2,1,1,1,4,1,4,1,1,2,,3,1,1,1,0,0,0,0,1,1,1,1,2,1,1,1,2,2,,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,3,2,1,1,1,2,2,2,2,,11263
0809,0476,39,0149,29,0283,5,1,01,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2,,1,,2,1,3,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,3,2,3,2,3,2,2,2,,4,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,3,2,1,2,3,2,2,2,2,,9644
0809,0133,39,0117,29,0297,3,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,1,,1,,3,2,,2,3,2,2,1,1,1,2,1,1,2,3,3,1,2,1,2,2,3,3,2,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4543
0809,0133,39,0190,29,0297,5,1,01,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,2,,2,,3,2,,2,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22889
0809,0344,39,0029,29,0304,2,1,03,2,2,2,2,3,3,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,2,2,3,2,2,3,2,,2,,2,2,,2,2,4,1,2,2,2,2,2,4,3,1,3,1,2,1,2,2,3,3,2,3,2,2,,2,1,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17157
0809,0344,39,0054,29,0304,3,1,05,2,2,3,3,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,3,2,2,3,3,2,2,2,2,3,2,1,,2,,2,2,,2,2,2,1,1,3,2,3,1,3,3,3,3,1,1,1,2,2,3,2,2,2,3,1,3,3,1,0,0,1,0,1,0,1,1,1,1,2,1,1,2,2,2,,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,5,2,1,3,2,2,4,2,4,,30649
0809,0344,39,0100,29,0304,5,1,01,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,2,2,2,2,3,3,2,2,,2,,3,2,,2,2,3,1,2,1,2,1,1,1,1,1,4,1,2,1,2,2,2,3,2,2,2,2,,2,1,1,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14380
0809,1120,39,0030,29,0327,1,1,06,2,2,2,3,4,5,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,5,3,3,3,2,2,2,2,3,2,2,1,,3,AMBAS DEPENDIENDO DEL TEMA QUE SE TRATE,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,3,2,3,2,2,3,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36991
0809,1120,39,0133,29,0327,4,1,01,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,3,3,3,2,1,,2,,2,2,,2,3,3,2,3,4,3,1,2,2,1,1,1,2,,,2,2,2,2,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18496
0809,1120,39,0163,29,0327,5,1,01,2,2,2,2,2,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,1,,2,,3,2,,2,2,2,2,1,4,2,2,1,1,3,3,4,1,2,1,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32295
0809,0012,39,0012,29,0386,1,1,01,2,2,2,2,2,2,3,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,3,3,3,2,1,,2,,3,2,,2,1,2,1,1,2,1,1,1,1,1,1,3,2,,,1,2,2,2,2,2,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13967
0809,0012,39,0040,29,0386,2,1,01,2,2,2,2,2,4,4,2,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,3,3,2,1,2,4,3,2,2,1,,1,,2,2,,2,1,2,1,1,1,1,1,1,1,2,1,3,1,2,1,2,2,2,2,2,3,3,2,,3,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,2,2,,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,4,2,1,2,2,2,2,3,2,,6978
0809,0012,39,0068,29,0386,3,1,01,2,3,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,3,2,2,2,3,4,2,2,2,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,2,2,2,2,3,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15697
0809,0012,39,0095,29,0386,4,1,01,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,1,1,2,3,3,3,1,1,3,2,2,2,2,,2,,2,2,,2,1,3,1,1,1,1,1,1,1,3,3,3,1,2,1,3,2,3,2,3,3,3,2,,1,1,1,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13704
0809,0012,39,0122,29,0386,5,1,01,2,5,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,3,2,,2,2,2,1,2,2,1,2,1,2,1,1,1,2,,,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15697
