"PER,C,4","AGEB,C,4","CD,C,2","PRO_VIV,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,4","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,4","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1,C,1","S4P22_2,C,1","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","FAC,N,6,0"
0809,0228,43,0074,13,1104,4,1,02,04,3,,,,,,,,1,17,2,,,2,2,1,,1,ASESORIA A PÚBLICO Y LLENADO DE ACTAS DE NACIMIENTO EN REGISTRO CIVIL,6270,EMPLEADA ADMINISTRATIVO,PRESIDENCIA MUNICIPAL AREA REGISTRO CIVIL,9313,ATENCIÓN Y QUEJAS DE LOS CIUDADANOS Y REGISTRO EN LIBROS D NACIMIENTOS,3,3,2,2,2,2,3,2,,,,,,,,,1,1,1,0,0,1,1,1,0,1,0,,3,3,3,3,3,3,3,6,2,5,1,4,3,,,,005,002,001,000,,,7,16,08,01,00,,,,,,,1,01,02,,1,1,35,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,3,2,3,06,08,05,07,08,05,04,06,07,06,06,04,3,3,4,2,2,2,3,4,3,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,3,,1,3,2,,,,,3,2,2,3,3,3,3,3,3,3,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,3,3,2,,2,2,3,3,2,2,3,3,3,3,3,12110
0809,0228,43,0098,13,1104,5,1,01,07,3,3411,MEDICO GENERAL,3,1,1,1,1,1,22,1,2,2,,,4,5,,,,,,,,,4,3,3,3,3,3,3,,,,,,,,,1,1,1,0,1,1,0,1,1,0,0,,3,3,3,3,3,3,3,5,3,6,2,4,1,,,,005,002,000,002,001,000,0,,,,00,,,,,,,1,01,04,,1,1,3,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,,1,1,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,3,3,11,08,08,07,08,08,08,08,08,07,07,06,3,3,3,3,3,1,2,3,3,3,3,3,3,3,2,2,2,2,4,3,2,2,2,2,4,2,,1,3,2,,,,,3,4,4,4,4,4,4,3,4,4,1,2,2,1,2,1,2,1,1,1,1,2,1,3,1,2,2,2,2,1,3,3,1,3,1,1,1,1,1,1,2,3,4,4,4,4920
0809,0054,43,0097,13,1159,4,1,01,03,3,,,,,,,,,,,,,,,1,,1,SERVIDOR PUBLICO RESGUARDAR SEGURIDAD PUBLICA,8301,POLICIA OPERATIVO TERCERO,GOBIERNO DEL ESTADO SECRETARIA DE SEGURIDAD PUBLIC,9313,VIGILILAR SEGURIDAD PUBLICA DEL ESTADO,2,3,4,1,1,2,2,4,,,,,,,,,0,1,1,0,0,0,0,0,1,1,0,,3,3,2,2,2,2,2,6,4,5,1,2,3,,,,010,010,000,000,,,2,02,01,00,05,05,01,01,SELECCIONES,AÑO CERO,,1,02,04,,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,3,2,01,10,05,10,08,03,05,07,07,10,10,10,3,3,3,2,2,2,3,3,3,3,3,2,2,5,2,2,4,2,4,2,4,1,2,2,4,5,,2,1,3,,,,,2,2,2,4,2,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,3,2,2,,2,2,2,2,3,2,3,3,2,2,3,10307
0809,2332,43,0128,13,1238,4,1,03,07,4,3741,LIC EN DERECHO,3,2,2,2,2,2,24,2,,,2,2,3,5,,,,,,,,,2,2,2,2,2,2,3,,,,,,,,,1,1,0,0,0,0,0,0,1,1,0,,2,2,2,2,3,3,2,3,5,6,2,4,1,,,,020,010,000,000,,,7,07,01,00,01,02,00,00,QUIEN,,,1,01,04,,1,1,3,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,,2,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,3,3,2,3,3,10,10,10,08,09,06,07,08,09,05,08,06,3,4,4,4,2,2,3,3,4,4,4,2,3,2,3,3,3,2,3,3,4,1,3,1,3,4,,1,3,2,,,,,2,2,3,3,3,3,3,3,3,3,1,2,1,2,2,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,3,3,1,3,2,3,2,2,2,3,3,3,3,3,3,18743
0809,2332,43,0167,13,1238,5,1,02,07,4,3921,LIC EN ADMINISTRACION,3,2,2,2,1,1,25,2,,,2,2,1,,4,COMPRA Y VENTA ARTICULOS DE PLATERIA,7100,VENDEDOR DE PLATERIA ESTABLECIDO,COMPRAVENTA DE PLATERIA SIN NOMBRE,4651,COMPRA VENTA DE PLATERIA EN UN LOCAL AL MENUDEO AL PÚBLICO EN GRAL.,2,2,3,3,3,2,3,3,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,2,2,3,3,2,3,2,6,4,5,2,3,1,,,,004,001,001,003,000,000,0,,,,02,02,01,01,MUY INTERESANTE,SELECCIONES,,1,01,02,,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,3,2,3,3,07,07,07,09,08,08,07,08,08,09,09,07,3,3,4,2,2,2,2,2,3,4,2,2,3,2,3,1,3,2,3,1,4,1,3,2,1,4,,2,3,1,,,,,3,2,2,2,3,3,4,4,3,3,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,3,2,3,2,1,3,1,2,2,2,2,2,3,3,2,3,3,11871
0809,0420,43,0040,13,1292,2,1,01,07,6,3921,LIC EN ADMINISTRACION DE EMPRESAS,3,1,1,1,1,1,25,2,,,2,2,6,5,,,,,,,,,1,4,4,3,4,4,3,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,,2,4,4,4,4,4,4,2,3,6,4,1,5,,,,009,007,002,000,,,7,14,07,07,02,08,00,00,TV NOTAS,,,1,01,00,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,3,4,4,4,4,4,01,03,03,02,01,03,01,03,02,01,01,01,3,3,4,4,4,2,4,4,4,4,4,4,3,4,2,2,3,3,2,2,3,2,4,2,4,4,,2,3,1,,,,,3,3,3,3,5,4,3,3,5,4,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,3,2,,2,2,2,2,2,2,2,3,3,3,4,19265
0809,0420,43,0117,13,1292,5,1,02,04,2,,,,,,,,2,17,2,,,2,1,5,5,,,,,,,,,2,3,2,2,2,2,2,,,,,,,,,1,0,1,1,0,0,0,1,1,0,0,,2,2,2,2,2,3,2,4,6,3,1,5,2,,,,028,014,000,014,014,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,1,1,0,,3,2,2,2,2,2,09,10,08,10,10,10,08,10,10,10,10,07,3,3,3,2,1,1,2,3,2,2,4,2,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,3,1,,,,,,3,4,3,4,4,3,4,3,4,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,4,2,,2,2,2,2,2,2,2,2,2,2,2,12775
0809,0529,43,0010,13,1313,1,1,01,09,3,4172,GEOLOGIA MINERA,4,2,1,1,1,1,39,2,,,1,1,1,,1,ANALISIS Y ESTUDIO DE LA TIERRA PARA YACIMIENTOS MINERALES Y COLABORAR PARA EL DESARROLLO,6131,JEFE DE METALOGENIA,SERVICIO GEOLOGICO MEXICANO,2331,EXPLORACIÓN GEOLÓGICA DE YACIMIENTOS MINERALRES Y ZONAS DE RIESGOS,1,4,3,2,2,2,3,3,,,,,,,,,0,1,1,0,0,0,0,0,1,0,1,CIENCIAS DE LAS TIERRA,4,3,2,2,2,4,3,6,5,3,2,4,1,,,,010,006,000,000,,,0,,,,04,02,00,02,SOCIEDAD GEOLOGICA MEXICANA,REVISTA DEL INSTITUTO DE GEOLOGIA DE LA UNAM,SOCIEDAD GEOLOGICA DE AMERICA,1,01,02,,1,1,10,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,0,0,0,0,0,0,,3,3,2,3,3,3,06,07,05,08,07,07,06,07,06,05,05,05,2,2,4,2,1,2,2,3,3,2,3,3,2,1,1,1,4,1,3,3,3,1,3,1,4,4,,2,1,3,,,,,3,2,2,2,2,2,3,4,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,3,2,1,3,2,2,2,2,2,2,2,2,3,3,3,9030
0809,0529,43,0037,13,1313,2,1,01,02,6,,,,,,,,,,,,,,,8,5,,,,,,,,,1,3,2,2,2,4,2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,1,3,3,3,3,4,2,4,2,3,5,1,6,,,,014,005,000,000,,,2,02,01,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,2,2,5,5,06,10,01,10,10,10,08,10,10,10,10,08,3,3,4,4,1,1,2,3,2,4,3,1,2,5,2,5,5,5,5,5,3,3,3,4,5,5,,2,3,1,,,,,5,5,5,5,5,5,5,5,5,5,1,3,3,1,3,2,1,1,3,2,1,3,3,3,3,3,3,3,3,1,5,4,2,,2,5,5,5,5,5,5,5,5,5,5,42419
0809,0529,43,0079,13,1313,4,1,01,02,6,,,,,,,,,,,,,,,1,,4,VENTA DE POSTRES EN LAS CASAS,7210,VENDEDOR DE POSTRES AMBULANTE,VENDEDOR DE POSTRES SIN NOMBRE,4612,ELABORACION DE GELATINAS FLANES Y PASTELES,2,3,3,4,4,2,3,4,1,1,0,0,0,0,0,,,,,,,,,,,,,,3,3,4,4,2,3,4,3,5,4,1,2,6,,,,002,001,000,000,,,0,,,,00,,,,,,,1,01,00,,1,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,,,,,,,,,,,,1,0,1,0,0,0,0,0,,2,2,3,5,5,5,08,10,07,10,10,09,09,10,10,10,10,10,3,3,4,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,,,,,,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,2,,2,2,2,2,2,2,2,3,2,3,3,5238
0809,0529,43,0097,13,1313,5,1,02,09,2,5960,MERCADOTECNIA,4,2,1,1,1,1,26,2,,,2,2,1,,1,ASISTENCIA Y APOYO FAMILIAR,6132,JEFE DE OFICINA DE AREA DE SUD TECNICA,DIF ESTATAL,9313,AL DESARROLO INTEGRAL FAMILIAR,2,3,3,2,2,2,2,2,,,,,,,,,1,1,1,0,1,0,1,1,1,0,0,,2,2,2,2,2,3,2,6,4,2,3,5,1,,,,005,003,001,000,,,5,04,01,00,03,04,01,01,DISCOVERY,EL CUD,,1,01,02,,1,1,10,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,1,2,06,09,08,09,07,05,05,07,07,07,06,07,3,2,4,2,1,1,2,3,2,4,2,2,2,1,2,2,2,2,2,3,2,1,2,1,2,3,,2,3,1,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,1,3,2,2,2,2,2,3,2,2,2,3,3,9538
0809,0435,43,0031,13,1355,2,1,04,03,3,,,,,,,,,,,,,,,1,,1,LAVA BARRE SACUDE CASA HABITACION,8200,EMPLEADA DOMÉSTICA,HOGAR CON SERVICIO DOMÉSTICO,8140,HOGAR CON SERVICIO DOMÉSTICO,2,2,3,2,2,2,3,2,,,,,,,,,1,1,1,1,1,0,1,1,0,0,0,,3,3,3,3,3,3,3,2,4,5,3,1,6,,,,021,007,000,007,000,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,2,2,2,2,3,2,07,09,08,09,09,10,10,10,10,10,10,08,2,2,4,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,3,3,3,2,4,2,4,4,3,2,1,,,,,,3,4,3,4,3,3,4,4,3,3,3,1,1,1,1,1,1,3,3,3,1,2,3,3,3,3,2,1,3,1,4,3,2,,2,2,2,2,2,3,2,2,2,2,3,14673
0809,0435,43,0043,13,1355,3,1,02,05,4,7110,MAESTRA DE PRIMARIA,2,,,,,2,18,2,,,2,2,5,5,,,,,,,,,3,3,3,3,2,3,3,,,,,,,,,0,1,1,0,0,0,1,1,0,1,0,,3,3,3,3,3,3,3,2,3,4,5,1,6,,,,058,014,000,000,,,0,,,,00,,,,,,,1,01,04,,1,2,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,3,3,2,2,2,05,07,04,09,07,05,07,09,08,04,05,05,4,4,2,4,2,2,4,4,4,4,2,2,2,4,2,2,3,2,3,3,2,2,3,2,3,3,3,1,2,,,,,,3,4,3,3,2,2,3,4,2,2,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,2,2,2,1,1,3,3,2,,2,3,3,2,3,2,2,3,2,3,2,12884
0809,0435,43,0060,13,1355,4,1,01,02,3,,,,,,,,,,,,,,,8,5,,,,,,,,,3,4,4,3,4,4,3,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,2,4,3,2,4,4,4,3,1,4,5,2,6,,,,004,004,000,000,,,3,04,04,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,1,ESTA INCAPACITADO,2,5,5,5,5,2,07,08,11,11,11,08,11,08,08,10,10,10,1,2,4,3,2,5,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,,,,,,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,2,,5,5,5,5,5,5,5,5,5,5,5,14758
0809,0435,43,0079,13,1355,5,1,01,03,3,,,,,,,,,,,,,,,1,,4,ELABORA Y VENDE COCTELES DE FRUTA,7210,VENDEDOR AMBULANTE DE COCTEL DE FRUTA,COMERCIANTE DE COCTEL DE FRUTA SIN NOMBRA,7222,ELABORACIÓN Y VENTA DE COCTELES DE FRUTA AL PÚBLICO EN GENERALL,2,2,2,2,2,2,3,3,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,3,3,3,3,2,2,2,4,5,6,2,3,1,,,,014,007,003,007,001,000,7,35,20,03,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,3,2,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,,,,,,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,3,2,2,,2,2,2,2,2,2,2,2,3,3,3,13131
0809,1438,43,0006,13,1378,1,1,01,07,4,4152,ING INDUSTRIAL,3,1,1,1,1,1,27,2,,,2,1,1,,1,DIRIGE Y SUPERVISA LA INSTALACION EN ALUMINIO Y VIDRIO EN OBRAS,2124,DIRECTOR DE CONSTRUCCION,TECNOVIDRIO DIV ARQUITECTONICO,2381,TRANSFORMACION Y MONTAJE DE VENTANAS EN CONSTRUCCIONES,1,3,3,3,3,3,3,3,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,,2,3,2,2,2,3,3,5,6,4,1,3,2,,,,010,005,003,016,010,000,1,05,01,01,01,01,01,00,MUY INTERESANTE,,,1,01,02,,1,1,36,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,,1,1,2,1,2,1,1,1,0,1,0,0,1,1,0,0,1,POR CUESTIONES DE TRABAJO,,,,,,,,,,3,3,2,2,2,3,08,08,06,08,08,08,09,08,08,07,07,08,2,2,3,2,2,1,2,2,2,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,3,4,3,2,1,,,,,,2,2,3,3,3,3,3,3,3,3,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,3,1,3,2,2,1,2,1,3,2,3,3,3,3,18554
0809,1438,43,0210,13,1378,4,1,01,07,4,3931,LIC EN CONTADURIA,3,2,2,2,1,1,25,2,,,1,2,1,,1,ASESORIA Y CONTABILIDAD FISCAL,2111,CONTADOR GENERAL,INDUSTRIAS ASTURCON,3110,PRODUCION DE ACEITES COMESTIBLES PARA VENTA A MAYOREO,2,3,1,1,1,2,3,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,2,1,1,1,2,2,1,3,4,6,1,2,5,,,,014,010,002,003,001,001,0,,,,01,03,01,01,MUY INTERESANTE,QUO,,1,01,02,,1,1,12,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,2,2,1,2,05,05,05,08,08,05,03,07,07,06,08,01,3,2,4,2,2,2,2,3,4,3,3,3,2,2,1,1,2,1,2,2,2,1,2,2,2,3,3,1,2,,,,,,3,3,2,2,2,2,2,3,2,2,1,2,1,1,3,1,1,1,1,3,1,2,1,1,1,2,2,2,1,1,3,2,1,3,1,1,1,1,1,2,2,3,3,3,3,12369
0809,0228,43,0098,13,1104,5,2,01,07,3,3411,MEDICO GENERAL,3,1,1,1,2,1,22,1,1,2,,,4,5,,,,,,,,,4,4,2,2,2,4,3,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0,,3,3,2,2,2,3,3,4,6,5,3,2,1,,,,006,003,002,000,,,0,,,,00,,,,,,,1,01,04,,1,1,6,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,,1,1,1,2,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,1,2,3,2,1,4,05,10,07,10,07,05,02,08,08,06,07,06,4,4,4,2,3,2,2,4,3,4,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,1,,2,,,,,2,2,2,3,3,3,2,2,3,3,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,3,3,1,3,2,2,4,3,3,3,3,3,3,3,3,4920
0809,0435,43,0031,13,1355,2,2,02,02,6,,,,,,,,,,,,,,,5,5,,,,,,,,,3,4,3,3,2,4,4,,,,,,,,,1,1,1,0,0,0,0,0,0,1,0,,4,4,3,4,3,4,4,1,3,5,2,4,6,,,,014,007,000,000,,,4,04,03,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,1,0,0,0,,2,3,2,3,3,2,08,09,07,11,09,09,09,08,09,09,10,09,4,4,4,5,5,4,4,4,3,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,,,,,,5,5,4,4,4,4,4,4,4,4,1,1,1,1,3,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,5,4,2,,2,2,2,2,2,2,2,2,2,2,2,15992
0809,0228,43,0098,13,1104,5,3,01,07,2,3411,MEDICO GENERAL,3,1,1,1,2,1,22,1,2,2,,,4,5,,,,,,,,,4,4,3,3,3,4,4,,,,,,,,,1,1,1,0,1,1,0,1,0,0,0,,4,4,3,3,3,4,4,6,5,4,3,2,1,,,,000,,,000,,,0,,,,00,,,,,,,1,04,00,,1,1,8,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,,2,2,2,2,1,2,2,,,,,,,,,,,,1,1,0,0,0,0,0,0,,3,3,3,3,4,4,07,08,06,06,06,08,05,07,07,06,07,06,3,3,4,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,3,2,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,3,3,1,3,2,2,2,3,3,3,3,3,3,4,3,4920
0809,0435,43,0031,13,1355,2,3,02,03,3,,,,,,,,,,,,,,,5,5,,,,,,,,,4,4,4,4,3,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,4,4,4,3,4,4,5,3,4,1,2,6,,,,070,000,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,1,1,0,0,0,,5,5,5,5,5,5,01,01,05,01,01,09,05,04,03,05,03,01,4,4,3,3,3,4,4,3,4,3,4,5,5,5,3,3,4,2,4,4,2,2,4,2,3,3,2,1,,3,,,,,4,4,4,4,4,4,4,4,4,4,3,1,1,1,2,2,1,2,3,3,1,2,2,3,3,3,3,3,3,3,3,1,2,,3,2,2,2,2,2,1,3,3,3,3,15727
0809,0435,43,0031,13,1355,2,4,01,03,2,,,,,,,,,,,,,,,1,,1,CONDUCE UN TAXI DA SERVICIO A PARTICULARES,5520,CHOFER DE TAXI,PERSONA PARTICULAR CONSECIONARIO,4850,SERVICIO DE TRASLADO DE PERSONAS EN UN TAXI,2,3,4,2,2,3,3,3,,,,,,,,,0,1,1,0,0,0,1,0,1,1,0,,3,4,2,2,2,4,4,3,4,6,1,2,5,,,,005,003,001,000,,,7,10,04,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,3,2,2,3,2,08,10,07,08,07,09,08,06,07,10,10,02,3,3,4,2,2,3,2,3,2,3,3,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,3,,,,,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,1,2,2,1,2,1,2,3,2,2,2,2,2,5,1,2,,2,2,2,2,2,2,2,2,2,2,2,15727
