"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S3P1,C,2","S3P1_2,C,1","S3P2,C,4","S3P2_ES,C,50","S3P3,C,1","S3P4_1,C,1","S3P4_2,C,1","S3P4_3,C,1","S3P4_4,C,1","S3P5,C,1","S3P5_ES,C,50","S3P6,C,2","S3P7,C,1","S3P7_1_1,C,1","S3P7_1_2,C,1","S3P7_2_1,C,1","S3P7_2_2,C,1","S3P8,C,1","S3P9,C,1","S3P10,C,1","S3P11_ES,C,100","S3P12_C,C,2","S3P12_ES,C,50","S3P13_ES,C,50","S3P14_C,C,2","S3P14_ES,C,100","S3P15,C,1","S4P1_1,C,1","S4P1_2,C,1","S4P1_3,C,1","S4P1_4,C,1","S4P1_5,C,1","S4P1_6,C,1","S4P1_7,C,1","S4P1_1_1,C,1","S4P1_1_2,C,1","S4P1_1_3,C,1","S4P1_1_4,C,1","S4P1_1_5,C,1","S4P1_1_6,C,1","S4P1_1_7,C,1","S4P1_1_ES,C,50","S4P1_2_1,C,1","S4P1_2_2,C,1","S4P1_2_3,C,1","S4P1_2_4,C,1","S4P1_2_5,C,1","S4P1_2_6,C,1","S4P1_2_7,C,1","S4P1_2_8,C,1","S4P1_2_9,C,1","S4P1_2_10,C,1","S4P1_2_11,C,1","S4P1_2_ES,C,50","S4P2_1,C,1","S4P2_2,C,1","S4P2_3,C,1","S4P2_4,C,1","S4P2_5,C,1","S4P2_6,C,1","S4P2_7,C,1","S4P3_1,C,1","S4P3_2,C,1","S4P3_3,C,1","S4P3_4,C,1","S4P3_5,C,1","S4P3_6,C,1","S4P3_7,C,1","S4P3_8,C,1","S4P3_9,C,1","S4P4,C,3","S4P4_1,C,3","S4P4_2,C,3","S4P5,C,3","S4P5_1,C,3","S4P5_2,C,3","S4P6,C,1","S4P6_1,C,2","S4P6_2,C,2","S4P6_3,C,2","S4P7,C,2","S4P7_1,C,2","S4P7_2,C,2","S4P7_3,C,2","S4P7_R1,C,50","S4P7_R2,C,50","S4P7_R3,C,50","S4P8,C,1","S4P8_1_1,C,2","S4P8_1_2,C,2","S4P8_1_ES,C,50","S4P9,C,1","S4P10,C,1","S4P10_1,C,2","S4P11_1,C,1","S4P11_2,C,1","S4P11_3,C,1","S4P11_4,C,1","S4P11_5,C,1","S4P11_6,C,1","S4P11_7,C,1","S4P11_8,C,1","S4P11_9,C,1","S4P11_10,C,1","S4P11_11,C,1","S4P11_12,C,1","S4P11_13,C,1","S4P11_14,C,1","S4P11_15,C,1","S4P11_16,C,1","S4P11_17,C,1","S4P11_ES,C,50","S4P12_1,C,1","S4P12_2,C,1","S4P12_3,C,1","S4P12_4,C,1","S4P12_5,C,1","S4P12_6,C,1","S4P12_7,C,1","S4P12_8,C,1","S4P12_9,C,1","S4P12_1_1,C,1","S4P12_1_2,C,1","S4P12_1_3,C,1","S4P12_1_4,C,1","S4P12_1_5,C,1","S4P12_1_6,C,1","S4P12_1_7,C,1","S4P12_1_8,C,1","S4P12_1_9,C,1","S4P12_1_10,C,1","S4P12_1_ES,C,50","S4P12_2_1,C,1","S4P12_2_2,C,1","S4P12_2_3,C,1","S4P12_2_4,C,1","S4P12_2_5,C,1","S4P12_2_6,C,1","S4P12_2_7,C,1","S4P12_2_8,C,1","S4P12_2_ES,C,50","S4P13_1,C,1","S4P13_2,C,1","S4P13_3,C,1","S4P13_4,C,1","S4P13_5,C,1","S4P13_6,C,1","S4P14_1,C,2","S4P14_2,C,2","S4P14_3,C,2","S4P14_4,C,2","S4P14_5,C,2","S4P14_6,C,2","S4P14_7,C,2","S4P14_8,C,2","S4P14_9,C,2","S4P14_10,C,2","S4P14_11,C,2","S4P14_12,C,2","S4P14_13,C,2","S4P14_14,C,2","S4P14_15,C,2","S4P14_16,C,2","S4P15_1,C,1","S4P15_2,C,1","S4P15_3,C,1","S4P15_4,C,1","S4P15_5,C,1","S4P15_6,C,1","S4P15_7,C,1","S4P15_8,C,1","S4P15_9,C,1","S4P15_10,C,1","S4P15_11,C,1","S4P15_12,C,1","S4P15_13,C,1","S4P15_14,C,1","S4P15_15,C,1","S4P16_1,C,1","S4P16_2,C,1","S4P16_3,C,1","S4P16_4,C,1","S4P16_5,C,1","S4P16_6,C,1","S4P16_7,C,1","S4P16_8,C,1","S4P16_9,C,1","S4P16_10,C,1","S4P16_11,C,1","S4P16_12,C,1","S4P17_1,C,1","S4P17_2,C,1","S4P17_3,C,1","S4P17_4,C,1","S4P17_5,C,1","S4P17_ES,C,50","S4P17_6,C,1","S4P17_7,C,1","S4P18_1,C,1","S4P18_2,C,1","S4P18_3,C,1","S4P18_4,C,1","S4P18_5,C,1","S4P18_6,C,1","S4P18_7,C,1","S4P18_8,C,1","S4P18_9,C,1","S4P18_10,C,1","S4P19_1,C,1","S4P19_2,C,1","S4P19_3,C,1","S4P19_4,C,1","S4P19_5,C,1","S4P19_6,C,1","S4P19_7,C,1","S4P19_8,C,1","S4P19_9,C,1","S4P19_10,C,1","S4P19_11,C,1","S4P19_12,C,1","S4P19_13,C,1","S4P19_14,C,1","S4P19_15,C,1","S4P19_16,C,1","S4P19_17,C,1","S4P19_18,C,1","S4P19_19,C,1","S4P19_20,C,1","S4P20,C,1","S4P21,C,1","S4P22_1_1,C,1","S4P22_1_2,C,1","S4P22_1_3,C,1","S4P22_1_4,C,1","S4P22_1_5,C,1","S4P22_1_6,C,1","S4P22_2,C,1","FAC,N,6,0"
14,0811,01,0205,4,1,01,02,6,,,,,,,,,,,,,,,,1,,4,COBRA. ATIENDE CLIENTES. ACOMODA MERCANCIA,41,PROPIETARIA DE TIENDA DE ABARROTES,ABARROTES DIANA,46,ALA COMPRA Y VENTA DE MERCANCIA AL MENUDEO EN UN LOCAL COMERCIAL,2,4,4,4,4,3,3,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,4,3,4,1,3,4,5,2,6,,,,070,014,000,014,014,000,0,,,,00,,,,,,,1,01,04,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,5,1,3,2,2,3,11,10,10,10,05,06,08,06,08,05,06,05,11,05,05,10,2,2,3,1,1,1,1,1,1,1,4,1,2,5,2,1,2,3,1,3,5,5,1,5,1,5,5,,1,2,3,,,,,4,4,3,4,3,3,4,4,4,4,3,1,1,1,3,3,3,3,3,3,1,3,1,1,1,2,2,3,3,1,2,3,5,2,6,1,6,6,1,11944
14,0811,01,0205,5,1,01,03,3,,,,,,,,,,,,,,,,5,5,,,,,,,,,2,4,4,4,4,2,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,4,2,4,5,6,4,2,1,3,,,,014,000,000,000,,,0,,,,02,05,00,00,TV NOVELAS,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,1,1,1,0,0,0,,1,2,3,2,2,2,09,10,09,11,08,09,06,08,08,09,08,09,10,10,08,10,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,1,2,4,1,2,3,3,1,3,1,2,4,,3,2,1,,,,,4,4,3,3,3,3,3,3,4,4,3,1,1,1,3,3,3,3,3,3,1,2,1,3,1,2,2,3,1,2,3,2,1,1,1,1,1,1,1,5777
14,0811,01,0276,1,1,01,07,5,5441,LIC. EN INFORMATICA,3,2,1,2,1,1,,25,2,,,2,2,1,,1,HACE CONTRATOS OFICIOS Y VITACORAS,19,JEFE DE DEPARTAMENTO DE INFRAESTRUCTURAS,MUNICIPIO DE AGS.,93,AL SERVICIO PUBLICO,2,3,3,1,3,3,4,3,,,,,,,,,2,1,2,2,2,1,2,1,1,1,2,,3,3,2,2,3,3,3,3,4,6,1,2,5,,,,010,003,001,040,005,000,0,,,,00,,,,,,,1,01,02,,1,1,70,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,,2,1,1,1,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,3,2,2,2,2,2,07,08,01,06,09,07,08,09,09,05,06,01,08,08,01,10,3,3,4,3,2,2,2,2,2,2,3,2,2,2,3,2,1,3,2,2,1,4,2,2,2,2,2,2,1,,3,,,,,3,1,5,3,3,3,3,3,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,3,1,4,1,3,1,1,1,1,12486
14,0811,01,0276,3,1,02,09,2,7334,FISCAL,4,2,2,2,2,2,,46,2,,,2,2,1,,1,SUPERVICION Y MANEJO DE PERSONAL,15,JEFE DE DEPARTAMENTO,SAT,93,COBRO DE LAS CONTRIBUCIONES,2,2,1,2,2,1,3,1,,,,,,,,,2,1,1,2,1,1,1,1,1,2,2,,1,1,2,2,2,3,1,4,5,6,1,3,2,,,,015,007,002,020,000,000,1,10,06,01,02,20,04,04,MUY INTERESANTE,PROCESO,,1,01,02,,1,1,10,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3,2,2,3,3,07,08,06,09,05,04,03,07,07,08,07,04,08,08,06,07,2,3,3,4,1,1,2,3,3,3,2,3,2,1,2,1,1,2,1,2,1,3,1,3,1,3,4,,3,2,1,,,,,3,2,3,3,2,3,3,3,3,3,1,2,2,1,3,2,1,1,1,1,1,3,1,1,1,1,2,2,1,1,3,4,4,3,3,2,2,2,1,12399
14,0811,01,0293,2,1,01,02,2,,,,,,,,,,,,,,,,8,5,,,,,,,,,4,4,4,4,3,4,4,0,0,0,0,0,0,1,YA NO SALE DE SU CASA,,,,,,,,,,,,,4,4,4,4,4,4,4,,,,,,,,,1,040,007,000,000,,,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,0,0,0,1,NO SALE DE SU CASA,5,5,5,5,5,5,07,08,07,07,07,07,07,07,07,07,07,07,08,08,07,10,5,5,5,5,5,5,2,5,2,2,4,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,1,5,5,3,5,5,5,5,5,5,5,1,3,1,3,3,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,3,4,6,6,6,6,6,6,3,8716
14,0811,01,0293,3,1,02,02,3,,,,,,,,,,,,,,,,5,1,4,ELABORA TAMALES,75,VENDEDORA DE TAMALES,SIN NOMBRE,31,ELABORACION DE TAMALES,2,4,3,4,4,1,3,4,0,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,2,2,4,3,5,4,6,2,1,,,,007,005,000,004,002,000,0,,,,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,5,5,5,5,5,10,08,11,09,11,08,11,10,10,10,10,07,10,10,07,10,5,5,2,1,1,2,2,2,2,5,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,1,5,5,3,5,5,5,5,5,5,5,1,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,5,4,6,6,6,6,6,6,3,13073
14,0811,01,0293,4,1,02,06,3,2334,CONTADOR PRIVADO,2,,,,,1,,18,2,,,2,1,3,2,1,TRANSPORTAR GENTE PARTICULAR A ALGUNA DIRECCION,83,CHOFER,SIN NOMBRE,48,TRANSPORTE PUBLICO,2,3,3,2,2,1,3,3,,,,,,,,,1,1,1,2,2,2,2,2,1,1,2,,3,3,2,3,2,3,2,3,6,4,2,5,1,,,,010,000,003,040,001,000,3,01,01,00,01,06,00,00,HOLA,,,1,04,05,,1,1,04,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,2,2,3,2,3,05,07,05,10,07,07,07,08,08,08,08,05,08,10,05,06,2,3,4,2,1,1,1,3,3,3,3,2,2,2,2,2,1,2,1,3,2,4,2,3,1,4,4,,3,2,1,,,,,3,1,2,2,2,2,3,3,2,3,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,3,3,4,2,4,2,2,2,1,11512
14,0811,01,0293,5,1,01,07,5,5341,LIC. DERECHO,3,2,2,2,2,2,,33,2,,,2,2,1,,1,REALIZA  OFICIOS LLEVA CONTROL DE BIENES PATRIMONIALES,31,ASISTENTE,SECRETARIA DE SEGURIDAD PUBLICA,93,SEGURIDAD PUBLICA,1,3,4,3,2,2,3,3,,,,,,,,,1,1,1,2,1,2,2,1,1,1,2,,2,3,3,3,2,3,3,3,4,6,1,2,5,,,,015,007,003,005,005,000,5,03,03,00,06,04,01,01,PROCESO,TV. NOVELAS,,1,02,04,,1,1,10,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,,1,1,2,2,2,1,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,3,07,10,07,10,08,08,09,09,09,08,10,08,09,08,07,08,3,3,4,3,2,2,2,3,3,3,2,2,2,1,3,2,1,4,1,2,2,3,1,1,2,2,3,,2,3,1,,,,,3,3,2,3,3,3,3,4,4,3,1,1,2,1,3,2,1,2,1,2,1,2,1,1,1,3,1,2,1,3,3,3,6,1,3,1,1,1,1,4536
14,0811,01,0039,2,1,01,02,6,,,,,,,,,,,,,,,,1,,1,LAVA CARROS Y ARREGLA AIRE ACONDICIONADO,96,LAVACOCHE,AUTOLAVADO SPA,81,AL LAVADO Y ENGRASADO DE COCHES,2,3,3,4,4,4,3,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,3,3,3,3,4,3,4,3,2,6,5,1,4,,,,056,005,000,006,000,000,3,05,01,00,08,10,00,00,ATALAYA,DESPERTAR,,2,,,,1,1,02,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,3,3,3,2,3,3,03,08,05,06,09,06,09,07,08,09,09,06,09,09,05,05,2,3,2,3,2,2,3,3,3,4,4,2,2,2,2,2,1,2,3,5,2,4,1,2,2,2,3,,1,2,3,,,,,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,3,2,4,6,3,2,2,2,2,10617
14,0811,01,0047,2,1,02,03,3,,,,,,,,,,,,,,,,1,,4,PREPARA ALIMENTOS. HACE GORDITAS. ATIENDE AL PUBLICO. COBRA,51,GORDERA,GORDITAS EVELIN,72,A LA VENTA DE GORDITAS EN UN LOCAL COMERCIAL,2,4,4,4,4,3,4,3,1,0,0,0,0,0,0,,,,,,,,,,,,,,4,4,4,4,3,4,3,1,2,4,6,5,3,,,,000,,,036,012,000,1,02,01,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,5,3,3,3,3,3,08,10,08,10,10,09,08,10,10,07,08,08,09,09,08,09,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,1,3,2,2,2,4,2,2,2,2,2,2,3,2,,1,,,,,3,4,2,4,4,4,4,4,4,4,1,2,1,2,2,3,1,2,2,2,1,2,1,2,1,2,2,2,2,1,4,3,2,2,3,3,3,2,2,24741
14,0811,01,0047,3,1,01,02,2,,,,,,,,,,,,,,,,1,,1,REPARA CARROS Y LES  DA MANTENIMIENTO,26,MECANICO,MATERIALES PUENTE NEGRO,46,A VENDER MATERIALES PARA CONSTRUCION,2,3,4,4,4,3,3,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,3,4,4,4,4,4,4,2,6,5,4,3,1,,,,007,003,000,012,000,000,0,,,,00,,,,,,,1,01,04,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,0,0,1,0,0,0,0,,3,2,3,2,2,2,10,10,05,10,09,09,08,08,08,10,09,09,09,09,05,10,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,,3,2,1,,,,,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,2,1,3,3,1,3,3,1,1,4,1,4,2,2,1,1,1,1,31212
14,0811,01,0047,4,1,01,02,2,,,,,,,,,,,,,,,,6,5,,,,,,,,,4,4,4,4,4,4,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,4,4,4,4,2,4,1,3,6,5,2,4,,,,003,000,000,028,028,000,2,08,06,00,00,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,0,0,1,0,0,1,0,0,,2,2,5,2,2,5,10,08,06,11,04,03,10,06,03,06,06,11,10,04,04,10,2,1,4,5,3,3,3,3,2,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,1,4,4,3,4,3,4,4,4,4,4,1,1,1,3,3,3,1,1,2,2,1,3,1,3,3,3,2,3,3,3,5,4,6,6,6,6,6,6,3,12487
14,0811,01,0074,1,1,01,04,3,,,,,,,,1,,17,2,,,2,2,1,,1,ADMINISTRACION Y DAR CLASES DE INGLES,12,SUBDIRECTOR,INGLES ACTIVO,61,ENSE�ANZA DE INGLES,2,1,2,1,2,1,3,3,,,,,,,,,2,1,1,2,1,1,2,1,1,1,2,,3,3,2,3,3,3,3,2,4,3,1,6,5,,,,007,003,001,006,003,000,0,,,,05,05,00,02,NATIONAL GEOGRAPHIC,MUY INTERESANTE,,1,02,04,,1,1,06,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,1,0,0,0,0,,3,2,3,3,2,3,05,08,06,09,08,08,06,08,09,09,09,09,10,09,08,07,2,2,4,4,2,2,2,2,2,3,3,2,2,2,2,2,2,3,1,2,3,2,1,2,1,4,3,3,1,,2,,,,,3,2,3,3,3,3,3,5,3,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,4,2,5,1,1,2,2,10814
14,0811,01,0074,2,1,02,04,2,,,,,,,,1,,17,2,,,1,2,1,,1,COBRAR A LOS CLIENTES,31,CAJERO,GRUPO MORALCA,46,IMPORTACIONES Y VENTA DE JUGUETES,2,2,2,3,3,2,2,2,,,,,,,,,1,1,1,2,2,2,1,1,1,1,2,,2,2,3,3,2,2,2,4,2,6,3,5,1,,,,007,003,001,035,007,000,3,04,02,01,01,10,00,00,FUT BALL TOTAL,TV NOVELAS,,1,01,02,,1,1,35,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,,1,2,2,2,2,2,2,1,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,3,2,2,3,05,09,08,09,09,10,09,09,09,08,09,08,09,09,07,09,2,2,3,2,2,2,2,2,3,2,3,2,2,5,2,2,2,3,2,3,3,3,1,2,2,3,3,,1,2,3,,,,,3,2,2,3,3,3,3,3,3,3,1,1,2,3,3,2,3,1,1,3,1,2,1,3,1,1,3,2,2,1,3,2,4,3,4,1,1,2,1,9108
14,0811,01,0074,3,1,04,04,2,,,,,,,,1,,18,1,2,1,,,4,5,,,,,,,,,2,3,2,2,3,1,3,,,,,,,,,1,1,2,1,1,1,2,1,1,1,2,,2,2,3,3,3,1,2,5,3,6,4,2,1,,,,020,004,000,000,,,1,10,02,00,02,20,00,00,GRITA,MUY,,1,01,03,,1,1,21,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,,2,2,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,3,2,2,2,3,2,10,10,08,10,10,09,10,08,09,09,09,10,10,09,09,07,3,3,4,2,1,1,1,4,2,4,4,1,2,2,2,2,4,3,2,4,2,3,1,1,1,4,4,,1,2,3,,,,,2,2,3,4,2,2,3,3,2,4,1,3,1,1,3,2,3,1,3,3,1,2,1,3,3,3,3,3,3,3,3,4,6,1,4,1,1,6,3,18216
14,0811,01,0074,4,1,04,07,4,5715,LIC. EN NUTRICION,3,2,2,1,2,2,,22,1,1,2,,,4,5,,,,,,,,,3,4,3,2,2,3,3,,,,,,,,,1,1,1,2,1,2,2,1,2,1,2,,3,4,2,3,3,3,4,5,6,4,2,3,1,,,,035,000,020,010,000,000,0,,,,00,,,,,,,1,01,03,,1,1,40,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,,1,2,1,1,2,1,2,1,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,3,3,2,2,2,3,08,09,08,10,07,08,10,10,09,08,09,07,08,06,06,06,3,4,4,3,1,1,3,4,3,4,4,2,2,1,2,1,2,2,1,3,4,2,1,2,1,1,4,,2,1,3,,,,,2,2,2,3,3,3,3,3,3,3,1,2,2,2,3,2,1,1,1,3,1,2,1,1,1,1,2,2,3,1,3,2,4,3,4,1,1,3,1,20269
14,0811,01,0074,5,1,03,07,2,5214,DISE�O ARQUITECTONICO Y DE INTERIORES,3,2,2,2,1,2,,20,1,2,1,,,4,5,,,,,,,,,2,3,2,2,2,3,2,,,,,,,,,1,1,1,1,2,2,2,1,1,1,2,,3,2,3,3,2,3,3,5,6,3,2,4,1,,,,007,003,000,030,007,000,1,04,01,00,02,03,00,00,ARQUITECTURA Y DISE�O,DISE�O DE INTERIORES,,1,01,03,,1,1,28,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,,1,2,1,2,2,1,2,2,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,2,07,07,08,09,09,06,08,09,10,10,10,07,10,10,03,09,3,3,4,4,1,1,2,2,3,2,4,3,2,1,2,3,1,4,3,3,1,4,1,2,1,3,4,,1,2,3,,,,,2,2,2,3,3,3,3,3,4,4,1,2,1,1,3,2,3,1,1,1,1,3,1,1,1,1,2,2,3,1,3,1,4,1,5,1,1,4,3,20269
14,0811,01,0122,5,1,05,04,3,,,,,,,,2,,20,1,2,2,,,1,,1,LIMPIAR EL LUGAR DE TRABAJO Y ATENDER A LA GENTE,43,ENCARGADA,PLANET DVD,53,A LA RENTA DE PELICULAS,2,4,3,4,4,1,1,4,0,0,0,0,1,0,0,,,,,,,,,,,,,,4,3,4,4,1,1,4,5,4,6,1,2,3,,,,014,004,000,007,000,000,2,06,02,00,02,20,10,00,TU,HOLA,,1,01,03,,1,1,35,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,1,2,,1,2,1,2,2,2,2,1,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,,2,3,2,2,2,3,08,10,07,10,04,08,09,10,10,08,10,07,10,10,05,10,3,3,3,3,1,1,1,1,1,3,3,1,2,2,2,2,2,4,2,1,2,4,1,1,1,1,1,,1,3,2,,,,,3,4,3,3,3,3,4,3,4,4,1,2,1,2,1,3,1,1,1,1,1,2,3,1,1,3,3,1,2,2,3,2,5,6,5,1,1,1,1,27826
14,0811,01,0193,3,1,04,02,6,,,,,,,,,,,,,,,,3,5,,,,,,,,,3,4,3,4,4,4,4,,,,,,,,,1,1,1,1,2,2,2,1,1,1,2,,3,4,3,4,4,4,4,4,5,6,2,3,1,,,,035,000,007,021,000,000,2,10,01,00,05,01,00,00,TV NOTAS,,,1,04,08,,1,1,05,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,0,0,0,0,1,0,0,0,,5,2,5,2,5,3,11,05,05,11,11,11,11,05,05,10,05,10,10,05,01,10,3,3,4,3,3,3,2,4,2,4,3,1,3,3,2,2,5,2,3,5,5,3,3,2,3,5,5,1,,2,3,,,,,4,3,4,4,3,4,4,4,4,4,1,2,1,2,3,3,2,3,1,1,1,3,3,3,3,3,2,3,3,3,3,3,2,1,4,1,6,1,2,19236
14,0811,01,0196,1,1,02,02,6,,,,,,,,,,,,,,,,1,,1,PREPARA BEBIDAS ATIENDE AL PUBLICO,51,BARMAN,EL AMIGO EN LOS MARISCOS,72,A LA VENTA DE CAMAROMES Y PEZCADO,2,1,3,3,3,3,3,3,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,,1,3,3,3,3,3,3,2,5,6,1,3,4,,,,056,021,000,010,006,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,3,3,2,2,2,2,01,01,01,06,06,06,08,05,05,09,06,09,10,06,01,02,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,4,4,2,2,1,2,3,3,3,1,3,3,2,1,,3,,,,,4,4,3,4,3,3,4,4,4,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,3,1,3,2,2,1,1,1,2,18923
14,0811,01,0196,2,1,01,02,3,,,,,,,,,,,,,,,,1,,4,COMPRA ELOTES. LOS PREPARA. COBRA Y ATIENDE CLIIENTES,51,VENDEDORA DE ELOTES PREPARADOS,VENDEDORA DE ELOTES SIN NOMBRE EN UN LOCAL COMERCI,72,A LA VENTA DE ELOTES,2,1,1,1,1,1,3,1,,,,,,,,,1,1,1,2,1,1,1,1,1,2,2,,1,3,3,2,3,3,3,1,4,5,6,3,2,,,,018,005,001,021,007,007,1,02,01,01,03,01,00,01,SELECCIONES,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,0,0,0,0,0,0,,2,2,3,4,1,1,10,10,10,09,09,09,09,09,08,09,10,09,10,09,10,09,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,,1,2,3,,,,,3,3,3,2,2,2,3,3,3,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,4,1,2,2,2,2,2,3,2,9754
14,0811,01,0196,3,1,01,03,3,,,,,,,,,,,,,,,,1,,1,SOLDA ENSAMBLES,72,PUNTEADOR,NISSAN,33,A LA FABRICACION DE VEHICULOS,3,3,4,4,4,2,3,3,1,1,0,1,0,1,0,,,,,,,,,,,,,,3,3,3,3,2,3,3,2,3,6,4,1,5,,,,010,005,000,003,003,000,0,,,,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,2,3,2,2,2,3,07,10,05,10,10,10,07,05,05,10,10,08,10,10,05,10,3,2,3,2,3,3,2,2,2,2,3,2,2,5,2,1,1,3,2,5,2,5,2,2,2,5,2,,,,,,,,1,4,4,2,3,3,3,5,5,5,5,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,3,2,2,2,1,3,2,5,2,6,1,6,6,1,9754
14,0811,01,0196,4,1,01,03,3,,,,,,,,,,,,,,,,1,,4,COMPRA Y VENDE BOLSAS Y LENTES,95,VENDEDORA,COMERCIANTE SIN NOMBRE,46,A LA VENTA DE BOLSAS AMBULANTE,2,1,3,2,3,1,3,1,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,,1,3,3,4,2,2,2,2,6,5,3,1,4,,,,028,003,000,003,001,000,3,02,01,00,00,,,,,,,2,,,,1,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,1,0,1,1,0,0,0,0,,2,3,3,2,2,2,08,10,07,10,08,06,06,08,08,09,09,09,10,10,07,10,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,1,1,1,1,3,4,3,1,1,1,1,1,,1,3,2,,,,,4,4,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,2,1,1,1,2,1,2,1,1,2,1,1,1,3,2,4,2,4,1,2,1,1,14530
