"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","S4P23_12,C,1","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2_1,C,1","S4P33_2_2,C,1","S4P33_2_3,C,1","S4P33_2_4,C,1","S4P33_2_5,C,1","S4P33_2_6,C,1","S4P33_2_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P2_ESP,C,50","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,20","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S5OBS,C,50","FAC,N,6,0"
43,0811,13,1159,4,1,03,1,2,2,2,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,2,2,3,2,3,3,1,2,2,3,1,1,2,2,2,2,3,2,2,1,1,2,2,2,3,2,1,1,2,2,2,2,2,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28273
43,0811,13,1163,2,1,01,2,2,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,3,2,5,5,2,3,3,2,5,2,2,2,2,2,2,5,2,5,2,2,2,2,5,5,2,2,5,2,2,2,5,5,2,1,,2,,2,2,,2,1,4,1,2,4,2,2,1,1,5,5,1,1,2,1,3,2,3,2,3,5,5,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10123
43,0811,13,1190,4,1,03,2,2,1,2,2,2,3,3,4,3,3,1,2,2,1,2,3,3,3,2,2,4,1,2,1,1,3,1,3,2,1,2,3,1,2,1,2,4,1,1,3,2,3,2,1,2,1,3,2,3,2,2,,1,,3,2,,2,3,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,4,3,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13419
43,0811,13,1238,1,1,01,2,2,2,2,2,1,5,2,3,3,4,2,2,2,2,2,2,3,3,2,2,2,1,4,2,1,4,2,2,1,2,2,1,1,1,2,2,3,1,1,4,1,3,3,2,1,1,1,3,2,1,2,,2,,3,1,4,2,2,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,3,2,4,3,2,2,,2,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6493
43,0811,13,1239,5,1,04,1,1,1,2,1,1,3,3,4,4,3,1,1,1,1,2,4,4,4,2,2,2,2,4,4,1,3,3,4,1,1,1,1,1,1,4,2,1,1,1,4,1,1,4,2,1,1,3,1,1,1,1,,1,,2,1,4,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,3,2,2,1,3,3,1,0,0,0,0,0,1,ESCUELA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49321
43,0811,13,1292,5,1,01,5,2,5,3,5,2,5,2,5,3,3,5,3,5,2,2,2,3,5,5,5,5,5,2,4,5,4,3,2,3,2,5,2,3,2,5,3,3,5,3,5,1,5,5,5,2,2,4,2,5,2,1,,1,,3,2,,2,5,3,4,1,4,2,3,1,4,1,1,1,2,,,4,5,5,2,5,5,4,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5323
43,0811,13,1340,2,1,02,2,3,3,3,3,1,2,3,3,5,4,1,5,5,2,5,3,3,5,2,5,5,2,3,3,2,3,5,5,1,2,2,2,5,2,5,2,3,2,5,5,1,3,3,1,2,2,5,3,5,5,1,,2,,3,2,,2,3,4,1,1,1,1,1,1,4,3,3,5,1,2,1,3,3,3,2,3,5,4,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16313
43,0811,13,1378,2,1,02,1,1,2,2,1,3,2,2,2,3,3,2,2,2,2,1,2,3,2,1,2,2,1,3,2,1,2,1,1,2,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,2,2,3,3,3,2,3,DEPENDE DE LOS PROGRAMAS Q SE TRANSMITAN,2,,2,2,,2,2,2,1,1,1,1,2,2,1,2,2,3,1,2,1,3,2,2,3,3,2,3,2,1,3,3,1,1,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10470
02,0811,14,0071,1,1,02,1,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,4,1,2,1,1,1,4,1,1,2,1,3,2,2,3,2,3,3,3,2,2,3,3,2,3,1,,2,,2,2,,2,1,2,1,2,1,1,2,1,2,1,1,3,1,2,1,1,3,2,3,3,3,3,2,2,,2,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18183
02,0811,14,0071,3,1,02,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,2,2,2,2,2,2,1,,1,,3,2,,2,2,1,1,1,1,1,2,1,1,3,1,4,1,2,1,3,3,2,3,2,3,2,2,1,3,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11726
02,0811,14,0337,2,1,02,2,2,1,2,2,1,1,3,2,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3,2,1,2,3,2,1,1,1,2,2,1,1,1,2,3,2,1,1,3,2,2,3,1,,2,,1,2,,2,1,3,1,2,1,2,3,1,1,3,3,4,1,2,2,4,2,2,3,2,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15291
02,0811,14,0403,1,1,02,1,2,2,2,2,2,3,2,3,3,2,5,3,1,2,4,5,5,3,2,2,2,1,1,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,2,3,1,2,2,3,3,2,2,1,,1,,3,2,,2,5,4,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,4,3,1,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10386
02,0811,14,0403,3,1,02,2,2,3,2,2,3,3,2,3,2,3,3,3,3,3,2,2,2,3,3,2,3,2,2,2,2,4,2,4,2,2,3,1,2,3,2,3,3,1,2,3,3,3,1,3,3,3,2,2,2,2,1,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,3,3,3,2,,,4,2,3,3,3,3,3,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10384
02,0811,14,0403,5,1,02,2,2,2,3,2,1,3,3,2,2,3,2,2,3,2,2,2,2,3,3,3,2,1,3,3,1,3,1,3,1,1,1,1,2,1,1,1,2,2,1,3,2,3,3,2,1,1,3,3,3,2,1,,2,,3,2,,2,2,3,1,1,1,1,1,1,3,3,1,3,1,2,2,3,2,2,3,2,4,4,4,2,,1,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10289
02,0811,14,0408,1,1,01,2,2,2,2,2,2,2,2,3,3,3,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,3,1,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,3,2,3,2,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9222
02,0811,14,0408,2,1,02,2,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,,2,,1,2,,2,1,4,1,1,1,1,3,1,1,3,3,1,1,2,2,3,1,1,3,3,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14744
02,0811,14,0595,1,1,01,2,2,2,2,2,2,2,3,5,2,3,2,5,2,2,2,5,2,3,3,2,2,5,2,2,2,3,2,2,2,2,2,3,2,2,5,2,2,2,2,2,2,3,3,2,1,1,3,3,2,2,1,,1,,1,2,,2,2,4,1,3,2,1,3,3,4,1,1,1,2,,,2,2,2,2,5,3,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6149
02,0811,14,0058,5,1,03,1,2,2,2,2,3,2,3,4,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,1,3,1,2,3,2,1,1,3,2,2,2,2,,2,,2,2,,2,1,2,1,1,1,1,3,1,1,3,1,1,1,2,2,4,2,2,3,3,3,3,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25744
02,0811,14,0408,3,1,02,2,2,2,1,1,2,3,1,1,3,2,3,4,2,1,3,1,2,2,2,3,2,2,3,1,2,2,3,2,5,2,2,2,1,1,1,2,3,2,2,2,3,2,2,2,1,2,2,2,2,3,2,,2,,3,2,,2,1,2,1,3,1,3,3,3,3,5,1,4,2,,,3,2,3,2,3,2,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9442
02,0811,14,0522,4,1,01,1,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,3,2,3,2,2,3,2,3,3,1,2,2,3,3,1,2,1,,1,,3,2,,2,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,1,3,2,3,2,3,2,2,2,,1,1,1,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9018
02,0811,14,0058,2,1,03,2,2,2,2,2,3,2,2,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,3,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,3,2,2,1,1,2,2,2,3,1,,1,,1,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,2,3,3,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14228
02,0811,14,0071,2,1,01,2,2,2,2,1,3,2,3,4,2,3,2,2,2,2,2,1,2,2,3,3,2,2,2,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,2,3,2,1,,2,,3,2,,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,3,3,3,2,2,2,2,2,2,,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11538
02,0811,14,0071,5,1,02,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,2,3,3,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,,2,,3,2,,2,1,1,1,2,1,1,2,1,2,3,3,3,2,,,2,2,2,3,3,3,3,3,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11441
02,0811,14,0218,1,1,02,2,1,1,1,1,2,1,3,3,3,3,2,2,1,1,2,3,2,3,2,2,2,1,2,3,2,3,1,3,1,1,2,3,1,1,3,2,3,1,2,2,3,2,3,2,2,1,3,3,2,2,3,MAS O MENOS,2,,2,2,,2,1,3,1,1,3,1,1,1,1,3,2,1,1,2,1,1,3,2,3,3,2,3,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9645
02,0811,14,0218,2,1,02,2,3,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,3,3,1,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,2,2,2,2,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9645
02,0811,14,0218,3,1,01,1,1,1,2,2,3,3,2,3,3,3,5,2,2,1,1,1,2,2,1,2,2,1,3,3,1,3,1,1,1,1,1,1,1,1,3,1,3,1,3,3,1,1,3,1,1,1,4,3,4,1,2,,3,DEPENDE EL CANAL Y PRESENTAR,3,1,2,1,2,4,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,3,2,1,3,1,1,1,1,0,0,0,0,,1,1,1,1,3,1,1,1,3,2,,2,1,1,1,1,2,2,1,1,2,1,1,1,1,4,3,3,1,2,1,4,1,2,,9115
02,0811,14,0218,5,1,02,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,2,2,2,2,2,2,3,3,3,1,2,2,2,2,2,3,2,2,3,3,2,2,1,,2,,3,2,,2,2,1,3,1,3,3,4,1,1,1,1,1,2,,,3,1,2,2,3,3,2,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9645
02,0811,14,0337,4,1,07,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,1,3,3,2,3,1,,1,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,,3,3,2,4,2,4,4,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32863
02,0811,14,0403,4,1,02,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,,3,2,,2,3,2,1,1,1,1,1,1,4,3,3,3,2,,,3,2,2,3,2,3,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10457
02,0811,14,0421,1,1,02,2,2,2,2,2,3,2,1,2,1,2,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,1,1,2,2,2,2,1,,1,,2,2,,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,5,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11058
02,0811,14,0421,3,1,01,1,2,2,2,2,3,3,3,3,3,4,3,1,2,1,3,2,3,2,2,2,2,1,3,4,2,4,1,3,1,1,1,1,1,1,5,1,2,2,1,3,1,3,4,3,2,1,3,3,3,2,2,,1,,4,2,,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,4,2,2,2,,1,1,1,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16473
02,0811,14,0421,4,1,03,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,3,3,1,3,1,2,2,2,2,3,2,2,2,3,3,3,2,2,2,3,3,3,2,3,2,3,2,2,1,,2,,2,2,,2,2,1,1,2,2,2,1,2,2,4,3,3,1,1,1,2,2,2,2,3,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16185
02,0811,14,0522,1,1,01,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,4,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,,2,,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,3,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8663
02,0811,14,0522,3,1,01,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,5,2,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,,1,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509
02,0811,14,0522,5,1,02,2,2,2,2,2,2,5,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,4,2,2,2,1,3,3,2,2,2,2,5,2,2,2,2,2,2,3,2,2,3,3,2,2,1,,1,,3,2,,2,2,3,1,1,3,1,1,2,1,2,1,1,1,2,1,2,2,2,3,2,3,3,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9374
02,0811,14,0522,5,2,02,1,1,2,2,3,2,2,3,2,3,4,2,2,2,2,3,3,3,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,,2,,2,2,,2,1,1,1,1,1,2,2,2,1,3,3,3,1,2,2,2,2,2,4,2,4,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11353
02,0811,14,0058,2,2,01,2,2,2,3,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,3,2,2,3,2,3,2,2,3,2,2,3,2,2,2,2,3,2,3,2,,2,,3,2,,2,1,1,1,2,4,2,2,1,1,2,1,1,1,2,2,4,3,2,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14349
02,0811,14,0058,2,4,02,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,3,2,1,1,3,3,2,3,1,,1,,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,3,2,3,3,3,3,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15183
02,0811,14,0041,5,1,01,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,2,4,3,2,3,1,,1,,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,2,,,2,2,2,2,2,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7629
02,0811,14,0047,5,1,02,2,2,2,2,2,4,3,4,3,3,3,2,2,2,3,3,3,4,3,3,2,4,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,,2,,1,2,,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13152
02,0811,14,0058,1,1,01,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,1,,1,,2,2,,2,1,1,3,3,1,1,1,1,1,2,3,1,1,1,2,2,1,2,3,3,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15943
02,0811,14,0147,5,1,03,1,2,1,1,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2,3,1,3,2,2,1,1,2,1,1,1,2,2,3,1,1,3,2,3,3,2,1,1,1,3,3,2,2,,2,,2,2,,2,1,3,1,2,2,2,2,2,1,3,3,3,1,2,1,3,2,1,3,3,2,2,2,1,3,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17829
02,0811,14,0168,2,1,02,2,2,1,2,2,2,3,2,2,3,4,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1,3,2,3,3,2,1,2,3,3,3,3,2,,2,,3,2,,2,1,3,2,3,3,2,3,3,1,1,2,3,1,1,1,1,2,2,3,3,3,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357
02,0811,14,0259,3,1,04,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,3,3,1,1,1,4,4,2,4,1,,2,,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,3,3,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27487
02,0811,14,0304,2,1,01,2,2,3,3,3,1,3,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,1,1,1,2,3,2,2,2,2,2,1,1,1,2,2,3,2,2,4,2,4,2,2,2,2,2,2,2,2,1,,1,,2,2,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18987
02,0811,14,0304,3,1,02,4,2,1,3,2,4,2,4,4,4,4,1,1,2,2,2,2,4,4,2,2,2,2,2,4,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,,1,,2,2,,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,3,2,3,3,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25312
02,0811,14,0337,1,1,02,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,1,2,1,3,2,2,2,2,2,3,2,3,1,,2,,1,2,,2,1,2,1,2,2,3,2,1,1,1,2,1,2,,,3,2,2,3,3,3,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37299
02,0811,14,0337,3,1,02,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,3,2,3,3,2,1,2,3,3,2,3,1,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,3,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15808
02,0811,14,0348,3,1,01,2,2,2,2,2,2,2,3,2,3,3,1,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,3,3,2,3,2,3,3,1,1,3,2,3,2,3,1,,1,,1,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,3,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16109
02,0811,14,0408,4,1,01,2,2,2,2,2,4,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,3,2,3,2,2,1,2,1,1,2,1,1,1,1,3,1,3,3,1,1,1,2,3,2,3,1,,2,,1,2,,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,3,3,3,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4087
02,0811,14,0058,1,2,03,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,1,2,2,3,1,2,2,2,3,1,1,3,2,3,2,2,1,1,3,3,2,3,1,,2,,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15809
02,0811,14,0058,2,3,01,2,2,2,3,2,3,2,3,2,3,4,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,5,2,3,1,1,3,2,3,3,2,1,1,3,3,3,3,1,,2,,2,2,,2,2,1,1,1,1,1,1,1,1,3,3,1,1,2,2,3,2,3,3,3,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14349
02,0811,14,0448,5,1,01,1,2,2,2,2,3,2,4,2,4,4,2,1,2,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,1,1,2,3,2,2,2,1,3,1,1,3,1,3,2,2,1,1,3,3,2,3,1,,2,,2,2,,2,1,1,1,2,2,1,2,1,2,1,2,3,1,2,1,3,1,3,3,3,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31420
