"CD,C,2","PER,C,4","ENT,C,2","CON,C,4","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","S4P23_12,C,1","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2_1,C,1","S4P33_2_2,C,1","S4P33_2_3,C,1","S4P33_2_4,C,1","S4P33_2_5,C,1","S4P33_2_6,C,1","S4P33_2_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P2_ESP,C,50","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,20","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S5OBS,C,50","FAC,N,6,0"
14,0811,01,0268,1,1,01,2,2,2,3,3,2,3,4,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,1,3,3,3,1,,1,,3,2,,2,3,1,1,1,1,1,1,1,1,3,2,1,1,2,2,4,2,2,3,2,3,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9914
14,0811,01,0268,2,1,01,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,4,1,2,2,2,4,3,3,1,,2,,3,2,,2,1,2,2,1,1,2,2,2,2,3,3,3,2,,,3,3,2,2,2,3,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13854
14,0811,01,0268,3,1,03,1,1,1,1,1,3,1,3,3,3,3,2,2,2,1,2,1,1,2,1,1,1,1,4,3,1,3,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,3,2,1,1,1,2,3,1,2,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,3,2,3,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14871
14,0811,01,0270,2,1,04,2,2,2,2,1,2,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,2,3,2,,2,,2,2,,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,3,2,2,3,2,3,4,3,2,,3,1,1,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16210
14,0811,01,0270,3,1,01,2,2,2,2,2,5,2,3,2,3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,3,2,2,1,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,3,3,3,3,2,2,,1,1,1,0,1,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9556
14,0811,01,0270,4,1,02,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,1,,3,NO SABE,5,2,,2,5,4,4,1,4,4,4,1,4,5,5,5,2,,,2,5,5,5,5,5,5,5,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9181
14,0811,01,0276,2,1,01,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,1,,4,2,,2,5,4,4,4,4,4,4,4,4,5,5,5,2,,,2,5,5,5,5,5,5,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6201
14,0811,01,0276,5,1,02,2,2,2,2,2,3,5,5,5,3,3,2,5,5,2,5,2,2,3,2,5,5,2,3,3,2,3,2,2,2,1,1,1,2,2,5,2,2,1,2,5,2,3,3,2,2,1,2,3,5,2,1,,2,,5,2,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,2,3,5,5,5,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12111
14,0811,01,0285,3,1,02,2,2,3,3,3,2,3,3,3,3,3,2,2,2,2,3,3,3,5,5,5,5,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,5,2,2,3,2,2,2,2,3,3,2,1,,1,,2,2,,2,2,3,1,1,4,1,4,1,4,5,5,3,1,2,1,3,3,2,3,2,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8180
14,0811,01,0285,5,1,02,2,2,2,5,2,3,3,5,2,3,3,5,5,2,2,2,2,5,5,2,5,5,2,3,2,2,3,2,2,2,5,2,3,2,2,5,5,5,2,2,5,5,2,3,2,2,2,2,5,5,5,1,,1,,2,2,,2,1,4,1,1,4,1,1,1,2,5,5,5,1,1,1,3,2,2,3,5,3,3,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8237
14,0811,01,0300,1,1,02,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,1,,2,,3,2,,2,2,2,1,1,1,1,2,1,1,3,3,3,1,2,1,3,2,3,3,3,3,3,2,1,3,1,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10978
14,0811,01,0300,3,1,01,1,2,2,2,2,2,2,4,3,3,3,2,2,3,2,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,2,3,2,3,2,,2,,1,1,4,1,1,2,1,1,1,2,2,1,1,3,1,1,1,2,2,3,2,2,3,2,2,3,2,1,3,3,1,0,0,0,0,0,1,UNIVERSIDAD,1,1,1,3,2,1,1,1,2,2,,2,1,1,1,1,2,2,1,1,2,1,1,1,1,5,2,1,2,2,1,2,1,1,,5451
14,0811,01,0326,1,1,02,1,2,1,2,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,3,5,5,1,,1,,4,2,,2,4,2,1,1,2,1,3,1,2,3,3,3,1,1,1,2,2,2,4,2,4,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33097
14,0811,01,0326,2,1,01,1,2,2,2,2,3,5,2,4,2,4,2,2,1,2,2,5,5,5,5,5,5,5,4,5,2,2,5,5,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,,2,,1,2,,2,1,4,2,2,4,1,3,1,1,5,5,5,1,1,2,3,5,5,5,3,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15026
14,0811,01,0326,4,1,01,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,5,2,2,2,3,2,2,2,1,,1,,3,2,,2,2,4,4,1,1,3,1,1,4,3,3,3,1,2,2,2,1,2,3,2,3,2,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13239
14,0811,01,0328,2,1,04,1,1,2,2,2,3,2,2,4,2,3,1,2,2,2,2,2,4,1,2,2,2,2,4,4,1,4,1,1,2,2,2,1,2,2,3,2,2,2,2,2,4,2,4,1,3,1,2,3,2,2,2,,2,,3,2,,2,1,2,2,1,2,1,2,1,2,3,3,3,1,2,1,3,2,1,2,3,2,4,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20154
14,0811,01,0328,3,1,04,2,3,3,2,4,3,2,4,4,2,4,1,3,2,2,2,4,4,4,2,2,2,2,4,2,2,4,2,2,2,2,2,3,2,2,2,2,2,4,2,2,2,2,3,2,2,3,2,3,3,2,1,,1,,3,2,,2,2,1,1,1,2,1,3,1,2,2,3,3,1,2,2,2,2,3,4,2,4,4,3,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19357
14,0811,01,0385,1,1,02,2,2,2,2,2,5,2,3,2,3,3,2,5,5,2,2,5,2,3,2,5,2,3,3,3,2,3,2,2,2,2,2,5,2,2,5,2,5,2,2,5,5,3,3,2,2,2,5,3,5,5,1,,2,,5,2,,2,1,2,2,2,2,2,2,1,4,1,1,1,2,,,3,3,2,3,3,5,5,5,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10769
14,0811,01,0385,3,1,02,2,2,2,2,2,5,5,3,2,3,3,2,5,2,2,5,2,2,2,2,2,5,3,3,3,2,3,2,2,2,2,2,2,2,2,5,2,5,2,2,2,2,2,2,2,2,2,5,3,3,3,1,,2,,2,2,,2,1,2,2,2,2,2,2,2,2,3,1,1,1,2,1,3,5,1,2,2,5,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10769
14,0811,01,0385,4,1,02,2,2,2,5,2,5,5,3,5,3,3,5,5,5,5,5,5,2,3,2,5,5,3,3,3,2,3,2,2,2,2,2,5,5,2,5,5,5,2,2,5,5,3,3,2,2,2,5,3,5,5,1,,2,,5,2,,2,1,1,1,1,1,1,1,1,1,5,5,5,2,,,3,2,5,5,3,5,2,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515
14,0811,01,0385,5,1,02,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,1,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,3,1,1,2,,,3,3,5,5,2,5,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21193
14,0811,01,0013,4,1,01,5,2,2,3,2,2,3,3,4,4,3,2,2,2,2,2,3,3,3,3,1,3,2,3,3,2,4,1,2,2,2,1,1,2,2,2,2,2,2,2,4,4,3,3,2,2,2,2,3,1,5,1,,2,,2,2,,2,3,4,4,4,1,1,1,1,4,3,1,1,1,2,2,3,3,2,3,2,5,5,5,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5177
14,0811,01,0047,1,1,01,2,2,2,2,2,3,2,3,2,2,3,5,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,3,3,2,3,2,3,2,3,1,,3,DEPENDE DEL TEMA QUE PASEN,1,2,,2,1,4,1,2,4,1,4,1,4,3,1,1,1,1,1,2,2,1,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19495
14,0811,01,0047,5,1,02,3,2,2,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,2,2,5,2,2,5,5,5,5,5,5,5,5,5,2,5,5,5,1,,1,,3,2,,2,3,1,1,1,4,4,4,1,4,3,5,5,1,2,1,3,2,2,3,2,2,3,3,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12370
14,0811,01,0122,1,1,05,2,2,2,2,2,5,5,3,5,3,3,2,5,5,2,2,2,2,3,2,5,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,1,,1,,2,2,,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,3,3,2,3,3,5,3,5,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25008
14,0811,01,0122,3,1,01,2,5,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,2,3,3,5,3,5,2,,1,1,1,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11225
14,0811,01,0163,4,1,03,1,5,2,2,2,5,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,5,5,3,2,2,3,2,3,3,5,2,2,5,3,3,2,1,,3,AMBOS,1,2,,2,1,4,2,2,1,1,2,1,4,1,1,5,1,2,1,1,2,2,3,5,3,3,2,2,,1,1,1,0,0,0,0,0,,1,1,1,3,3,1,1,1,3,2,,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,3,1,1,1,6,6,1,,13017
14,0811,01,0193,1,1,03,2,5,2,5,2,5,5,3,5,3,3,5,5,5,2,5,5,2,3,2,5,5,3,3,3,2,3,5,2,2,2,2,5,2,2,5,5,5,2,2,2,2,2,2,2,2,2,5,5,5,5,1,,1,,5,2,,2,2,1,1,1,1,1,1,1,1,5,5,5,2,,,2,5,2,3,5,5,5,5,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16053
14,0811,01,0193,4,1,01,2,5,2,5,5,2,5,3,5,5,3,2,5,5,2,5,5,2,3,2,5,2,3,3,3,2,3,2,5,2,2,2,5,2,2,5,5,2,2,2,5,5,5,3,5,2,2,5,5,5,5,1,,1,,5,2,,2,2,1,1,1,1,1,1,1,1,5,5,5,2,,,3,5,2,5,5,5,5,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16188
14,0811,01,0193,5,1,02,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,1,,2,,5,2,,2,1,4,4,1,4,4,4,1,4,5,5,5,2,,,2,5,5,5,5,5,5,5,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10894
14,0811,01,0268,5,1,01,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,3,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,2,2,,2,,1,2,,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,3,2,3,2,3,3,3,2,,3,1,1,0,0,0,1,0,,1,1,1,2,2,1,1,1,2,2,,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,3,1,2,3,2,,9522
14,0811,01,0285,2,1,02,2,2,2,2,2,2,5,3,5,4,4,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,5,5,2,2,1,,1,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,3,3,5,3,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8105
14,0811,01,0300,2,1,01,2,2,2,2,2,2,2,4,4,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,2,3,2,3,1,,2,,3,2,,2,1,4,4,1,4,1,3,1,4,4,3,3,1,2,1,2,2,2,3,2,3,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5401
14,0811,01,0300,4,1,01,2,2,1,3,3,3,3,3,3,3,3,5,2,3,2,3,2,3,3,2,3,2,3,4,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,1,,1,,3,1,4,1,3,1,1,1,1,1,2,1,1,3,3,3,1,1,1,1,2,2,3,2,3,3,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23595
14,0811,01,0328,5,1,05,1,1,1,1,2,3,4,4,2,2,4,1,1,2,2,2,2,3,2,2,1,2,1,2,3,2,5,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,1,2,3,2,3,1,,2,,3,2,,2,3,3,1,1,1,2,2,1,1,3,3,3,1,2,1,3,2,2,2,2,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21217
14,0811,01,0385,2,1,02,2,2,2,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,3,2,5,5,3,3,3,5,5,5,5,1,2,2,5,2,2,2,5,5,5,2,5,5,5,5,5,2,2,5,5,5,5,1,,2,,5,2,,2,1,1,1,1,1,1,1,1,1,5,5,5,2,,,3,5,2,5,5,5,5,5,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10596
14,0811,01,0122,4,1,02,2,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,2,2,3,3,2,2,2,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,2,3,3,5,2,2,1,3,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11225
14,0811,01,0201,5,1,02,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,4,4,3,1,4,2,1,2,1,1,5,1,1,2,2,3,2,1,2,2,3,3,2,2,2,2,3,2,2,1,,1,,2,2,,2,1,2,2,2,2,2,2,2,2,3,1,1,1,2,1,3,3,2,3,2,5,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36439
14,0811,01,0268,4,1,01,3,2,2,3,3,2,3,4,3,3,4,2,3,2,3,3,2,4,4,3,4,3,2,3,3,2,4,2,2,1,2,3,2,2,2,2,2,2,2,1,3,4,3,4,1,4,2,2,3,3,4,1,,2,,3,2,,1,3,1,1,1,1,1,1,1,1,3,3,3,1,2,2,4,2,2,3,2,4,4,1,2,,4,1,1,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16372
14,0811,01,0270,1,1,01,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,5,3,2,2,1,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13528
14,0811,01,0270,5,1,01,2,2,2,2,2,3,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,2,3,3,3,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,5,3,5,2,2,,2,,2,2,,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,3,2,3,3,5,3,2,2,,3,1,1,1,1,0,0,0,,1,1,1,1,3,1,1,1,3,2,,1,1,1,2,2,2,2,2,1,2,2,1,2,1,3,1,3,1,2,2,2,2,2,,19111
14,0811,01,0285,4,1,01,2,5,2,5,2,2,5,3,5,3,3,5,5,5,2,5,5,2,3,2,5,2,5,5,5,5,5,5,3,2,2,2,5,5,2,5,5,5,2,2,5,5,5,5,5,5,2,5,5,5,5,1,,1,,5,2,,2,5,1,1,1,1,1,1,1,4,5,5,5,2,,,3,5,5,3,5,5,3,5,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8576
14,0811,01,0300,5,1,02,2,2,2,3,2,3,2,3,2,3,3,2,2,2,2,1,3,3,2,1,2,2,2,2,1,1,2,1,2,3,2,2,2,1,2,1,3,1,1,3,2,3,3,3,1,2,1,3,3,2,3,2,,2,,4,2,,2,3,2,1,1,2,1,1,1,1,2,2,1,1,2,2,3,3,2,3,3,3,3,3,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17024
21,0811,02,0009,1,1,05,1,1,1,2,2,1,2,3,1,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,3,1,,1,,2,2,,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12698
21,0811,02,0009,2,1,01,1,5,2,2,5,2,2,5,2,5,3,2,5,5,5,5,5,5,5,2,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,5,2,2,1,1,1,1,2,5,2,2,1,1,1,3,3,1,,2,,5,2,,2,4,3,1,1,1,1,4,1,1,3,5,5,1,2,2,4,4,2,2,2,2,2,3,2,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17235
21,0811,02,0009,4,1,01,1,1,1,1,2,1,2,2,2,4,4,4,2,2,2,2,4,4,4,5,5,5,5,3,2,2,1,1,2,2,2,2,2,2,1,3,2,5,2,2,3,4,5,5,5,5,2,2,2,2,3,1,,2,,5,2,,2,1,2,2,2,1,1,1,1,2,1,2,2,2,,,2,2,2,2,2,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4309
21,0811,02,0009,5,1,01,1,2,2,1,1,3,3,4,4,4,4,1,2,1,1,2,3,4,3,2,4,2,1,3,4,1,2,1,2,1,2,1,1,1,1,2,1,4,1,3,4,2,3,4,2,2,1,2,2,3,1,1,,1,,3,2,,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,4,2,4,2,2,,1,1,1,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8676
21,0811,02,0016,1,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,3,2,2,1,,1,,1,2,,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,1,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10496
21,0811,02,0019,3,1,01,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,2,2,2,3,2,2,1,,1,,2,2,,2,2,1,1,2,1,2,2,1,4,3,1,1,1,1,1,3,2,2,3,2,1,3,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5401
21,0811,02,0021,1,1,01,3,2,2,2,2,3,2,3,2,3,3,2,2,2,1,1,2,2,3,2,2,2,2,3,3,2,2,2,1,1,1,1,2,2,2,2,2,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,,2,,1,2,,1,1,1,1,1,1,1,1,1,2,3,1,3,1,2,1,3,4,2,3,3,3,3,4,1,3,1,1,1,0,0,0,1,0,,1,3,1,1,3,1,1,3,3,2,,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,2,1,2,6,6,6,2,4,,4212
21,0811,02,0021,2,1,02,5,2,2,2,1,4,2,4,3,4,4,1,1,1,1,2,2,3,2,5,3,2,2,4,3,2,3,2,5,2,2,2,1,1,1,3,2,3,2,2,3,2,3,3,2,2,2,3,3,3,3,1,,2,,3,2,,2,2,2,2,2,1,1,1,1,1,3,3,3,1,2,2,2,3,1,3,3,3,3,3,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365
21,0811,02,0021,4,1,02,3,2,3,2,3,2,2,3,3,3,3,2,3,5,3,2,2,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,3,2,,2,,3,2,,2,1,1,1,2,1,2,1,2,1,1,1,1,2,,,2,3,2,2,3,3,3,3,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7895
21,0811,02,0021,5,1,02,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,3,2,2,1,3,2,1,0,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10434
